model,Tw,z,H,F,G,T,Fp,Gp,Tp
lopez,1.7,30.86,-0.911799632782838,1.0083407161941605e-12,0.9999999999985322,1.0000000021032385,-9.196256296879432e-13,1.3386972664142154e-12,-1.384196778011578e-09
lopez,1.7,30.88,-0.9117996327828781,9.901148860383847e-13,0.9999999999985587,1.0000000020757354,-9.030073244794564e-13,1.3145060313758607e-12,-1.3661411838545499e-09
lopez,1.7,30.900000000000002,-0.9117996327829173,9.722184256713887e-13,0.9999999999985848,1.000000002048591,-8.866893385223658e-13,1.2907519704961034e-12,-1.3483211144450092e-09
lopez,1.7,30.92,-0.9117996327829558,9.54645347294802e-13,0.9999999999986104,1.000000002021801,-8.706662121443379e-13,1.2674271361404095e-12,-1.330733484219619e-09
lopez,1.7,30.94,-0.9117996327829937,9.373898423827418e-13,0.9999999999986354,1.0000000019953603,-8.549326491336251e-13,1.2445238186235068e-12,-1.3133752744076845e-09
lopez,1.7,30.96,-0.9117996327830308,9.20446151608039e-13,0.9999999999986602,1.0000000019692645,-8.394833981378959e-13,1.2220343735618232e-12,-1.2962434846968538e-09
lopez,1.7,30.98,-0.9117996327830673,9.038086402783167e-13,0.9999999999986844,1.0000000019435091,-8.243133214467031e-13,1.1999513220001608e-12,-1.2793351616461353e-09
lopez,1.7,31.0,-0.9117996327831032,8.874717952856789e-13,0.9999999999987081,1.0000000019180895,-8.094173922103444e-13,1.17826734636301e-12,-1.2626473978571274e-09
lopez,1.7,31.02,-0.9117996327831384,8.714301506479168e-13,0.9999999999987315,1.0000000018930018,-7.947906265482878e-13,1.1569751916250179e-12,-1.2461773038263683e-09
lopez,1.7,31.04,-0.9117996327831729,8.556784040323332e-13,0.9999999999987544,1.0000000018682411,-7.804281897955363e-13,1.136067819973642e-12,-1.2299220525989763e-09
lopez,1.7,31.060000000000002,-0.9117996327832067,8.402112980174396e-13,0.9999999999987769,1.0000000018438036,-7.663252882371338e-13,1.11553825320721e-12,-1.2138788345055419e-09
lopez,1.7,31.080000000000002,-0.91179963278324,8.250236889550506e-13,0.999999999998799,1.0000000018196844,-7.524772318965938e-13,1.09537966413592e-12,-1.1980448837697714e-09
lopez,1.7,31.1,-0.9117996327832728,8.101105441857833e-13,0.9999999999988207,1.0000000017958801,-7.388794319969418e-13,1.0755853728859572e-12,-1.1824174777323589e-09
lopez,1.7,31.12,-0.9117996327833049,7.954668740691013e-13,0.999999999998842,1.0000000017723862,-7.255273389857755e-13,1.0561487566826358e-12,-1.1669939104918773e-09
lopez,1.7,31.14,-0.9117996327833364,7.810878383524841e-13,0.9999999999988631,1.0000000017491992,-7.124165395226657e-13,1.0370633910347257e-12,-1.1517715347210788e-09
lopez,1.7,31.16,-0.9117996327833673,7.669686377807649e-13,0.9999999999988837,1.0000000017263142,-6.995426576485552e-13,1.0183229058669874e-12,-1.1367477192798533e-09
lopez,1.7,31.18,-0.9117996327833978,7.531045769571174e-13,0.9999999999989038,1.0000000017037278,-6.869014121023381e-13,9.999210689558727e-13,-1.1219198741321855e-09
lopez,1.7,31.2,-0.9117996327834277,7.394910618012291e-13,0.9999999999989235,1.000000001681436,-6.744886140033158e-13,9.818517825557463e-13,-1.107285449619357e-09
lopez,1.7,31.220000000000002,-0.911799632783457,7.261235375026842e-13,0.999999999998943,1.0000000016594353,-6.623001102770569e-13,9.641090010441015e-13,-1.09284191177571e-09
lopez,1.7,31.240000000000002,-0.9117996327834857,7.12997585620435e-13,0.999999999998962,1.000000001637721,-6.503318721906398e-13,9.46686859802171e-13,-1.0785867814879104e-09
lopez,1.7,31.26,-0.911799632783514,7.001088251380013e-13,0.9999999999989808,1.0000000016162904,-6.385799051348594e-13,9.295795438850014e-13,-1.0645175948012065e-09
lopez,1.7,31.28,-0.9117996327835418,6.874529698463456e-13,0.9999999999989992,1.0000000015951391,-6.270403009459267e-13,9.127813641860294e-13,-1.0506319262531471e-09
lopez,1.7,31.3,-0.911799632783569,6.750258260235574e-13,0.9999999999990173,1.000000001574264,-6.157092357897398e-13,8.962867543573148e-13,-1.0369273881929625e-09
lopez,1.7,31.32,-0.9117996327835958,6.628232357953879e-13,0.9999999999990351,1.000000001553661,-6.045829185180985e-13,8.800901956316956e-13,-1.023401607665794e-09
lopez,1.7,31.34,-0.9117996327836219,6.50841165772825e-13,0.9999999999990526,1.0000000015333268,-5.936576714884125e-13,8.641863344718838e-13,-1.0100522630837241e-09
lopez,1.7,31.36,-0.9117996327836477,6.390756167300075e-13,0.9999999999990697,1.0000000015132577,-5.829298482080218e-13,8.485698626855108e-13,-9.96877047054235e-10
lopez,1.7,31.38,-0.9117996327836732,6.275226759863704e-13,0.9999999999990865,1.0000000014934505,-5.723958810962304e-13,8.332355869522097e-13,-9.838736882312649e-10
lopez,1.7,31.400000000000002,-0.911799632783698,6.161785152885363e-13,0.999999999999103,1.0000000014739017,-5.620522795530504e-13,8.181784260122389e-13,-9.710399506778383e-10
lopez,1.7,31.42,-0.9117996327837224,6.050393391067936e-13,0.9999999999991193,1.0000000014546078,-5.518955828158998e-13,8.033933420401419e-13,-9.583736122191045e-10
lopez,1.7,31.44,-0.9117996327837465,5.941014655481988e-13,0.9999999999991351,1.0000000014355657,-5.419224337361508e-13,7.888754480411086e-13,-9.458724987832388e-10
lopez,1.7,31.46,-0.91179963278377,5.833612439057594e-13,0.9999999999991508,1.0000000014167718,-5.321295036005326e-13,7.746198984135962e-13,-9.335344495918273e-10
lopez,1.7,31.48,-0.9117996327837931,5.728151024756523e-13,0.9999999999991661,1.000000001398223,-5.22513535730825e-13,7.606219524173616e-13,-9.213573376224835e-10
lopez,1.7,31.5,-0.9117996327838158,5.624595466237026e-13,0.9999999999991812,1.0000000013799164,-5.130713437208736e-13,7.468769716070886e-13,-9.0933906901198e-10
lopez,1.7,31.52,-0.9117996327838381,5.522911115876411e-13,0.9999999999991961,1.0000000013618486,-5.037997684017278e-13,7.333803571865896e-13,-8.974775627847472e-10
lopez,1.7,31.54,-0.9117996327838599,5.423064363389155e-13,0.9999999999992105,1.0000000013440162,-4.946957451888039e-13,7.201276480459551e-13,-8.857707830117323e-10
lopez,1.7,31.560000000000002,-0.9117996327838815,5.325021883171721e-13,0.9999999999992248,1.0000000013264165,-4.857562354548013e-13,7.071144208612564e-13,-8.742167062126123e-10
lopez,1.7,31.580000000000002,-0.9117996327839025,5.228751070803755e-13,0.9999999999992388,1.0000000013090466,-4.769782663298876e-13,6.943363480315675e-13,-8.628133405182045e-10
lopez,1.7,31.6,-0.9117996327839233,5.13422002539777e-13,0.9999999999992526,1.0000000012919033,-4.683589290923203e-13,6.817891953362296e-13,-8.515587251115124e-10
lopez,1.7,31.62,-0.9117996327839436,5.041397118753002e-13,0.9999999999992661,1.0000000012749832,-4.598953398839374e-13,6.694687647484279e-13,-8.404509112443039e-10
lopez,1.7,31.64,-0.9117996327839636,4.95025166960547e-13,0.9999999999992794,1.0000000012582844,-4.5158470118822366e-13,6.573709839287377e-13,-8.294879923525615e-10
lopez,1.7,31.66,-0.9117996327839832,4.860753256564133e-13,0.9999999999992925,1.000000001241803,-4.4342423918385267e-13,6.45491815030798e-13,-8.186680735299941e-10
lopez,1.7,31.68,-0.9117996327840024,4.772872116572431e-13,0.9999999999993052,1.0000000012255366,-4.3541124007645225e-13,6.338273075893113e-13,-8.079892894728414e-10
lopez,1.7,31.7,-0.9117996327840214,4.686579128796243e-13,0.9999999999993178,1.000000001209482,-4.2754304862943085e-13,6.22373596381483e-13,-7.974498039564461e-10
lopez,1.7,31.720000000000002,-0.9117996327840401,4.601845421324416e-13,0.9999999999993301,1.0000000011936376,-4.1981703230299893e-13,6.111268492241881e-13,-7.870477920580505e-10
lopez,1.7,31.740000000000002,-0.9117996327840584,4.518642986660328e-13,0.9999999999993422,1.0000000011779995,-4.1223063737466034e-13,6.000833486684716e-13,-7.767814683586878e-10
lopez,1.7,31.76,-0.9117996327840763,4.4369440545332033e-13,0.9999999999993542,1.0000000011625656,-4.0478133175214693e-13,5.892394087524831e-13,-7.666490583563689e-10
lopez,1.7,31.78,-0.9117996327840937,4.3567214556351713e-13,0.9999999999993658,1.0000000011473327,-3.9746663813897496e-13,5.785914232804772e-13,-7.566488152706613e-10
lopez,1.7,31.8,-0.911799632784111,4.2779486069133e-13,0.9999999999993773,1.0000000011322987,-3.902841326933676e-13,5.68135863870618e-13,-7.467790195525194e-10
lopez,1.7,31.82,-0.911799632784128,4.20059915254486e-13,0.9999999999993885,1.0000000011174606,-3.8323141229238073e-13,5.578692323014471e-13,-7.370379622366646e-10
lopez,1.7,31.84,-0.9117996327841447,4.1246475257908337e-13,0.9999999999993996,1.0000000011028163,-3.763061457616971e-13,5.477881350869797e-13,-7.274239713514924e-10
lopez,1.7,31.86,-0.9117996327841611,4.050068376464672e-13,0.9999999999994105,1.000000001088363,-3.6950602167225415e-13,5.378892074843477e-13,-7.179353851487052e-10
lopez,1.7,31.88,-0.9117996327841771,3.976836902970852e-13,0.9999999999994211,1.000000001074098,-3.6282877861548325e-13,5.281691575654422e-13,-7.085705678401036e-10
lopez,1.7,31.900000000000002,-0.9117996327841928,3.904928838878662e-13,0.9999999999994316,1.0000000010600192,-3.5627220397913276e-13,5.186247644348463e-13,-6.993279091385634e-10
lopez,1.7,31.92,-0.9117996327842083,3.8343201251852964e-13,0.9999999999994418,1.000000001046124,-3.498341040642249e-13,5.092528347291518e-13,-6.902058086682283e-10
lopez,1.7,31.94,-0.9117996327842234,3.7649874232056717e-13,0.9999999999994519,1.0000000010324102,-3.4351235085031235e-13,5.000502706930802e-13,-6.812027006962959e-10
lopez,1.7,31.96,-0.9117996327842384,3.69690759193538e-13,0.9999999999994619,1.0000000010188752,-3.3730483434146364e-13,4.910140008096069e-13,-6.723170290636717e-10
lopez,1.7,31.98,-0.9117996327842531,3.630057991153205e-13,0.9999999999994715,1.0000000010055166,-3.3120949020317163e-13,4.821410200309096e-13,-6.635472619218286e-10
lopez,1.7,32.0,-0.9117996327842675,3.5644164691649695e-13,0.9999999999994811,1.0000000009923324,-3.252242986447462e-13,4.734283881516027e-13,-6.548918913029513e-10
