branch,pressure_gradient,z,H,F,G,T
1,0.023052840292,0.0,0.0,-3.02570998619843e-29,1.0,1.16
1,0.023052840292,0.001,-0.00016396264433364693,0.008144312882535419,0.9898918930943167,1.1591244598542476
1,0.023052840292,0.002,-0.0006472905225942105,0.015969535579134227,0.9797902424417376,1.15824892211168
1,0.023052840292,0.003,-0.001437372444418214,0.02348327886986768,0.9697012144537539,1.1573733928515766
1,0.023052840292,0.004,-0.002521900024441993,0.030693065960888544,0.959630669049952,1.1564978820222431
1,0.023052840292,0.005,-0.0038888641685262426,0.03760632988909331,0.9495841702915571,1.1556224032854776
1,0.023052840292,0.006,-0.005526550695397464,0.04423041139694153,0.9395669974104869,1.1547469738556309
1,0.023052840292,0.007,-0.007423537922465888,0.050572556346339836,0.9295841535970054,1.1538716143658267
1,0.023052840292,0.008,-0.009568691478918284,0.05663991420350906,0.9196403770308171,1.1529963487057664
1,0.023052840292,0.009000000000000001,-0.011951161234259341,0.06243953599678548,0.9097401495715558,1.1521212038878226
1,0.023052840292,0.01,-0.01456037731460608,0.06797837272004875,0.8998877059884253,1.1512462099056797
1,0.023052840292,0.011,-0.0173860452979908,0.0732632742080606,0.8900870435414658,1.1503713995884255
1,0.023052840292,0.012,-0.020418143410144387,0.07830098740716987,0.8803419295617684,1.149496808477795
1,0.023052840292,0.013000000000000001,-0.023646917128517367,0.08309815576524764,0.8706559109241883,1.1486224746825897
1,0.023052840292,0.014,-0.027062875786158982,0.0876613179991575,0.8610323215606014,1.1477484387556889
1,0.023052840292,0.015,-0.03065678835157977,0.09199690729755165,0.8514742904126866,1.146874743565303
1,0.023052840292,0.016,-0.03441967847945882,0.09611125096937867,0.8419847496623565,1.1460014341631637
1,0.023052840292,0.017,-0.038342821433877496,0.10001056942281442,0.8325664412944088,1.1451285576707642
1,0.023052840292,0.018000000000000002,-0.0424177386445872,0.10370097626819859,0.8232219252126529,1.1442561631485832
1,0.023052840292,0.019,-0.04663619413205206,0.10718847773781917,0.8139535857237248,1.1433843014829237
1,0.023052840292,0.02,-0.0509901901939107,0.11047897252374078,0.8047636383735148,1.1425130252687408
1,0.023052840292,0.021,-0.05547196244849269,0.11357825203156006,0.7956541369969912,1.1416423886909286
