pressure_gradient,Tw,thermal_rossby,rotor_heat_flux_Tz,G_mid,H_min,F_min,F_max,nodes,max_rms_residual
0.09791648002903,1.0,0.0,6.2056278665203935e-18,0.3146662890958481,-1.0376850315993298,-0.15134756288110326,0.1696865426883787,2588,1.996368738498399e-08
0.09691648002903,1.002338389216838,0.002338389216838044,-0.02295568142405058,0.3129445001681897,-1.0349903330333896,-0.15058212604021182,0.1693338493318949,2591,1.997148700283196e-08
0.09591648002903,1.0046737081772368,0.0046737081772367794,-0.045818923490512004,0.3112115777194586,-1.0323417764554437,-0.14981113757769698,0.16898101958509318,2596,1.9990629184692686e-08
0.09491648002903,1.0070058891024147,0.007005889102414731,-0.06858879350234252,0.3094673717258181,-1.0296614338444126,-0.14903451773598048,0.16862806999515653,2601,1.9983345662694767e-08
0.09391648002903,1.0093348606470693,0.009334860647069343,-0.09126432746416925,0.30771173025193105,-1.02694266746599,-0.14825218480901028,0.1682750181805182,2606,1.997902345672878e-08
0.09291648002903,1.0116605477132101,0.011660547713210123,-0.11384452884642328,0.30594449945381863,-1.0241846912928818,-0.1474640550737699,0.16792188288450086,2611,1.9863705833734898e-08
0.09191648002903,1.013982871255764,0.013982871255763918,-0.136328367304498,0.3041655235841457,-1.0213866966320424,-0.14667004271864306,0.16756868403096942,2616,1.9873389288290066e-08
0.09091648002903,1.0163017480804246,0.016301748080424616,-0.15871477735848752,0.3023746450001925,-1.0186120780724954,-0.14587005976841352,0.16721544278198136,2621,1.9959126399346687e-08
0.08991648002903,1.0186170906328949,0.01861709063289485,-0.18100265702608084,0.30057170417468343,-1.0158235900905044,-0.14506401600574298,0.1668621815975239,2626,1.994665729501403e-08
0.08891648002902999,1.0209288067799354,0.02092880677993536,-0.203190866413391,0.2987565397097652,-1.012992868699362,-0.14425181888888197,0.1665089242972824,2630,1.997863470246806e-08
0.08791648002902999,1.023236799581464,0.023236799581463963,-0.2252782262570468,0.2969289883543526,-1.0101190009325502,-0.14343337346542703,0.166155696124496,2636,1.9963317376033037e-08
0.08691648002902999,1.0255409670541165,0.02554096705411646,-0.2472635164219486,0.29508888502515795,-1.0072010459930505,-0.14260858228184958,0.16580252381190513,2642,1.9885142774402514e-08
0.08591648002902999,1.0278412019255752,0.027841201925575154,-0.2691454743483646,0.2932360628316695,-1.0043148891960956,-0.14177734528857538,0.16544943564979347,2647,1.9966385342205396e-08
0.08491648002902999,1.0301373913800407,0.03013739138004068,-0.2909227934520094,0.29137035310543563,-1.0014005122771137,-0.14093955974030623,0.16509646155612565,2654,1.990402862033195e-08
0.08391648002902999,1.032429416794346,0.03242941679434597,-0.3125941214721951,0.2894915854339749,-0.9984394327580575,-0.14011364478116847,0.16474363314873477,2659,1.997614209536284e-08
0.08291648002902999,1.0347171534648434,0.03471715346484339,-0.3341580587688705,0.287599587699695,-0.9954305813855795,-0.1392857672156895,0.16439098381960618,2665,1.992855520731705e-08
