Tw,method,N,F,G,H,Fz,Gz,rho,T,velocity_error,derivative_error,density_error,temperature_excess_error
1.0,simpson,16001,0.002366674343435337,0.00032883307943472806,0.00012748993701157445,0.0020289769744715265,0.001789652520685374,0.0010083913770702853,1.0,0.002366674343435337,0.0020289769744715265,0.0010083913770702853,1.0
1.0,trapezoid,32001,0.0023666743434417868,0.0003288330794352681,0.0001274899370112847,0.002028976448039747,0.0017896525201447134,0.0010083913770561745,1.0,0.0023666743434417868,0.002028976448039747,0.0010083913770561745,1.0
1.0,simpson,32001,0.0023666743434412906,0.00032883307943522625,0.00012748993701130692,0.00202897697440496,0.0017896525206443517,0.0010083913770700178,1.0,0.0023666743434412906,0.00202897697440496,0.0010083913770700178,1.0
1.01,adaptive_cubic,0,0.006778335819284565,0.000926345502237059,0.0007132371404152439,0.006481348836327596,0.00542778972765863,0.0010025708393504988,0.3070140418961375,0.006778335819284565,0.006481348836327596,0.0010025708393504988,0.3070140418961375
1.01,adaptive_pchip,0,0.006778337439165314,0.0009263453682823646,0.0007132370009053019,0.0064813514234010995,0.005427773204094074,0.0010025708387130274,0.3070140417091098,0.006778337439165314,0.0064813514234010995,0.0010025708387130274,0.3070140417091098
1.01,trapezoid,251,0.0067783384699642195,0.000926345633306229,0.0007132371556621977,0.006476738086802469,0.005424773902988813,0.0010025913947285011,0.3070508391143174,0.0067783384699642195,0.006476738086802469,0.0010025913947285011,0.3070508391143174
1.01,simpson,251,0.0067783266806667065,0.0009263450550401074,0.0007132371373520014,0.0064810382436686605,0.005427806321061824,0.0010025753319504204,0.30701538325056693,0.0067783266806667065,0.0064810382436686605,0.0010025753319504204,0.30701538325056693
1.01,trapezoid,501,0.006778336091582909,0.000926345525255988,0.0007132371534810909,0.006480174417215192,0.005427036438433216,0.001002576190683484,0.3070233033300359,0.006778336091582909,0.006480174417215192,0.001002576190683484,0.3070233033300359
1.01,simpson,501,0.006778335298792027,0.000926345489239238,0.0007132371527540552,0.006481328957179043,0.005427790411824868,0.0010025711226159058,0.3070141264065796,0.006778335298792027,0.006481328957179043,0.0010025711226159058,0.3070141264065796
1.01,trapezoid,1001,0.006778335943096829,0.0009263455184410791,0.0007132371532243426,0.006481053681691049,0.005427601153288645,0.0010025721905074741,0.30701636114927044,0.006778335943096829,0.006481053681691049,0.0010025721905074741,0.30701636114927044
1.01,simpson,1001,0.00677833589360148,0.0009263455161694429,0.00071323715313876,0.006481347351822045,0.005427789378776739,0.0010025708571118359,0.3070140471940586,0.00677833589360148,0.006481347351822045,0.0010025708571118359,0.3070140471940586
1.01,trapezoid,2001,0.006778335828249922,0.0009263455031235133,0.0007132371412225824,0.006481275053566802,0.005427742743597991,0.0010025711779684647,0.3070146219516544,0.006778335828249922,0.006481275053566802,0.0010025711779684647,0.3070146219516544
1.01,simpson,2001,0.006778335789967617,0.0009263454980176581,0.0007132371372219955,0.006481348880821946,0.005427789939562911,0.001002570840455229,0.30701404222569006,0.006778335789967617,0.006481348880821946,0.001002570840455229,0.30701404222569006
