zmax,Hinf,Tw,Fp0,Gp0,Tp0,nodes
50.0,-0.75,1.0322415262668228,0.49043264853729324,0.5982263687239479,-0.010108983784170605,1319.0
50.0,-0.7475,1.0326473786640042,0.4901883465343354,0.5979775338930808,-0.010228653044213226,1318.0
50.0,-0.745,1.0330469308510004,0.4899480806658308,0.5977315471850162,-0.01034621968812902,1318.0
50.0,-0.7425,1.0334402227097028,0.48971182506586036,0.5974884028204328,-0.010461702716323323,1318.0
50.0,-0.74,1.0338272940357383,0.4894795538838648,0.5972480949083484,-0.010575121000470544,1318.0
50.0,-0.7375,1.0342081845386333,0.48925124128531416,0.5970106174464495,-0.010686493284190877,1318.0
50.0,-0.735,1.0345829338419172,0.4890268614524171,0.5967759643214418,-0.010795838183711947,1318.0
50.0,-0.7325,1.0349515814832857,0.48880638858478936,0.5965441293093754,-0.01090317418855017,1318.0
50.0,-0.73,1.0353141669147168,0.488589796900148,0.596315106076009,-0.01100851966217945,1318.0
50.0,-0.7275,1.03567072950261,0.4883770606349938,0.5960888881771439,-0.01111189284270992,1319.0
50.0,-0.725,1.0360213085278924,0.4881681540452652,0.5958654690590263,-0.011213311843555058,1318.0
50.0,-0.7225,1.0363659431862102,0.48796305140703217,0.5956448420589023,-0.011312794654133,1318.0
50.0,-0.72,1.036704672587981,0.48776172701716297,0.5954270004050222,-0.011410359140520288,1318.0
50.0,-0.7175,1.037037535758572,0.48756415519397345,0.59521193721735,-0.011506023046149713,1318.0
50.0,-0.715,1.0373645716384046,0.48737031027789635,0.5949996455079035,-0.011599803992486519,1318.0
50.0,-0.7125,1.0376858190830858,0.4871801666321327,0.5947901181811777,-0.011691719479714103,1318.0
50.0,-0.71,1.0380013168635305,0.48699369864330255,0.5945833480345812,-0.011781786887419004,1318.0
50.0,-0.7075,1.038311103666091,0.4868108807220865,0.5943793277588802,-0.011870023475279198,1318.0
50.0,-0.705,1.0386152180926678,0.48663168730387396,0.5941780499386612,-0.011956446383748327,1318.0
50.0,-0.7025,1.0389136986608467,0.486456092849388,0.5939795070527853,-0.01204107263475004,1318.0
50.0,-0.7,1.0392065838040179,0.48628407184531885,0.5937836914748666,-0.012123919132366956,1318.0
50.0,-0.6975,1.0394939118714874,0.48611559880495353,0.5935905954737597,-0.012205002663530164,1318.0
50.0,-0.695,1.039775721128605,0.4859506482687914,0.593400211214048,-0.0122843398987142,1318.0
50.0,-0.6925,1.0400520497568986,0.48578919480514987,0.5932125307565352,-0.0123619473926354,1318.0
50.0,-0.69,1.0403229358541701,0.4856312130107878,0.5930275460587715,-0.012437841584940035,1318.0
50.0,-0.6875,1.040588417434645,0.48547667751149,0.5928452489755506,-0.012512038800909805,1318.0
