zmax,Hinf,Tw,Fp0,Gp0,Tp0,nodes
30.0,-0.75,1.0322424718227945,0.49043207498803865,0.5982258294615393,-0.010109266547340522,919.0
30.0,-0.7475,1.0326483754577265,0.4901877423090529,0.597976963778463,-0.010228950622296508,918.0
30.0,-0.745,1.0330479812122124,0.48994744440201776,0.5977309447082267,-0.010346532725412161,918.0
30.0,-0.7425,1.0334413290588544,0.48971115535018295,0.5974877664067936,-0.010462031880857045,918.0
30.0,-0.74,1.0338284588869073,0.489478849250666,0.5972474229160687,-0.01057546698478007,918.0
30.0,-0.7375,1.034209410502485,0.4892505002151105,0.5970099081641703,-0.010686856805993544,918.0
30.0,-0.735,1.0345842236287541,0.48902608237035783,0.5967752159656929,-0.010796219986655413,918.0
30.0,-0.7325,1.0349529379061344,0.4888055698591102,0.596543340021975,-0.010903575042955532,918.0
30.0,-0.73,1.035315592892494,0.4885889368405939,0.5963142739213786,-0.011008940365802024,918.0
30.0,-0.7275,1.035672228063358,0.48837615749121943,0.5960880111395443,-0.011112334221514046,919.0
30.0,-0.725,1.0360228828120432,0.48816720600523583,0.5958645450397356,-0.011213774752491561,918.0
30.0,-0.7225,1.0363675964499546,0.48796205659538394,0.5956438688732913,-0.011313279977940351,918.0
30.0,-0.72,1.0367064082066704,0.4877606834935618,0.5954259757795651,-0.011410867794529989,918.0
30.0,-0.7175,1.0370393572301813,0.4875630609514614,0.5952108587865561,-0.011506555977102116,918.0
30.0,-0.715,1.0373664825870588,0.4873691632412216,0.5949985108111633,-0.011600362179359324,918.0
30.0,-0.7125,1.037687823262646,0.4871789646560685,0.5947889246595256,-0.01169230393456109,918.0
30.0,-0.71,1.0380034181612248,0.48699243951096444,0.5945820930273825,-0.011782398656215004,918.0
30.0,-0.7075,1.0383133061062024,0.48680956214324106,0.5943780085004303,-0.0118706636387751,918.0
30.0,-0.705,1.0386175258402817,0.48663030691323944,0.5941766635546969,-0.0119571160583364,918.0
