Tw	R_c_blackburn	R_c_compressible	R_error_percent	beta_c_blackburn	beta_c_compressible	beta_error_percent	R_c_blackburn_discrete	R_c_compressible_discrete	beta_c_blackburn_discrete	beta_c_compressible_discrete	blackburn_quadratic_fit	compressible_quadratic_fit	common_beta_min	common_beta_max	curve_R_error_mean_percent	curve_R_error_rms_percent	curve_R_error_max_abs_percent
1.0	296.94047411736267	297.9754216663524	-0.34732648189641463	0.03409902181452465	0.03378399974951308	0.9324593516080375	296.941810879477	298.07809312069276	0.034044339819616944	0.03423250445553145	True	True	0.013832504455531455	0.03903250445553145	-0.18741978328515968	0.500536189179244	2.205522088217712
1.04	292.95622360387614	295.39018919560266	-0.82398321973882	0.033048926632687034	0.032207479695501175	2.612582372607674	292.96508450808915	295.4235022823648	0.03291079411925358	0.0324562994829588	True	True	0.013256299482958804	0.0376312994829588	-0.5054621471155417	1.4666607788681032	9.090243903823495
1.08	288.34683037208777	292.9465963436959	-1.5701721846296874	0.03204713175159703	0.03075063899386977	4.216148997702828	288.35392117311994	292.94690727311036	0.0319271472314612	0.030726940717099478	True	True	0.012726940717099481	0.03582694071709948	-0.8998984637148327	2.0710212990076524	11.069745114013813
1.12	339.7369975927103	344.7023879307362	-1.4404862025567622	0.03622436823194892	0.03419015379468318	5.949708356041593	339.7369975927103	344.7023879307362	0.03622436823194892	0.03419015379468318	False	False	nan	nan	nan	nan	nan
1.16	330.89482857277216	346.3418554540124	-4.46005200872734	0.03511117107409012	0.032615109359709876	7.6530839950629765	330.89482857277216	346.3418554540124	0.03511117107409012	0.032615109359709876	False	False	nan	nan	nan	nan	nan
1.2	319.5618368165925	340.54696736673384	-6.162183945553245	0.03406514504180954	0.03119155097762531	9.212732211506736	319.5618368165925	340.54696736673384	0.03406514504180954	0.03119155097762531	False	False	nan	nan	nan	nan	nan
