zmax,Hinf,Tw,Fp0,Gp0,Tp0,nodes
20.0,-0.75,1.0323425417636587,0.49037123357382223,0.5981704969739512,-0.010139425138347865,720.0
20.0,-0.7475,1.0327521387321625,0.49012469066034126,0.5979194457846881,-0.01026017301874186,718.0
20.0,-0.745,1.033155530471247,0.48988212930856156,0.5976711794407434,-0.0103788435341081,718.0
20.0,-0.7425,1.0335527585179658,0.4896435228089371,0.5974256908324982,-0.010495456076752948,718.0
20.0,-0.74,1.033943864334053,0.48940884446646077,0.5971829727224531,-0.010610029911971977,718.0
20.0,-0.7375,1.0343288893056157,0.4891780676017594,0.5969430177457241,-0.010722584178606118,718.0
20.0,-0.735,1.0347078747428076,0.4889511655522124,0.596705818410513,-0.010833137889597094,718.0
20.0,-0.7325,1.0350808618794844,0.488728111673079,0.5964713670985997,-0.0109417099325413,718.0
20.0,-0.73,1.0354478918728454,0.4885088793386334,0.5962396560658573,-0.011048319070242278,718.0
20.0,-0.7275,1.0358090058030516,0.4882934419433158,0.5960106774426727,-0.011152983941261681,718.0
20.0,-0.725,1.0361642446728392,0.4880817729028526,0.5957844232349658,-0.011255723060469335,718.0
20.0,-0.7225,1.0365136494070888,0.4878738456554663,0.5955608853240847,-0.011356554819588319,718.0
20.0,-0.72,1.0368572608524032,0.4876696336630117,0.5953400554678674,-0.011455497487742038,718.0
20.0,-0.7175,1.037195119776655,0.4874691104121601,0.5951219253011555,-0.01155256921199793,718.0
20.0,-0.715,1.0375272668685187,0.4872722494155838,0.5949064863364426,-0.011647788017909977,718.0
20.0,-0.7125,1.0378537427369832,0.4870790242131499,0.5946937299645484,-0.011741171810058227,718.0
20.0,-0.71,1.0381745879108542,0.4868894083731159,0.5944836474553085,-0.011832738372589949,718.0
20.0,-0.7075,1.0384898428382274,0.48670337549334086,0.5942762299582955,-0.011922505369754657,718.0
20.0,-0.705,1.0387995478859586,0.48652089920249514,0.5940714685035537,-0.012010490346442103,718.0
20.0,-0.7025,1.0391037433391062,0.48634195316128265,0.5938693540023605,-0.01209671072871547,718.0
20.0,-0.7,1.0394024694003638,0.4861665110636662,0.5936698772480076,-0.012181183824345259,718.0
20.0,-0.6975,1.0396957661894735,0.4859945466381014,0.5934730289166048,-0.012263926823340264,718.0
20.0,-0.695,1.0399836737426238,0.48582603364877486,0.5932787995679051,-0.012344956798478158,718.0
20.0,-0.6925,1.0402662320118377,0.48566094589684666,0.593087179646148,-0.01242429070583543,718.0
20.0,-0.69,1.040543480864334,0.48549925722170256,0.5928981594809295,-0.012501945385313984,718.0
20.0,-0.6875,1.0408154600818873,0.48534094150220575,0.5927117292880869,-0.0125779375611693,718.0
20.0,-0.685,1.0410822093601637,0.48518597265795804,0.5925278791706088,-0.012652283842535103,718.0
20.0,-0.6825,1.041343768308049,0.48503432465056096,0.592346599119561,-0.012725000723949545,718.0
20.0,-0.6799999999999999,1.0416001764469591,0.4848859714848852,0.5921678790150369,-0.012796104585877958,718.0
20.0,-0.6775,1.041851473210145,0.48474088721033737,0.5919917086271212,-0.012865611695238307,718.0
20.0,-0.675,1.0420976979419732,0.48459904592213876,0.591818077616882,-0.012933538205921497,718.0
20.0,-0.6725,1.0423388898972084,0.48446042176259757,0.5916469755373713,-0.01299990015931574,718.0
20.0,-0.67,1.042575088240277,0.4843249889223891,0.5914783918346522,-0.01306471348482778,718.0
20.0,-0.6675,1.0428063320445207,0.4841927216418366,0.5913123158488399,-0.01312799400040454,718.0
20.0,-0.665,1.0430326602914455,0.4840635942121918,0.591148736815162,-0.013189757413055359,718.0
20.0,-0.6625,1.0432541118699536,0.48393758097691963,0.5909876438650361,-0.01325001931937291,718.0
20.0,-0.66,1.0434707255755764,0.48381465633297943,0.5908290260271631,-0.013308795206056018,718.0
20.0,-0.6575,1.0436825401096932,0.48369479473210863,0.5906728722286378,-0.013366100450431682,718.0
20.0,-0.655,1.043889594078746,0.48357797068210573,0.5905191712960756,-0.01342195032097775,718.0
20.0,-0.6525,1.0440919259934496,0.4834641587481105,0.5903679119567524,-0.013476359977847107,718.0
20.0,-0.65,1.0442895742679945,0.48335333355388405,0.5902190828397629,-0.013529344473391842,718.0
20.0,-0.6475,1.0444825772192474,0.4832454697830863,0.5900726724771891,-0.013580918752688909,718.0
20.0,-0.645,1.044670973065949,0.4831405421805495,0.5899286693052849,-0.013631097654067479,718.0
20.0,-0.6425,1.0448547999279085,0.48303852555354965,0.5897870616656727,-0.013679895909637196,718.0
20.0,-0.64,1.0450340958252011,0.48293939477307196,0.5896478378065519,-0.013727328145818994,718.0
20.0,-0.6375,1.0452088986773582,0.48284312477507496,0.5895109858839204,-0.013773408883876452,718.0
20.0,-0.635,1.045379246302567,0.48274969056174466,0.589376493962805,-0.013818152540451344,718.0
20.0,-0.6325,1.045545176416871,0.48265906720274476,0.5892443500185023,-0.013861573428100706,718.0
20.0,-0.63,1.0457067266333684,0.4825712298364619,0.5891145419378309,-0.013903685755835943,718.0
20.0,-0.6275,1.0458639344614211,0.48248615367124015,0.5889870575203903,-0.013944503629666066,718.0
20.0,-0.625,1.046016837305872,0.48240381398660803,0.5888618844798261,-0.013984041053144412,718.0
20.0,-0.6225,1.0461654724662635,0.4823241861344976,0.5887390104451058,-0.01402231192791802,718.0
20.0,-0.62,1.046309877136069,0.48224724554045345,0.5886184229617978,-0.014059330054281246,718.0
20.0,-0.6174999999999999,1.046450088401935,0.48217296770482954,0.5885001094933561,-0.014095109131734231,718.0
20.0,-0.615,1.0465861432429358,0.4821013282039754,0.588384057422408,-0.01412966275954572,718.0
20.0,-0.6125,1.046718078529839,0.4820323026914112,0.5882702540520472,-0.014163004437320199,718.0
20.0,-0.61,1.0468459310243894,0.48196586689898685,0.5881586866071269,-0.014195147565571439,718.0
20.0,-0.6074999999999999,1.0469697373786064,0.48190199663803124,0.5880493422355558,-0.014226105446300196,718.0
20.0,-0.605,1.0470895341341055,0.48184066780048085,0.5879422080095906,-0.01425589128358003,718.0
20.0,-0.6025,1.0472053577214258,0.48178185635999954,0.5878372709270456,-0.014284518184145278,717.0
20.0,-0.6,1.0473172444594263,0.4817255383730661,0.5877345179129243,-0.014311999158000318,717.0
20.0,-0.5975,1.0474252305546186,0.4816716899800714,0.5876339358201952,-0.014338347119008414,717.0
20.0,-0.595,1.0475293521005862,0.4816202874064157,0.5875355114313918,-0.014363574885509142,716.0
20.0,-0.5925,1.0476296450775193,0.48157130696336775,0.587439231459899,-0.014387695180965035,716.0
20.0,-0.59,1.047726145351529,0.4815247250493632,0.587345082551078,-0.014410720634550405,716.0
20.0,-0.5875,1.047818888674252,0.48148051815081816,0.5872530512836224,-0.014432663781818823,716.0
20.0,-0.585,1.0479079106823623,0.4814386628431506,0.5871631241707836,-0.014453537065345502,716.0
20.0,-0.5825,1.0479932468971436,0.48139913579173127,0.5870752876616092,-0.014473352835387466,716.0
20.0,-0.58,1.0480749327241012,0.4813619137528091,0.5869895281421666,-0.014492123350554092,716.0
20.0,-0.5775,1.0481530034526176,0.48132697357441034,0.5869058319367549,-0.014509860778489302,716.0
20.0,-0.575,1.0482274942556515,0.4812942921972068,0.5868241853090954,-0.01452657719656692,716.0
20.0,-0.5725,1.0482984401894826,0.48126384665535893,0.5867445744635092,-0.014542284592597243,716.0
20.0,-0.5700000000000001,1.0483658761935069,0.4812356140773248,0.5866669855460718,-0.014556994865548272,716.0
20.0,-0.5675,1.048429837090085,0.48120957168663936,0.5865914046457471,-0.01457071982628045,716.0
20.0,-0.565,1.0484903575844453,0.48118569680265805,0.586517817795498,-0.014583471198297011,716.0
20.0,-0.5625,1.0485474722646468,0.48116396684126667,0.5864462109733709,-0.014595260618509619,716.0
20.0,-0.56,1.0486012156016005,0.4811443593155558,0.5863765701035547,-0.014606099638020027,716.0
20.0,-0.5575,1.0486516219491588,0.48112685183645537,0.5863088810574084,-0.01461599972291993,716.0
