time	case	status	attempt	points	message
2026-07-30T21:51:29	ome=0.0_Tw=1.08_model=blackburn	running	1	0	starting
2026-07-30T22:06:08	ome=0.0_Tw=1.08_model=blackburn	ok	1	105	stop_reason=R_limit
