degree,mapping_scale,fold_index,kind,Hinf,Tw,d2Tw_dHinf2
50,8.0,1,maximum,-0.5327616379255069,1.0480217312400466,-0.5079425356154094
50,8.0,2,minimum,-0.11332463678967933,1.0301442326785915,0.8451595867265363
