degree,mapping_scale,Hinf,Tw,Fp0,Gp0,Tp0,thermal_tail_length,residual_inf,newton_iterations,nearest_fold_distance_Hinf
50,8.0,-0.75,1.0322415262240634,0.49043264857829527,0.5982263687142357,-0.010108983771874192,1.8518518518518516,2.2231907721020905e-09,1,0.2172383620744931
50,8.0,-0.74,1.0338273031574714,0.4894795482163995,0.5972480921507496,-0.010575124714409467,1.876876876876877,8.422577912892137e-10,3,0.2072383620744931
50,8.0,-0.73,1.035314174419647,0.4885897921780986,0.5963151042948808,-0.011008522872816395,1.9025875190258754,8.321109079556521e-10,3,0.19723836207449308
50,8.0,-0.72,1.0367046801867528,0.4877617222146342,0.5954269985391742,-0.01141036234865822,1.9290123456790125,8.218765529255379e-10,3,0.18723836207449307
50,8.0,-0.71,1.038001325024246,0.48699369348415594,0.5945833457769543,-0.011781790226495725,1.9561815336463224,8.162977793713111e-10,3,0.17723836207449306
50,8.0,-0.7,1.0392065917087396,0.4862840668138403,0.5937836893571438,-0.012123922368902806,1.9841269841269842,8.093525016850123e-10,3,0.16723836207449305
50,8.0,-0.69,1.04032294495967,0.48563120725570214,0.5930275430946996,-0.012437845128476566,2.0128824476650564,8.010521135304316e-10,3,0.15723836207449304
50,8.0,-0.68,1.0413528225287125,0.48503349003031043,0.5923143978029906,-0.012724613503894144,2.042483660130719,7.915165051164408e-10,3,0.14723836207449315
50,8.0,-0.67,1.0422986463843273,0.48448929467778673,0.5916437143422816,-0.01298525496274544,2.0729684908789388,7.808136914810859e-10,3,0.13723836207449314
50,8.0,-0.66,1.043162813993341,0.48399701081217944,0.5910149301930654,-0.013220767679501588,2.1043771043771042,7.688323033772093e-10,3,0.12723836207449313
50,8.0,-0.65,1.043947703473787,0.48355503578037357,0.5904274565481553,-0.013432122654466694,2.1367521367521367,7.557229564358892e-10,3,0.11723836207449312
50,8.0,-0.64,1.0446556687550423,0.48316177800664767,0.5898806826118397,-0.013620263097140817,2.170138888888889,7.419458311619387e-10,3,0.10723836207449311
50,8.0,-0.63,1.0452890483092934,0.48281565270017096,0.5893739696996804,-0.013786107454665963,2.204585537918871,7.338341947993321e-10,3,0.0972383620744931
50,8.0,-0.62,1.0458501542258187,0.4825150884713177,0.5889066604526129,-0.013930547207496369,2.2401433691756276,7.245551103540748e-10,3,0.08723836207449309
50,8.0,-0.61,1.046341282661349,0.4822585221248735,0.5884780713553869,-0.0140544503154158,2.276867030965392,7.140047719733644e-10,3,0.07723836207449308
50,8.0,-0.6,1.0467647075882167,0.4820444025850759,0.588087498521937,-0.014158660275983975,2.314814814814815,7.022159451142151e-10,3,0.06723836207449307
50,8.0,-0.598,1.0468414547836045,0.48200654409988675,0.5880138881429416,-0.014177207641227818,2.322556670382758,5.802222518284875e-12,3,0.06523836207449307
50,8.0,-0.596,1.0469156140225642,0.4819703021190589,0.5879417579458582,-0.014195010650086881,2.330350484712901,6.533870391556335e-12,3,0.06323836207449307
50,8.0,-0.594,1.046987191190851,0.4819356718793087,0.5878711076092552,-0.01421207168964389,2.3381967826412273,7.970889776671118e-12,3,0.06123836207449307
50,8.0,-0.592,1.0470562038526674,0.48190264130267846,0.5878019314880043,-0.014228397068836385,2.346096096096096,6.4811182182754885e-12,3,0.05923836207449307
50,8.0,-0.59,1.0471226696352283,0.4818711982828891,0.587734223804609,-0.014243993085972018,2.354048964218456,1.9105707802917786e-12,3,0.057238362074493065
50,8.0,-0.588,1.0471866074151104,0.4818413301266933,0.5876679774549379,-0.014258866304362183,2.362055933484505,8.975638851888323e-12,3,0.055238362074493064
50,8.0,-0.586,1.0472480343103907,0.48181302498267903,0.587603187042372,-0.014273022844906391,2.3701175578308686,1.6577829649389581e-12,3,0.05323836207449306
50,8.0,-0.584,1.0473069676745528,0.4817862708796881,0.5875398469027486,-0.014286468862382773,2.378234398782344,5.1673146323496774e-12,3,0.05123836207449306
50,8.0,-0.582,1.047363425860875,0.48176105539616443,0.5874779502393626,-0.014299210712510724,2.3864070255822836,5.665407562299631e-12,3,0.04923836207449306
50,8.0,-0.58,1.0474174271230232,0.48173736617804724,0.5874174902543428,-0.014311254694848202,2.3946360153256707,2.684949932199067e-12,3,0.04723836207449306
50,8.0,-0.578,1.0474689875236467,0.48171519183797834,0.5873584625245791,-0.01432260659491888,2.4029219530949635,1.0808773451119926e-11,3,0.045238362074493055
50,8.0,-0.576,1.0475181256734936,0.48169451986892164,0.5873008597469263,-0.014333272742237169,2.4112654320987654,5.391615215403184e-12,3,0.04323836207449305
50,8.0,-0.574,1.0475648588394542,0.4816753383575728,0.5872446760541152,-0.01434325914060508,2.4196670538133955,1.7168371919905052e-12,3,0.04123836207449305
50,8.0,-0.572,1.0476092048934365,0.48165763514563703,0.5871899047983097,-0.01435257189807515,2.4281274281274285,6.154210748291945e-12,3,0.03923836207449305
50,8.0,-0.57,1.0476511813324254,0.481641398236875,0.5871365397160632,-0.014361217016061967,2.436647173489279,6.070392113199594e-12,3,0.03723836207449305
50,8.0,-0.568,1.047690805466991,0.48162661571849813,0.5870845746948291,-0.01436920043061013,2.4452269170579033,1.2608791695009922e-12,3,0.035238362074493046
50,8.0,-0.566,1.047728095106822,0.48161327548918764,0.58703400293786,-0.014376528155412127,2.4538672948566944,5.086791189838514e-12,3,0.033238362074493044
