Tw,model,variable,z,value,d1_dz,d2_dz2
1.3,Compressible,T,17.07,1.000014336437064,-9.129674047869685e-06,5.813590320257378e-06
1.3,Compressible,T,17.080000000000002,1.0000142454330694,-9.071720093345448e-06,5.777049949529209e-06
1.3,Compressible,T,17.09,1.000014155002662,-9.014133048879103e-06,5.740585962144104e-06
1.3,Compressible,T,17.1,1.0000140651504084,-8.956908374102568e-06,5.704123751115839e-06
1.3,Compressible,T,17.11,1.0000139758644946,-8.900050573856788e-06,5.667664382258517e-06
1.3,Compressible,T,17.12,1.0000138871493969,-8.8435550864574e-06,5.631339661249675e-06
1.3,Compressible,T,17.13,1.0000137989933928,-8.787423780631798e-06,5.5954977540297285e-06
1.3,Compressible,T,17.14,1.0000137114009213,-8.731645131376808e-06,5.560254123792262e-06
1.3,Compressible,T,17.150000000000002,1.0000136243604902,-8.676218698155935e-06,5.525281920881861e-06
1.3,Compressible,T,17.16,1.0000135378765473,-8.621139492959173e-06,5.490337073865866e-06
1.3,Compressible,T,17.17,1.0000134519377004,-8.566411956678621e-06,5.4553908057642904e-06
1.3,Compressible,T,17.18,1.0000133665483082,-8.51203167684389e-06,5.420462301231163e-06
1.3,Compressible,T,17.19,1.0000132816970668,-8.458002710654e-06,5.385761170373479e-06
1.3,Compressible,T,17.2,1.000013197388254,-8.404316453436422e-06,5.351614262849688e-06
1.3,Compressible,T,17.21,1.0000131136107377,-8.350970425397009e-06,5.317959406170411e-06
1.3,Compressible,T,17.22,1.0000130303688455,-8.297957265313016e-06,5.2844637110639986e-06
1.3,Compressible,T,17.23,1.0000129476515924,-8.245281151175732e-06,5.250972989755706e-06
1.3,Compressible,T,17.240000000000002,1.0000128654632225,-8.192937805517886e-06,5.217482268449257e-06
1.3,Compressible,T,17.25,1.0000127837928363,-8.140931505806748e-06,5.1840430614903915e-06
1.3,Compressible,T,17.26,1.0000127026445924,-8.089256944288081e-06,5.1509314147324945e-06
1.3,Compressible,T,17.27,1.0000126220076975,-8.037912877512099e-06,5.1183874916206325e-06
1.3,Compressible,T,17.28,1.0000125418863348,-7.98688919445567e-06,5.086215182359465e-06
1.3,Compressible,T,17.29,1.0000124622699136,-7.93618857386491e-06,5.0541189011711314e-06
1.3,Compressible,T,17.3,1.0000123831625634,-7.88580681643225e-06,5.02202333052548e-06
1.3,Compressible,T,17.31,1.0000123045537772,-7.835748107254403e-06,4.989928825693932e-06
1.3,Compressible,T,17.32,1.0000122264476012,-7.786008239918374e-06,4.95794694188508e-06
1.3,Compressible,T,17.330000000000002,1.0000121488336124,-7.736589168416685e-06,4.926378949221652e-06
1.3,Compressible,T,17.34,1.0000120717158179,-7.687480660933943e-06,4.89534421888049e-06
1.3,Compressible,T,17.35,1.0000119950839992,-7.638682284039078e-06,4.8645556915972695e-06
1.3,Compressible,T,17.36,1.0000119189421721,-7.590189547102e-06,4.833794875480743e-06
1.3,Compressible,T,17.37,1.0000118432802083,-7.542006386529465e-06,4.803036190992424e-06
1.3,Compressible,T,17.38,1.0000117681020444,-7.4941288232821535e-06,4.77228745410246e-06
1.3,Compressible,T,17.39,1.0000116933976317,-7.446560637447419e-06,4.741729853207494e-06
1.3,Compressible,T,17.400000000000002,1.0000116191708317,-7.3992942262179895e-06,4.711656842459942e-06
1.3,Compressible,T,17.41,1.0000115454117473,-7.352327500598221e-06,4.682022947122386e-06
1.3,Compressible,T,17.42,1.0000114721242817,-7.305653767275544e-06,4.652535423588342e-06
1.3,Compressible,T,17.43,1.0000113992986719,-7.259276792126457e-06,4.623056071295813e-06
1.3,Compressible,T,17.44,1.0000113269387458,-7.213192645849631e-06,4.593577784817225e-06
1.3,Compressible,T,17.45,1.000011255034819,-7.167405236430113e-06,4.564139288732003e-06
1.3,Compressible,T,17.46,1.0000111835906411,-7.121909860074993e-06,4.53497754904225e-06
1.3,Compressible,T,17.47,1.0000111125966218,-7.076705685449269e-06,4.506313899810374e-06
1.3,Compressible,T,17.48,1.0000110420565274,-7.031783582078788e-06,4.477992376904899e-06
1.3,Compressible,T,17.490000000000002,1.0000109719609502,-6.987145837911157e-06,4.449740842460469e-06
1.3,Compressible,T,17.5,1.0000109023136106,-6.9427887652295794e-06,4.4214864658443905e-06
1.3,Compressible,T,17.51,1.000010833105175,-6.898716108594272e-06,4.393235286670515e-06
1.3,Compressible,T,17.52,1.0000107643392884,-6.85492405949617e-06,4.365076833323764e-06
1.3,Compressible,T,17.53,1.0000106960066937,-6.8114145719277985e-06,4.3372725855307355e-06
1.3,Compressible,T,17.54,1.0000106281109968,-6.768178607785558e-06,4.3099404933855654e-06
1.3,Compressible,T,17.55,1.0000105606431215,-6.725215762060088e-06,4.282838261815468e-06
1.3,Compressible,T,17.56,1.0000104936066816,-6.682521842549249e-06,4.2557630308693835e-06
1.3,Compressible,T,17.57,1.0000104269926846,-6.640100501442703e-06,4.228684957751543e-06
1.3,Compressible,T,17.580000000000002,1.0000103608046715,-6.5979481433942055e-06,4.2016178980476245e-06
1.3,Compressible,T,17.59,1.0000102950337217,-6.5560681434817525e-06,4.174711421001229e-06
1.3,Compressible,T,17.6,1.0000102296833087,-6.514453914974183e-06,4.148220966726621e-06
1.3,Compressible,T,17.61,1.0000101647446435,-6.473103724147222e-06,4.122127350569935e-06
1.3,Compressible,T,17.62,1.0000101002212343,-6.432011367962787e-06,4.096173711332139e-06
1.3,Compressible,T,17.63,1.0000100361044162,-6.3911802499205805e-06,4.0702243353508125e-06
1.3,Compressible,T,17.64,1.0000099723976292,-6.3506068812557714e-06,4.044274959368835e-06
1.3,Compressible,T,17.650000000000002,1.0000099090922785,-6.310294750733192e-06,4.018359334168162e-06
1.3,Compressible,T,17.66,1.0000098461917342,-6.27023969457241e-06,3.992677477526849e-06
1.3,Compressible,T,17.67,1.0000097836874846,-6.230441201182657e-06,3.9674318941252925e-06
1.3,Compressible,T,17.68,1.0000097215829102,-6.190891056689907e-06,3.942496817899263e-06
1.3,Compressible,T,17.69,1.0000096598696635,-6.151591264824674e-06,3.91762782214766e-06
1.3,Compressible,T,17.7,1.0000095985510848,-6.112538500246956e-06,3.892756694767849e-06
1.3,Compressible,T,17.71,1.0000095376188936,-6.073736130929319e-06,3.867889120101663e-06
1.3,Compressible,T,17.72,1.0000094770763623,-6.0351807178449235e-06,3.8430968629655756e-06
1.3,Compressible,T,17.73,1.0000094169152791,-5.99687419367001e-06,3.818608362848267e-06
1.3,Compressible,T,17.740000000000002,1.0000093571388784,-5.958808550587946e-06,3.7945401487605155e-06
1.3,Compressible,T,17.75,1.0000092977391082,-5.920983390694801e-06,3.7706801236937456e-06
1.3,Compressible,T,17.76,1.0000092387192105,-5.8833949481140735e-06,3.7468463887080903e-06
1.3,Compressible,T,17.77,1.0000091800712092,-5.84604646292064e-06,3.7230130089939114e-06
1.3,Compressible,T,17.78,1.0000091217982814,-5.8089346879341974e-06,3.6991863794356137e-06
1.3,Compressible,T,17.79,1.0000090638925154,-5.772062735331929e-06,3.6754936871831153e-06
1.3,Compressible,T,17.8,1.0000090063570266,-5.735424814190537e-06,3.6521623059116424e-06
1.3,Compressible,T,17.81,1.0000089491840192,-5.699019489213697e-06,3.6291847749226323e-06
1.3,Compressible,T,17.82,1.0000088923766368,-5.662841118692086e-06,3.6063379837963515e-06
1.3,Compressible,T,17.830000000000002,1.0000088359271968,-5.626892729537758e-06,3.583496521741944e-06
1.3,Compressible,T,17.84,1.0000087798387822,-5.591171188257249e-06,3.560655059686778e-06
1.3,Compressible,T,17.85,1.000008724103773,-5.5556796283440235e-06,3.537839887712943e-06
1.3,Compressible,T,17.86,1.0000086687251897,-5.520414390502992e-06,3.515223667705067e-06
1.3,Compressible,T,17.87,1.000008613695485,-5.485375154989924e-06,3.492989364417662e-06
1.3,Compressible,T,17.88,1.0000085590176866,-5.450554603214641e-06,3.4710339491539886e-06
1.3,Compressible,T,17.89,1.0000085046843932,-5.415954476006846e-06,3.449144259092831e-06
1.3,Compressible,T,17.900000000000002,1.0000084506985971,-5.381571718032774e-06,3.4272538584901842e-06
1.3,Compressible,T,17.91,1.0000083970529587,-5.347409398837044e-06,3.405363457886887e-06
1.3,Compressible,T,17.92,1.000008343750409,-5.313464448875038e-06,3.3835359403156504e-06
1.3,Compressible,T,17.93,1.0000082907836698,-5.279738680030732e-06,3.3619688366571783e-06
1.3,Compressible,T,17.94,1.0000082381556354,-5.246225072141897e-06,3.340771570492561e-06
1.3,Compressible,T,17.95,1.0000081858591683,-5.212923248620882e-06,3.3197668614093887e-06
1.3,Compressible,T,17.96,1.0000081338971705,-5.17982973491371e-06,3.2987884424074397e-06
1.3,Compressible,T,17.97,1.0000080822625736,-5.146947479772734e-06,3.277809312862755e-06
1.3,Compressible,T,17.98,1.0000080309582209,-5.114273548656456e-06,3.256836222930782e-06
1.3,Compressible,T,17.990000000000002,1.0000079799771027,-5.081810755314109e-06,3.2359736223953038e-06
1.3,Compressible,T,18.0,1.0000079293220059,-5.049554076208551e-06,3.2154229501202823e-06
1.3,Compressible,T,18.01,1.0000078789860212,-5.017502296311704e-06,3.1951898904481455e-06
1.3,Compressible,T,18.02,1.0000078289719598,-4.985650278399589e-06,3.175078688855246e-06
1.3,Compressible,T,18.03,1.0000077792730155,-4.954000722534602e-06,3.1549721057900202e-06
1.3,Compressible,T,18.04,1.0000077298919454,-4.92255083628379e-06,3.1348662332676388e-06
1.3,Compressible,T,18.05,1.0000076808219989,-4.891303397869251e-06,3.1147823875700116e-06
1.3,Compressible,T,18.06,1.0000076320658775,-4.860255188532392e-06,3.094865164143893e-06
1.3,Compressible,T,18.07,1.0000075836168951,-4.829406094586375e-06,3.0752826063458027e-06
1.3,Compressible,T,18.080000000000002,1.0000075354777556,-4.798749536405467e-06,3.055952646491359e-06
1.3,Compressible,T,18.09,1.0000074876419043,-4.768287041656549e-06,3.036683438040281e-06
1.3,Compressible,T,18.1,1.0000074401120147,-4.738015867644663e-06,3.017413874317808e-06
1.3,Compressible,T,18.11,1.000007392881587,-4.707938764170194e-06,2.9981446658667297e-06
1.3,Compressible,T,18.12,1.0000073459532395,-4.678052974327329e-06,2.9789255506785497e-06
1.3,Compressible,T,18.13,1.0000072993205273,-4.648360253156625e-06,2.95993025645208e-06
1.3,Compressible,T,18.14,1.0000072529860344,-4.618854369198289e-06,2.9412639435117793e-06
1.3,Compressible,T,18.150000000000002,1.00000720694344,-4.58953497428638e-06,2.9227724240855327e-06
1.3,Compressible,T,18.16,1.000007161195335,-4.56039892071658e-06,2.9043057736544955e-06
1.3,Compressible,T,18.17,1.0000071157354615,-4.531448858813292e-06,2.8858391232234313e-06
1.3,Compressible,T,18.18,1.0000070705663577,-4.502682138252112e-06,2.8673778018629124e-06
1.3,Compressible,T,18.19,1.0000070256818188,-4.4741013027760346e-06,2.849007074701203e-06
1.3,Compressible,T,18.2,1.0000069810843317,-4.445701996758089e-06,2.8309084854072895e-06
1.3,Compressible,T,18.21,1.0000069367677789,-4.41748313306789e-06,2.8130930473935765e-06
1.3,Compressible,T,18.22,1.000006892734669,-4.389440135810219e-06,2.7953866776898298e-06
1.3,Compressible,T,18.23,1.0000068489789762,-4.361575399514095e-06,2.77768883449837e-06
1.3,Compressible,T,18.240000000000002,1.000006805503161,-4.3338863591202426e-06,2.759991346579281e-06
1.3,Compressible,T,18.25,1.000006762301249,-4.30637557258251e-06,2.742309490599918e-06
1.3,Compressible,T,18.26,1.0000067193756497,-4.279040169308246e-06,2.7247704537103888e-06
1.3,Compressible,T,18.27,1.0000066767204456,-4.251880163508304e-06,2.707523449885311e-06
1.3,Compressible,T,18.28,1.0000066343380465,-4.224889700310541e-06,2.690504175007017e-06
1.3,Compressible,T,18.29,1.0000065922226515,-4.198070080008165e-06,2.673541743547584e-06
1.3,Compressible,T,18.3,1.0000065503766449,-4.171418865439591e-06,2.6565810884449906e-06
1.3,Compressible,T,18.31,1.0000065087942742,-4.144938458239267e-06,2.6396218544278414e-06
1.3,Compressible,T,18.32,1.0000064674778757,-4.1186264283510354e-06,2.6227009897179896e-06
1.3,Compressible,T,18.330000000000002,1.0000064264217456,-4.092484438444899e-06,2.605970195190875e-06
1.3,Compressible,T,18.34,1.000006385628187,-4.066507024447219e-06,2.5895307231849616e-06
1.3,Compressible,T,18.35,1.0000063450916052,-4.040693823981201e-06,2.5732525443800656e-06
1.3,Compressible,T,18.36,1.0000063048143104,-4.015041973559619e-06,2.5569985240281854e-06
1.3,Compressible,T,18.37,1.0000062647907657,-3.989553853500638e-06,2.5407430825908337e-06
1.3,Compressible,T,18.38,1.0000062250232333,-3.964227111907803e-06,2.524490838595793e-06
1.3,Compressible,T,18.39,1.0000061855062234,-3.939064036728723e-06,2.5083156884871485e-06
1.3,Compressible,T,18.400000000000002,1.0000061462419527,-3.914060798138053e-06,2.492374662210777e-06
1.3,Compressible,T,18.41,1.0000061072250075,-3.889216543484508e-06,2.4766858786052213e-06
1.3,Compressible,T,18.42,1.000006068457622,-3.864527080565949e-06,2.4611011895104e-06
1.3,Compressible,T,18.43,1.000006029934466,-3.839994519694301e-06,2.445522895300282e-06
1.3,Compressible,T,18.44,1.0000059916577315,-3.815616622659945e-06,2.4299442458186875e-06
1.3,Compressible,T,18.45,1.0000059536221335,-3.7913956347779276e-06,2.4143798071919167e-06
1.3,Compressible,T,18.46,1.000005915829819,-3.7673290265161086e-06,2.3989336739305687e-06
1.3,Compressible,T,18.47,1.000005878275553,-3.7434169612993173e-06,2.3837426255113585e-06
1.3,Compressible,T,18.48,1.0000058409614798,-3.719654174005882e-06,2.368758345027902e-06
1.3,Compressible,T,18.490000000000002,1.0000058038824695,-3.6960417943987522e-06,2.3538262894363103e-06
1.3,Compressible,T,18.5,1.000005767040644,-3.672577648217157e-06,2.338897076015255e-06
1.3,Compressible,T,18.51,1.0000057304309165,-3.6492638528784482e-06,2.3239678625941993e-06
1.3,Compressible,T,18.52,1.0000056940553668,-3.626098290965274e-06,2.309070268324885e-06
1.3,Compressible,T,18.53,1.0000056579089507,-3.6030824475119516e-06,2.2943375199702674e-06
1.3,Compressible,T,18.54,1.000005621993718,-3.5802115405658697e-06,2.2798595011864196e-06
1.3,Compressible,T,18.55,1.00000558630472,-3.5574852574882243e-06,2.2655274989347434e-06
1.3,Compressible,T,18.56,1.0000055508440127,-3.5349009905871753e-06,2.251220365678873e-06
1.3,Compressible,T,18.57,1.0000055156067,-3.512460850174648e-06,2.2369121666084653e-06
1.3,Compressible,T,18.580000000000002,1.0000054805947958,-3.490162747254999e-06,2.2226053886243422e-06
1.3,Compressible,T,18.59,1.000005445803445,-3.468008742402162e-06,2.2083639805715025e-06
1.3,Compressible,T,18.6,1.000005411234621,-3.44599546764357e-06,2.1943247219269866e-06
1.3,Compressible,T,18.61,1.0000053768835357,-3.4241222479636235e-06,2.1805082184301315e-06
1.3,Compressible,T,18.62,1.000005342752176,-3.4023853032749685e-06,2.1667887040167076e-06
1.3,Compressible,T,18.63,1.0000053088358296,-3.3807864738832905e-06,2.153077716116113e-06
1.3,Compressible,T,18.64,1.0000052751364465,-3.3593237489526473e-06,2.139364951858299e-06
1.3,Compressible,T,18.650000000000002,1.0000052416493546,-3.337999174846118e-06,2.1256607141140736e-06
1.3,Compressible,T,18.66,1.000005208376463,-3.316810534670367e-06,2.112059149794786e-06
1.3,Compressible,T,18.67,1.0000051753131438,-3.2957579918502233e-06,2.0986821169799983e-06
1.3,Compressible,T,18.68,1.0000051424613032,-3.274836892330768e-06,2.085488759462432e-06
1.3,Compressible,T,18.69,1.000005109816406,-3.2540482166609763e-06,2.0723444293935787e-06
1.3,Compressible,T,18.7,1.0000050773803388,-3.2333900037428975e-06,2.0592029414956956e-06
1.3,Compressible,T,18.71,1.000005045148606,-3.2128641578310635e-06,2.046063229954625e-06
1.3,Compressible,T,18.72,1.0000050131230558,-3.1924687391438056e-06,2.032948032137992e-06
1.3,Compressible,T,18.73,1.000004981299231,-3.1722051971883047e-06,2.0199699690689544e-06
1.3,Compressible,T,18.740000000000002,1.0000049496789518,-3.15206933976242e-06,2.0072192796760917e-06
1.3,Compressible,T,18.75,1.0000049182578443,-3.1320608115947834e-06,1.9946028828599625e-06
1.3,Compressible,T,18.76,1.0000048870377356,-3.112177282105222e-06,1.9820092234113505e-06
1.3,Compressible,T,18.77,1.0000048560142987,-3.0924206271265575e-06,1.969414498148635e-06
1.3,Compressible,T,18.78,1.000004825189323,-3.07278899214225e-06,1.9568215492427586e-06
1.3,Compressible,T,18.79,1.0000047945585189,-3.0532841961417034e-06,1.9442808252279607e-06
1.3,Compressible,T,18.8,1.0000047641236391,-3.033903375637692e-06,1.931913828912056e-06
1.3,Compressible,T,18.81,1.0000047338804514,-3.0146459195634634e-06,1.919749692547211e-06
1.3,Compressible,T,18.82,1.0000047038307207,-2.995508381786749e-06,1.907674018752616e-06
1.3,Compressible,T,18.830000000000002,1.0000046739702837,-2.976492439188405e-06,1.8956022529437449e-06
1.3,Compressible,T,18.84,1.0000046443008719,-2.9575963367278746e-06,1.8835315529486523e-06
1.3,Compressible,T,18.85,1.000004614818357,-2.9388218081294326e-06,1.8714693794663888e-06
1.3,Compressible,T,18.86,1.0000045855244357,-2.9201669491385474e-06,1.8594906947556043e-06
1.3,Compressible,T,18.87,1.000004556415018,-2.9016319942343216e-06,1.8477077645684674e-06
1.3,Compressible,T,18.88,1.000004527491796,-2.8832127938471785e-06,1.8360921671956563e-06
1.3,Compressible,T,18.89,1.0000044987507621,-2.8649101508904096e-06,1.8245223998289493e-06
1.3,Compressible,T,18.900000000000002,1.0000044701935928,-2.846722345850594e-06,1.8129533430056015e-06
1.3,Compressible,T,18.91,1.0000044418163152,-2.828651084030298e-06,1.8013867730815307e-06
1.3,Compressible,T,18.92,1.0000044136205712,-2.810694610388964e-06,1.7898411641681649e-06
1.3,Compressible,T,18.93,1.000004385602423,-2.7928542607469353e-06,1.7784124395348586e-06
1.3,Compressible,T,18.94,1.000004357763486,-2.775126361598268e-06,1.767182666867484e-06
1.3,Compressible,T,18.95,1.0000043300998958,-2.7575106074095856e-06,1.7560740417366647e-06
1.3,Compressible,T,18.96,1.0000043026132739,-2.7400048807635358e-06,1.7449888645160443e-06
1.3,Compressible,T,18.97,1.0000042752997982,-2.7226108301192653e-06,1.733903687295451e-06
1.3,Compressible,T,18.98,1.0000042481610574,-2.7053268070176273e-06,1.7228177995318237e-06
1.3,Compressible,T,18.990000000000002,1.000004221193262,-2.6881544741286234e-06,1.7117763206897507e-06
1.3,Compressible,T,19.0,1.0000041943979678,-2.6710912806038323e-06,1.7008865427215185e-06
1.3,Compressible,T,19.01,1.0000041677714364,-2.6541367432741936e-06,1.690172268809019e-06
1.3,Compressible,T,19.02,1.000004141315233,-2.637287835227653e-06,1.6795397073110778e-06
1.3,Compressible,T,19.03,1.0000041150256798,-2.6205459491279726e-06,1.6689170934114643e-06
1.3,Compressible,T,19.04,1.000004088904314,-2.6039094933594242e-06,1.6582927031550114e-06
1.3,Compressible,T,19.05,1.0000040629474898,-2.587380095064873e-06,1.647672576154973e-06
1.3,Compressible,T,19.06,1.000004037156712,-2.5709560418363253e-06,1.637125990328086e-06
1.3,Compressible,T,19.07,1.000004011528369,-2.5546375752583117e-06,1.626747447857935e-06
1.3,Compressible,T,19.080000000000002,1.0000039860639605,-2.5384210928791617e-06,1.6165177640914679e-06
1.3,Compressible,T,19.09,1.0000039607599471,-2.522307219976483e-06,1.6063349761452899e-06
1.3,Compressible,T,19.1,1.000003935617816,-2.5062943933562565e-06,1.5961528987418476e-06
1.3,Compressible,T,19.11,1.0000039106340592,-2.4903841620016465e-06,1.5859701107956696e-06
1.3,Compressible,T,19.12,1.0000038858101328,-2.4745749911403436e-06,1.5758057969606214e-06
1.3,Compressible,T,19.13,1.0000038611425595,-2.4588680460624346e-06,1.565742735465419e-06
1.3,Compressible,T,19.14,1.000003836632772,-2.443260136431036e-06,1.5558523358547352e-06
1.3,Compressible,T,19.150000000000002,1.0000038122773567,-2.427750999345335e-06,1.5460720703686364e-06
1.3,Compressible,T,19.16,1.000003788077752,-2.4123386950236636e-06,1.5363148975211787e-06
1.3,Compressible,T,19.17,1.0000037640305828,-2.397024701394912e-06,1.5265559483168951e-06
1.3,Compressible,T,19.18,1.000003740137258,-2.3818075760573265e-06,1.516798420198056e-06
1.3,Compressible,T,19.19,1.0000037163944313,-2.3666887329909514e-06,1.5070767744873863e-06
1.3,Compressible,T,19.2,1.0000036928034832,-2.3516660405675793e-06,1.4974826711977856e-06
1.3,Compressible,T,19.21,1.0000036693611105,-2.3367390795669962e-06,1.4880487952951123e-06
1.3,Compressible,T,19.22,1.0000036460687016,-2.321905064661678e-06,1.4786898816510481e-06
1.3,Compressible,T,19.23,1.0000036229230092,-2.307165281933976e-06,1.4693380734340705e-06
1.3,Compressible,T,19.240000000000002,1.000003599925396,-2.292518303192992e-06,1.4599855546748857e-06
1.3,Compressible,T,19.25,1.0000035770726432,-2.277965570840479e-06,1.4506380097145937e-06
1.3,Compressible,T,19.26,1.0000035543660846,-2.2635055429987005e-06,1.441351926700945e-06
1.3,Compressible,T,19.27,1.0000035318025322,-2.2491385323064605e-06,1.4322107944054048e-06
1.3,Compressible,T,19.28,1.000003509383314,-2.2348613271105933e-06,1.4232028888728061e-06
1.3,Compressible,T,19.29,1.0000034871053056,-2.2206744745290052e-06,1.4142386817184567e-06
1.3,Compressible,T,19.3,1.0000034649698244,-2.206576553476225e-06,1.4052773167350368e-06
1.3,Compressible,T,19.31,1.0000034429737745,-2.192568928194305e-06,1.3963145306661589e-06
1.3,Compressible,T,19.32,1.0000034211184459,-2.1786502628629023e-06,1.3873648896376486e-06
1.3,Compressible,T,19.330000000000002,1.0000033994007693,-2.1648216304015477e-06,1.378501579552021e-06
1.3,Compressible,T,19.34,1.0000033778220132,-2.1510802312718624e-06,1.3697921019684416e-06
1.3,Compressible,T,19.35,1.0000033563791646,-2.1374257883621794e-06,1.3611817450965007e-06
1.3,Compressible,T,19.36,1.0000033350734974,-2.123856596369933e-06,1.3525923492352647e-06
1.3,Compressible,T,19.37,1.0000033139020328,-2.1103739413774747e-06,1.3440029533740288e-06
1.3,Compressible,T,19.38,1.0000032928660185,-2.096976537302453e-06,1.3354146233268964e-06
1.3,Compressible,T,19.39,1.000003271962502,-2.0836656489109373e-06,1.3268547149889641e-06
1.3,Compressible,T,19.400000000000002,1.0000032511927055,-2.0704394430026696e-06,1.318404940775549e-06
1.3,Compressible,T,19.41,1.0000032305537132,-2.057297550095427e-06,1.3100979856517776e-06
1.3,Compressible,T,19.42,1.0000032100467546,-2.044237483289635e-06,1.3018592426306257e-06
1.3,Compressible,T,19.43,1.0000031896689636,-2.031260365242815e-06,1.293627605036845e-06
1.3,Compressible,T,19.44,1.0000031694215474,-2.0183649311888985e-06,1.2853956121716963e-06
1.3,Compressible,T,19.45,1.000003149301665,-2.0055524529993818e-06,1.2771675272915943e-06
1.3,Compressible,T,19.46,1.0000031293104983,-1.992821580643067e-06,1.2689895356743635e-06
1.3,Compressible,T,19.47,1.0000031094452333,-1.980172662285895e-06,1.26093766539273e-06
1.3,Compressible,T,19.48,1.000003089707045,-1.967602827335213e-06,1.2530080084614305e-06
1.3,Compressible,T,19.490000000000002,1.0000030700931768,-1.9551125021166627e-06,1.2451163655669277e-06
1.3,Compressible,T,19.5,1.000003050604795,-1.942700500023875e-06,1.2372261437576662e-06
1.3,Compressible,T,19.51,1.0000030312391668,-1.9303679792415096e-06,1.2293380535766254e-06
1.3,Compressible,T,19.52,1.0000030119974355,-1.918113738952343e-06,1.2214602662652667e-06
1.3,Compressible,T,19.53,1.000002992876892,-1.9059387739162048e-06,1.2136542437702063e-06
1.3,Compressible,T,19.54,1.00000297387866,-1.8938406540769392e-06,1.2059825138522045e-06
1.3,Compressible,T,19.55,1.000002955000079,-1.8818191236391613e-06,1.1984020886757478e-06
1.3,Compressible,T,19.56,1.0000029362422775,-1.8698726123034248e-06,1.1908415586958925e-06
1.3,Compressible,T,19.57,1.0000029176026268,-1.858002292465244e-06,1.1832799629017302e-06
1.3,Compressible,T,19.580000000000002,1.0000028990822316,-1.8462070130453867e-06,1.175720143464814e-06
1.3,Compressible,T,19.59,1.0000028806784866,-1.8344878895959482e-06,1.168184837752078e-06
1.3,Compressible,T,19.6,1.000002862392474,-1.8228433162903457e-06,1.1607426131377132e-06
1.3,Compressible,T,19.61,1.0000028442216202,-1.8112730373331942e-06,1.153426509858973e-06
1.3,Compressible,T,19.62,1.000002826167013,-1.7997747860931668e-06,1.1461743554264239e-06
1.3,Compressible,T,19.63,1.0000028082261245,-1.788349550224666e-06,1.1389271747930523e-06
1.3,Compressible,T,19.64,1.0000027904000222,-1.7769962425973063e-06,1.1316810599735675e-06
1.3,Compressible,T,19.650000000000002,1.0000027726861997,-1.7657159290251911e-06,1.124438853139536e-06
1.3,Compressible,T,19.66,1.0000027550857036,-1.754507465534516e-06,1.1172375025126074e-06
1.3,Compressible,T,19.67,1.0000027375960505,-1.7433711789749395e-06,1.1101455754669722e-06
1.3,Compressible,T,19.68,1.00000272021828,-1.732304554025177e-06,1.1031630720026713e-06
1.3,Compressible,T,19.69,1.0000027029499594,-1.7213079175348867e-06,1.0962178720319842e-06
1.3,Compressible,T,19.7,1.0000026857921216,-1.7103801965845378e-06,1.0892723167899292e-06
1.3,Compressible,T,19.71,1.0000026687423555,-1.6995224711990886e-06,1.0823285379047136e-06
1.3,Compressible,T,19.72,1.0000026518016722,-1.688733625826444e-06,1.0753939960750494e-06
1.3,Compressible,T,19.73,1.000002634967683,-1.678014591277588e-06,1.0685194951063942e-06
1.3,Compressible,T,19.740000000000002,1.0000026182413804,-1.667363235924313e-06,1.061763299503609e-06
1.3,Compressible,T,19.75,1.0000026016204182,-1.6567793252875163e-06,1.0550881057725108e-06
1.3,Compressible,T,19.76,1.0000025851057939,-1.6462614738088632e-06,1.048432451966646e-06
1.3,Compressible,T,19.77,1.0000025686951888,-1.6358106762481839e-06,1.0417789297889884e-06
1.3,Compressible,T,19.78,1.0000025523895804,-1.625425895213084e-06,1.035124697068595e-06
1.3,Compressible,T,19.79,1.000002536186671,-1.6151081823068125e-06,1.0284875173738464e-06
1.3,Compressible,T,19.8,1.0000025200874167,-1.6048561448656073e-06,1.0219334711791952e-06
1.3,Compressible,T,19.81,1.000002504089548,-1.5946695128832289e-06,1.0154916907368077e-06
1.3,Compressible,T,19.82,1.0000024881940264,-1.5845463110508717e-06,1.009105687898974e-06
1.3,Compressible,T,19.830000000000002,1.0000024723986218,-1.5744873991252462e-06,1.002726790488864e-06
1.3,Compressible,T,19.84,1.0000024567042785,-1.5644917752410947e-06,9.963503799781663e-07
1.3,Compressible,T,19.85,1.0000024411087864,-1.5545603915256834e-06,9.899746800101774e-07
1.3,Compressible,T,19.86,1.0000024256130706,-1.5446922816408915e-06,9.836327308221642e-07
1.3,Compressible,T,19.87,1.0000024102149407,-1.5348877369092406e-06,9.773874154462008e-07
1.3,Compressible,T,19.88,1.0000023949153158,-1.525144533331968e-06,9.71238023339565e-07
1.3,Compressible,T,19.89,1.00000237971205,-1.5154629764424499e-06,9.651230925554239e-07
1.3,Compressible,T,19.900000000000002,1.0000023646060563,-1.5058420714808562e-06,9.590110039425917e-07
1.3,Compressible,T,19.91,1.0000023495952086,-1.4962827563635983e-06,9.528992706009647e-07
1.3,Compressible,T,19.92,1.0000023346804012,-1.4867840860688375e-06,9.467939321439325e-07
1.3,Compressible,T,19.93,1.000002319859527,-1.47734687772072e-06,9.407390422211663e-07
1.3,Compressible,T,19.94,1.0000023051334637,-1.4679693052244147e-06,9.34788246809162e-07
1.3,Compressible,T,19.95,1.000002290500141,-1.458651112784537e-06,9.289138347412789e-07
