Tw , x_cheb                , F_i                    , G_i                  , minus_G_i             , H_i                    , T_i               , F_c                   , G_c                    , H_c                    , T_c               , rho_c             , dF_c_minus_i           , dG_c_minus_i_raw      , dG_c_minus_minus_Gi   , dH_c_minus_i           , dT_c_minus_i
1.0,  0.1865687300644829   , 0.07907395991396468    , 0.11392948337019465  , -0.11392948337019465  , -0.015724619739553025  , 1.0               , 0.0776539607621352    , -0.11145025028926987   , -0.015090655738533108  , 1.0012838043256191, 0.9987178417147337, -0.0014199991518294847 , -0.2253797336594645   , 0.002479233080924778  , 0.0006339640010199175  , 0.0012838043256191423
1.0,  0.21250767076577226  , 0.08774416639704595    , 0.12946095480771927  , -0.12946095480771927  , -0.02005265084732507   , 1.0               , 0.08639453146157759   , -0.126977307938898     , -0.01934974213510173   , 1.0014295995370948, 0.9985724413001617, -0.0013496349354683579 , -0.2564382627466173   , 0.002483646868821271  , 0.000702908712223338   , 0.0014295995370947612
1.0,  0.24018108353456075  , 0.09643782418764296    , 0.14590986962322638  , -0.14590986962322638  , -0.02514689842992013   , 1.0               , 0.09515509126212801   , -0.14341984113212425   , -0.02437924360168779   , 1.001576295290437 , 0.998426185505938 , -0.001282732925514951  , -0.28932971075535063  , 0.0024900284911021364 , 0.0007676548282323399  , 0.001576295290437013
1.0,  0.26959990581715126  , 0.10506149515244678    , 0.16324355270906105  , -0.16324355270906105  , -0.031078411918597844  , 1.0               , 0.10385273594405818   , -0.160747753328687     , -0.03024181255285673   , 1.0017226421194636, 0.9982803202732656, -0.0012087592083886017 , -0.32399130603774806  , 0.0024957993803740586 , 0.0008365993657411148  , 0.0017226421194636021
1.0,  0.30077558087252093  , 0.11354116170992569    , 0.1814287927828965   , -0.1814287927828965   , -0.037897823292713836  , 1.0               , 0.11241004768265433   , -0.17892744132313254   , -0.03699166679978294   , 1.0018674824326919, 0.998135998557257 , -0.0011311140272713543 , -0.360356234106029    , 0.002501351459763962  , 0.0009061564929308957  , 0.0018674824326918582
1.0,  0.33372002767210784  , 0.12179394139277953    , 0.20042466118439178  , -0.20042466118439178  , -0.04565874800559093   , 1.0               , 0.12074445935345816   , -0.1979184870992117    , -0.04468291148877552   , 1.0020095832254783, 0.9979944470999874, -0.00104948203932137   , -0.3983431482836035   , 0.002506174085180085  , 0.0009758365168154107  , 0.002009583225478284
1.0,  0.3684456084432548   , 0.12975561076531153    , 0.2201908314425687   , -0.2201908314425687   , -0.05439596111953947   , 1.0               , 0.12878217427520255   , -0.2176774120592133    , -0.05335805663558514   , 1.0021478492996605, 0.99785675406961  , -0.0009734364901089754 , -0.437868243501782    , 0.0025134193833554197 , 0.0010379044839543272  , 0.002147849299660498
1.0,  0.4049650937693258   , 0.1373377450028174     , 0.24067211958536205  , -0.24067211958536205  , -0.06415727802263588   , 1.0               , 0.13644641131294558   , -0.2381535413864864    , -0.0630568312128116    , 1.0022811387965953, 0.9977240529545092, -0.0008913336898718205 , -0.4788256609718484   , 0.0025185781988756595 , 0.001100446809824282   , 0.0022811387965953056
1.0,  0.4432916251608585   , 0.14448213111072736    , 0.26181828985510275  , -0.26181828985510275  , -0.07496309594619004   , 1.0               , 0.14366943208355626   , -0.25929307785310185   , -0.07380689414696907   , 1.0024084452262596, 0.9975973414452669, -0.0008126990271710988 , -0.5211113677082047   , 0.0025252120020008983 , 0.0011562017992209628  , 0.0024084452262596034
1.0,  0.48343867501461024  , 0.15111924693314843    , 0.2835678768716596   , -0.2835678768716596   , -0.08683631223361798   , 1.0               , 0.15038759208070704   , -0.2810373834201634    , -0.08562751998123626   , 1.0025288177966674, 0.9974775609919871, -0.0007316548524413935 , -0.564605260291823    , 0.0025304934514961963 , 0.0012087922523817268  , 0.0025288177966673597
1.0,  0.5254200038813366   , 0.15719115736749517    , 0.3058573731357884   , -0.3058573731357884   , -0.09978593971371655   , 1.0               , 0.15654203125703886   , -0.30332308511145784   , -0.09852889320635512   , 1.0026413688425784, 0.9973655896069524, -0.0006491261104563106 , -0.6091804582472462   , 0.0025342880243305888 , 0.0012570465073614284  , 0.0026413688425783732
1.0,  0.5692496149685556   , 0.16265066846319437    , 0.3286221038062086   , -0.3286221038062086   , -0.11380863333304674   , 1.0               , 0.16208001589465926   , -0.3260826474117979    , -0.11251110036244343   , 1.0027452912115653, 0.997262224778689 , -0.0005706525685351127 , -0.6547047512180064   , 0.002539456394410722  , 0.00129753297060331    , 0.002745291211565304
1.0,  0.6149417058117087   , 0.16744034331929966    , 0.351783091226083    , -0.351783091226083    , -0.12889974933642057   , 1.0               , 0.16695564754144127   , -0.34924482229987436   , -0.12756368466658233   , 1.0028398661926015, 0.9971681758091815, -0.000484695777858396  , -0.7010279135259574   , 0.00253826892620862   , 0.0013360646698382384  , 0.002839866192601459
1.0,  0.6625106170560734   , 0.17153552300526106    , 0.375274466309998    , -0.375274466309998    , -0.14503087930796338   , 1.0               , 0.17113261711110642   , -0.3727368267245475    , -0.1436644869153836    , 1.0029245028979985, 0.9970840248796913, -0.00040290589415464817, -0.7480112930345455   , 0.002537639585450502  , 0.0013663923925797683  , 0.0029245028979985044
1.0,  0.7119707783027539   , 0.17490065734779592    , 0.39901578303975416  , -0.39901578303975416  , -0.16217264753216956   , 1.0               , 0.17458013863141306   , -0.39648196818669407   , -0.16078189370643775   , 1.0029986740291943, 0.9970102911331397, -0.00032051871638286156, -0.7954977512264483   , 0.00253381485306009   , 0.0013907538257318108  , 0.0029986740291942926
1.0,  0.7633366509851734   , 0.17751348332563183    , 0.4229277931246041   , -0.4229277931246041   , -0.18028236748510293   , 1.0               , 0.1772765011519366    , -0.4204024139979455    , -0.17887334622731313   , 1.0030619688784368, 0.9969473781546513, -0.00023698217369522157, -0.8433302071225496   , 0.0025253791266586223 , 0.0014090212577897998  , 0.0030619688784367938
