Tw,z,F_i,G_i,minus_G_i,H_i,T_i,F_c,G_c,H_c,T_c,rho_c,dF_c_minus_i,dG_c_minus_i_raw,dG_c_minus_minus_Gi,dH_c_minus_i,dT_c_minus_i
1.0,13.4,6.570035192620518e-06,0.9999914596344247,-0.9999914596344247,-0.88445881024066,1.0,6.668713722153487e-06,-0.9999913313719858,-0.8844608738148101,1.0000020840074486,0.9999979159968945,9.867852953296916e-08,-1.9999827910064105,1.2826243889207944e-07,-2.0635741501129345e-06,2.084007448610592e-06
1.0,13.41,6.512012635631211e-06,0.9999915350585774,-0.9999915350585774,-0.8844589410602932,1.0,6.6099857973155175e-06,-0.9999914077129928,-0.8844609949124672,1.0000020707773056,0.9999979292269825,9.797316168430617e-08,-1.9999829427715703,1.2734558463289858e-07,-2.0538521739998927e-06,2.0707773056294343e-06
1.0,13.42,6.454501019983609e-06,0.9999916098185373,-0.9999916098185373,-0.8844590707245438,1.0,6.551786437920513e-06,-0.9999914833668967,-0.8844611148908117,1.0000020576330102,0.9999979423712236,9.728541793690467e-08,-1.9999830931854339,1.2645164060298697e-07,-2.044166267922698e-06,2.0576330101995666e-06
1.0,13.43,6.397495814879834e-06,0.9999916839201942,-0.9999916839201942,-0.8844591992436571,1.0,6.4940882242640175e-06,-0.999991558369342,-0.8844612338080854,1.0000020445703088,0.9999979554338714,9.65924093841836e-08,-1.9999832422895363,1.2555085227017315e-07,-2.0345644282659947e-06,2.044570308834537e-06
1.0,13.44,6.340992547251229e-06,0.9999917573693631,-0.9999917573693631,-0.8844593266277487,1.0,6.4369092977438985e-06,-0.9999916326967461,-0.8844613516260567,1.0000020315923572,0.9999979684117701,9.591675049266929e-08,-1.999983390066109,1.2467261700788157e-07,-2.024998307925685e-06,2.0315923572322703e-06
1.0,13.450000000000001,6.284986835179419e-06,0.9999918301717404,-0.9999918301717404,-0.8844594528867272,1.0,6.380222736457363e-06,-0.9999917063841061,-0.8844614684018925,1.000002018694959,0.9999979813091161,9.523590127794375e-08,-1.9999835365558465,1.2378763436515783e-07,-2.015515165321169e-06,2.0186949589717784e-06
1.0,13.46,6.22947430477542e-06,0.9999919023330123,-0.9999919023330123,-0.8844595780304835,1.0,6.3240463597239295e-06,-0.999991779408258,-0.8844615840980671,1.000002005881244,0.9999979941227796,9.457205494850958e-08,-1.9999836817412704,1.2292475426445293e-07,-2.0060675836042208e-06,2.0058812439938123e-06
1.0,13.47,6.1744505829667784e-06,0.9999919738588636,-0.9999919738588636,-0.8844597020689067,1.0,6.268353706389618e-06,-0.9999918518036003,-0.8844616987707569,1.0000019931470743,0.9999980068568983,9.390312342283934e-08,-1.999983825662464,1.220552633407479e-07,-1.9967018501931832e-06,1.9931470742751145e-06
1.0,13.48,6.119911351585918e-06,0.9999920447549082,-0.9999920447549082,-0.8844598250117613,1.0,6.213162304359046e-06,-0.9999919235473479,-0.8844618123830552,1.0000019804955353,0.999998019508387,9.325095277312803e-08,-1.999983968302256,1.2120756032185653e-07,-1.987371293865614e-06,1.980495535347515e-06
1.0,13.49,6.06585238103871e-06,0.9999921150266442,-0.9999921150266442,-0.8844599468686121,1.0,6.158446136491687e-06,-0.9999919946733217,-0.8844619249901753,1.0000019679225343,0.9999980320813384,9.25937554529772e-08,-1.999984109699966,1.2035332253024222e-07,-1.9781215632175275e-06,1.9679225342628115e-06
1.0,13.5,6.012269449760957e-06,0.9999921846795596,-0.9999921846795596,-0.8844600676490053,1.0,6.104222431018755e-06,-0.9999920651591261,-0.8844620365558477,1.000001955431111,0.9999980445727127,9.195298125779759e-08,-1.9999842498386857,1.1952043355023534e-07,-1.9689068423422995e-06,1.9554311110336897e-06
1.0,13.51,5.959158336918406e-06,0.9999922537191418,-0.9999922537191418,-0.8844601873624854,1.0,6.050465635580198e-06,-0.999992135037978,-0.8844621471342757,1.0000019430172202,0.9999980569865551,9.130729866179222e-08,-1.9999843887571198,1.1868116378543903e-07,-1.9597717902941625e-06,1.9430172202294926e-06
1.0,13.52,5.90651487388443e-06,0.9999923221508095,-0.9999923221508095,-0.8844603060184795,1.0,5.997192657906106e-06,-0.9999922042878987,-0.8844622566898884,1.0000019306838712,0.9999980693198564,9.067778402167613e-08,-1.9999845264387082,1.1786291076454347e-07,-1.9506714089567723e-06,1.930683871220751e-06
1.0,13.530000000000001,5.854334978088039e-06,0.9999923899798703,-0.9999923899798703,-0.8844604236262191,1.0,5.944378409301777e-06,-0.9999922729415018,-0.8844623652758972,1.0000019184270825,0.9999980815765979,9.004343121373742e-08,-1.999984662921372,1.1703836844123572e-07,-1.9416496780388925e-06,1.9184270825256533e-06
1.0,13.540000000000001,5.80261457498544e-06,0.9999924572116209,-0.9999924572116209,-0.8844605401949185,1.0,5.892039497998596e-06,-0.9999923409771985,-0.8844624728573752,1.0000019062498267,0.9999980937538071,8.942492301315636e-08,-1.9999847981888195,1.162344224203693e-07,-1.9326624567383988e-06,1.9062498266553263e-06
1.0,13.55,5.751349590684002e-06,0.9999925238513575,-0.9999925238513575,-0.8844606557337897,1.0,5.840151264058707e-06,-0.9999924084270445,-0.8844625794866028,1.0000018941481652,0.9999981058554226,8.880167337470486e-08,-1.999984932278402,1.1542431299638167e-07,-1.9237528130489068e-06,1.8941481652046122e-06
1.0,13.56,5.70053600092339e-06,0.9999925899043113,-0.9999925899043113,-0.884460770251933,1.0,5.788730044197533e-06,-0.999992475269804,-0.8844626851292291,1.0000018821250278,0.9999981178785146,8.819404327414301e-08,-1.9999850651741151,1.1463450733106839e-07,-1.9148772960608795e-06,1.8821250278300283e-06
1.0,13.57,5.65016986503929e-06,0.9999926553756054,-0.9999926553756054,-0.8844608837582596,1.0,5.737751592732969e-06,-0.9999925415369947,-0.8844627898366362,1.0000018701765199,0.9999981298269777,8.758172769367944e-08,-1.9999851969126001,1.1383861076019741e-07,-1.906078376578968e-06,1.8701765198692044e-06
1.0,13.58,5.600247250388529e-06,0.9999927202703518,-0.9999927202703518,-0.8844609962616623,1.0,5.687231966334047e-06,-0.9999926072077442,-0.8844628935750721,1.0000018583055317,0.9999981416979216,8.698471594551822e-08,-1.9999853274780959,1.1306260760957088e-07,-1.8973134098265731e-06,1.8583055316767627e-06
1.0,13.59,5.550764224907653e-06,0.9999927845936625,-0.9999927845936625,-0.884461107771033,1.0,5.63714735311175e-06,-0.9999926723130067,-0.8844629963949914,1.0000018465082292,0.9999981534951804,8.638312820409717e-08,-1.999985456906669,1.122806557729561e-07,-1.8886239583348896e-06,1.84650822920851e-06
1.0,13.6,5.501716903706993e-06,0.9999928483505875,-0.9999928483505875,-0.8844612182951564,1.0,5.587513510746258e-06,-0.9999927368322983,-0.8844630982632944,1.0000018347874764,0.99999816521589,8.579660703926439e-08,-1.9999855851828858,1.1151828926969642e-07,-1.8799681379411126e-06,1.8347874763957606e-06
1.0,13.61,5.4531014830906e-06,0.9999929115460717,-0.9999929115460717,-0.884461327842634,1.0,5.538307059188673e-06,-0.9999928007960117,-0.8844631992294993,1.000001823139484,0.9999981768638397,8.520557609807239e-08,-1.9999857123420834,1.1075006001171062e-07,-1.8713868653597032e-06,1.8231394840473314e-06
1.0,13.620000000000001,5.404914167374459e-06,0.9999929741850493,-0.9999929741850493,-0.8844614364220491,1.0,5.4895434776304294e-06,-0.9999928641840252,-0.8844632992610995,1.0000018115670746,0.9999981884362072,8.462931025597063e-08,-1.9999858383690745,1.1000102406732992e-07,-1.8628390503483416e-06,1.8115670745721957e-06
1.0,13.63,5.357151161389502e-06,0.9999930362724541,-0.9999930362724541,-0.8844615440419835,1.0,5.441199785011785e-06,-0.999992927026213,-0.8844633984067474,1.0000018000665003,0.9999981999367399,8.404862362228318e-08,-1.9999859632986672,1.0924624105346226e-07,-1.8543647638535887e-06,1.8000665003015115e-06
1.0,13.64,5.3098087147939515e-06,0.9999930978131613,-0.9999930978131613,-0.8844616507109183,1.0,5.393291207534708e-06,-0.9999929893027821,-0.8844634966344721,1.0000017886405423,0.9999982113626569,8.34824927407563e-08,-1.9999860871159434,1.0851037912651407e-07,-1.8459235537893193e-06,1.7886405423439555e-06
1.0,13.65,5.262883156093897e-06,0.9999931588119437,-0.9999931588119437,-0.8844617564371557,1.0,5.3457951506452995e-06,-0.9999930510431038,-0.884463593992096,1.000001777285503,0.9999982227176557,8.291199455140212e-08,-1.9999862098550474,1.0776883996310715e-07,-1.8375549402094293e-06,1.777285502990722e-06
1.0,13.66,5.21637082179507e-06,0.9999932192735639,-0.9999932192735639,-0.88446186122898,1.0,5.298726578842931e-06,-0.9999931122277258,-0.8844636904482202,1.000001766004141,0.9999982339989778,8.235575704786135e-08,-1.9999863315012898,1.070458380825201e-07,-1.8292192401903051e-06,1.7660041409239824e-06
1.0,13.67,5.170268048859487e-06,0.9999932792027839,-0.9999932792027839,-0.8844619650946745,1.0,5.2520633024218564e-06,-0.999993172885493,-0.8844637860497976,1.0000017547928102,0.9999982452102691,8.179525356236915e-08,-1.9999864520882769,1.0631729085996966e-07,-1.8209551231329613e-06,1.754792810171324e-06
1.0,13.68,5.124571216837379e-06,0.9999933386043097,-0.9999933386043097,-0.8844620680424262,1.0,5.205820006995513e-06,-0.9999932329973159,-0.8844638807660246,1.0000017436542297,0.9999982563488107,8.124879015813377e-08,-1.9999865716016256,1.0560699381656491e-07,-1.8127235983378398e-06,1.743654229668934e-06
1.0,13.69,5.079276781836519e-06,0.9999933974827488,-0.9999933974827488,-0.8844621700802487,1.0,5.159974905030276e-06,-0.9999932925915163,-0.8844639746429804,1.0000017325847939,0.999998267418208,8.069812319375709e-08,-1.999986690074265,1.0489123258849986e-07,-1.8045627316887192e-06,1.7325847938565175e-06
1.0,13.700000000000001,5.034381207949013e-06,0.9999934558426975,-0.9999934558426975,-0.8844622712161383,1.0,5.114542423197961e-06,-0.9999933516493409,-0.8844640676504119,1.000001721587182,0.9999982784157819,8.016121524894818e-08,-1.9999868074920384,1.0419335660927231e-07,-1.7964342735599104e-06,1.7215871819242778e-06
1.0,13.71,4.989880959670298e-06,0.999993513688752,-0.999993513688752,-0.8844623714580894,1.0,5.069501145257249e-06,-0.9999934101986294,-0.8844641598335945,1.0000017106578292,0.9999982893450972,7.962018558695053e-08,-1.9999869238873815,1.0349012258270562e-07,-1.788375505129558e-06,1.7106578291681274e-06
1.0,13.72,4.945772541947781e-06,0.9999935710254556,-0.9999935710254556,-0.8844624708140055,1.0,5.024865262139446e-06,-0.9999934682209348,-0.8844642511627845,1.0000016997993877,0.9999983002035017,7.909272019166457e-08,-1.9999870392463905,1.0280452078514912e-07,-1.7803487789569417e-06,1.6997993876888273e-06
1.0,13.73,4.90205253405077e-06,0.9999936278572553,-0.9999936278572553,-0.8844625692916221,1.0,4.980613718230629e-06,-0.9999935257436281,-0.8844643416824918,1.0000016890083492,0.9999983109945035,7.856118417985833e-08,-1.9999871536008835,1.0211362722056805e-07,-1.7723908696254398e-06,1.68900834918162e-06
1.0,13.74,4.858717523214687e-06,0.9999936841885875,-0.9999936841885875,-0.8844626668986565,1.0,4.936760459904069e-06,-0.9999935827485802,-0.884464431363497,1.0000016782873338,0.9999983217154829,7.804293668938215e-08,-1.9999872669371677,1.0144000728296021e-07,-1.7644648404591123e-06,1.6782873337728432e-06
1.0,13.75,4.8157640970304815e-06,0.9999937400238882,-0.9999937400238882,-0.884462763642825,1.0,4.8932848093582e-06,-0.9999936392626708,-0.88446452024949,1.0000016676328718,0.9999983323699092,7.752071232771817e-08,-1.999987379286559,1.007612173697936e-07,-1.7566066650154255e-06,1.6676328717935007e-06
1.0,13.76,4.773188881503449e-06,0.9999937953675436,-0.9999937953675436,-0.8844628595317575,1.0,4.850200452863968e-06,-0.9999936952681089,-0.8844646083118054,1.0000016570475443,0.9999983429552015,7.70115713605184e-08,-1.9999874906356525,1.0009943474109662e-07,-1.7487800478832582e-06,1.65704754429008e-06
1.0,13.77,4.730988574778911e-06,0.999993850223846,-0.999993850223846,-0.8844629545729201,1.0,4.807487087137305e-06,-0.9999937507912873,-0.8844646955933205,1.0000016465279211,0.9999983534747899,7.64985123583946e-08,-1.9999876010151332,9.943255874222956e-08,-1.741020400403137e-06,1.6465279211175243e-06
1.0,13.780000000000001,4.689159882947213e-06,0.9999939045970773,-0.9999939045970773,-0.8844630487737617,1.0,4.765158157691576e-06,-0.9999938058147281,-0.8844647820658834,1.0000016360765478,0.999998363926129,7.599827474436247e-08,-1.9999877104118053,9.878234918936357e-08,-1.7332921217194652e-06,1.6360765477951844e-06
1.0,13.790000000000001,4.647699512411255e-06,0.999993958491519,-0.999993958491519,-0.8844631421417302,1.0,4.723193706766034e-06,-0.9999938603643749,-0.884464867771637,1.0000016256900472,0.9999983743125956,7.549419435477918e-08,-1.9999878188558937,9.812714407697598e-08,-1.7256299068568737e-06,1.625690047246664e-06
1.0,13.8,4.6066042060450345e-06,0.9999940119114052,-0.9999940119114052,-0.8844632346841907,1.0,4.681606960193526e-06,-0.9999939144230355,-0.8844649526829064,1.0000016153709432,0.9999983846316662,7.50027541484914e-08,-1.9999879263344407,9.748836971024133e-08,-1.717998715622393e-06,1.6153709432309427e-06
1.0,13.81,4.565870776733586e-06,0.9999940648608794,-0.9999940648608794,-0.8844633264083502,1.0,4.64037829670644e-06,-0.9999939680162161,-0.8844650368411081,1.000001605115897,0.9999983948866793,7.450751997285434e-08,-1.9999880328770954,9.684466328874208e-08,-1.7104327578731926e-06,1.6051158970853407e-06
1.0,13.82,4.52549604528315e-06,0.9999941173440741,-0.9999941173440741,-0.8844634173213981,1.0,4.599520713603391e-06,-0.9999940211270211,-0.8844651202190515,1.0000015949273964,0.9999984050751474,7.402466832024173e-08,-1.9999881384710951,9.621705299167616e-08,-1.702897653443891e-06,1.5949273963755672e-06
1.0,13.83,4.4854768327738666e-06,0.9999941693651219,-0.9999941693651219,-0.8844635074305227,1.0,4.559014942177841e-06,-0.9999940737804985,-0.884465202857389,1.0000015848021395,0.999998415200372,7.353810940397403e-08,-1.9999882431456204,9.558462332748263e-08,-1.6954268663438299e-06,1.5848021395203915e-06
1.0,13.84,4.4458099949042105e-06,0.9999942209281102,-0.9999942209281102,-0.8844635967428343,1.0,4.518873737174889e-06,-0.9999941259600686,-0.8844652847294457,1.000001574742577,0.9999984252599028,7.306374227067887e-08,-1.9999883468881787,9.496804154185412e-08,-1.6879866114871689e-06,1.5747425770040735e-06
1.0,13.85,4.406492455306675e-06,0.9999942720370383,-0.9999942720370383,-0.8844636852652894,1.0,4.479078178629719e-06,-0.9999941776903257,-0.8844653658751239,1.0000015647454512,0.9999984352569972,7.25857233230439e-08,-1.999988449727364,9.434671255359461e-08,-1.6806098345201193e-06,1.5647454512102144e-06
1.0,13.86,4.367521145508462e-06,0.999994322695895,-0.999994322695895,-0.8844637730048267,1.0,4.439640797444091e-06,-0.9999942289549809,-0.8844654462682373,1.0000015548131922,0.9999984451892252,7.211965193562914e-08,-1.999988551650876,9.374091414215968e-08,-1.6732634106064737e-06,1.5548131921949704e-06
1.0,13.870000000000001,4.328892997276029e-06,0.9999943729086688,-0.9999943729086688,-0.8844638599683846,1.0,4.4005429952020596e-06,-0.9999942797782108,-0.8844655259480022,1.000001544942589,0.9999984550597979,7.164999792603092e-08,-1.9999886526868795,9.313045801206954e-08,-1.665979617593294e-06,1.5449425889713098e-06
1.0,13.88,4.290604975228014e-06,0.9999944226793057,-0.9999944226793057,-0.8844639461628268,1.0,4.361797098078199e-06,-0.9999943301439921,-0.8844656048886641,1.000001535136037,0.9999984648663197,7.119212285018503e-08,-1.9999887528232978,9.253531363384582e-08,-1.6587258373501612e-06,1.5351360369564304e-06
1.0,13.89,4.252654109891128e-06,0.9999944720116658,-0.9999944720116658,-0.8844640315948683,1.0,4.323384821641282e-06,-0.9999943800760936,-0.8844656831287607,1.00000152539036,0.9999984746119668,7.07307117501537e-08,-1.9999888520877596,9.193557215514403e-08,-1.651533892421675e-06,1.5253903600243035e-06
1.0,13.9,4.215037439657702e-06,0.9999945209095993,-0.9999945209095993,-0.884464116271206,1.0,4.2853182785079994e-06,-0.9999944295587699,-0.8844657606429894,1.0000015157079185,0.9999984842943789,7.028083885029756e-08,-1.9999889504683692,9.135082934541572e-08,-1.6443717834047078e-06,1.5157079185090794e-06
1.0,13.91,4.177752003128371e-06,0.9999945693769556,-0.9999945693769556,-0.884464200198537,1.0,4.24757951322476e-06,-0.9999944786153617,-0.8844658374691756,1.000001506085573,0.9999984939166954,6.982751009638875e-08,-1.9999890479923175,9.076159390719596e-08,-1.637270638621402e-06,1.506085572922089e-06
1.0,13.92,4.140794870072655e-06,0.9999946174175439,-0.9999946174175439,-0.8844642833834867,1.0,4.210180412247978e-06,-0.9999945272304176,-0.8844659135825069,1.0000014965256587,0.9999985034765808,6.93855421753231e-08,-1.9999891446479614,9.018712632258286e-08,-1.630199020219436e-06,1.496525658728487e-06
1.0,13.93,4.104163174192434e-06,0.9999946650350905,-0.9999946650350905,-0.8844643658325372,1.0,4.173103344843201e-06,-0.9999945754268564,-0.884465989020119,1.0000014870250866,0.9999985129771246,6.894017065076706e-08,-1.999989240461947,8.960823405512741e-08,-1.6231875817895869e-06,1.487025086621685e-06
1.0,13.94,4.067854057023613e-06,0.9999947122333109,-0.9999947122333109,-0.8844644475521521,1.0,4.136359989354985e-06,-0.9999946231894974,-0.8844660637576446,1.0000014775861643,0.9999985224160189,6.850593233137219e-08,-1.9999893354228084,8.904381354479796e-08,-1.6162054924384606e-06,1.477586164311262e-06
1.0,13.950000000000001,4.031864660282765e-06,0.9999947590159212,-0.9999947590159212,-0.8844645285487949,1.0,4.099933014293604e-06,-0.9999946705408699,-0.8844661378315725,1.0000014682058356,0.99999853179632,6.806835401083907e-08,-1.999989429556791,8.84750512852861e-08,-1.6092827775926466e-06,1.4682058355752758e-06
1.0,13.96,3.996192155251468e-06,0.9999948053865982,-0.9999948053865982,-0.884464608828862,1.0,4.06383390719979e-06,-0.9999947174660414,-0.8844662112179378,1.0000014588863748,0.9999985411157535,6.76417519483215e-08,-1.9999895228526396,8.792055683493061e-08,-1.602389075761046e-06,1.4588863748166148e-06
1.0,13.97,3.9608337752172035e-06,0.9999948513489387,-0.9999948513489387,-0.88446468839861,1.0,4.028045629575522e-06,-0.9999947639871606,-0.8844662839525963,1.0000014496247602,0.9999985503773412,6.721185435831863e-08,-1.9999896153360992,8.736177814494539e-08,-1.5955539862666512e-06,1.4496247602302503e-06
1.0,13.98,3.925786761267477e-06,0.9999948969065292,-0.9999948969065292,-0.8844647672642776,1.0,3.992579469401165e-06,-0.9999948100895539,-0.8844663560120072,1.0000014404232347,0.9999985595788401,6.679270813368738e-08,-1.9999897069960832,8.681697527546106e-08,-1.588747729597273e-06,1.440423234688737e-06
1.0,13.99,3.891048354645884e-06,0.9999949420629558,-0.9999949420629558,-0.8844648454321029,1.0,3.9574186951316824e-06,-0.9999948557949714,-0.8844664274313733,1.000001431278823,0.9999985687232256,6.637034048579827e-08,-1.999989797857927,8.626798442268324e-08,-1.5819992703614005e-06,1.431278823016413e-06
1.0,14.0,3.85661582463307e-06,0.9999949868217685,-0.9999949868217685,-0.8844649229082612,1.0,3.922574383899085e-06,-0.9999949010890137,-0.8844664981876129,1.0000014221937485,0.9999985778082741,6.595855926601494e-08,-1.999989887910782,8.573275478429565e-08,-1.5752793517398445e-06,1.422193748545908e-06
1.0,14.01,3.822486500637568e-06,0.9999950311864387,-0.9999950311864387,-0.884464999698791,1.0,3.8880301064906206e-06,-0.9999949459930374,-0.8844665683152767,1.0000014131650712,0.9999985868369259,6.554360585305296e-08,-1.9999899771794762,8.519340133350539e-08,-1.568616485703167e-06,1.4131650711846078e-06
1.0,14.02,3.7886577198315846e-06,0.999995075160428,-0.999995075160428,-0.8844650758097143,1.0,3.8537967465564745e-06,-0.9999949904928949,-0.8844666377916912,1.0000014041949816,0.9999985958069901,6.513902672488987e-08,-1.9999900656533227,8.466753309566144e-08,-1.5619819768719623e-06,1.4041949816245847e-06
1.0,14.030000000000001,3.7551268195216014e-06,0.9999951187471978,-0.9999951187471978,-0.8844651512470518,1.0,3.819858153378982e-06,-0.9999950346095806,-0.8844667066508066,1.0000013952805724,0.9999986047213744,6.473133385738034e-08,-1.9999901533567783,8.413761720671431e-08,-1.5554037547937938e-06,1.3952805724137818e-06
1.0,14.040000000000001,3.7218911635959242e-06,0.999995161950175,-0.999995161950175,-0.8844652260167647,1.0,3.786225032769307e-06,-0.9999950783291783,-0.8844667748703229,1.000001386424002,0.9999986135779201,6.433386917338288e-08,-1.9999902402793532,8.362099668257628e-08,-1.5488535581864582e-06,1.3864240020478036e-06
1.0,14.05,3.688948174240192e-06,0.9999952047727104,-0.9999952047727104,-0.8844653001246823,1.0,3.7528815074211076e-06,-0.999995121672327,-0.8844668424836052,1.000001377622401,0.9999986223794968,6.393333318091569e-08,-1.9999903264450374,8.310038346337478e-08,-1.5423589229124346e-06,1.3776224010442206e-06
1.0,14.06,3.6562952813651463e-06,0.9999952472181454,-0.9999952472181454,-0.8844653735766159,1.0,3.719838096667806e-06,-0.9999951646253527,-0.8844669094687603,1.0000013688779104,0.9999986311239635,6.354281530265958e-08,-1.999990411843498,8.259279271616293e-08,-1.5358921443553442e-06,1.3688779103571136e-06
1.0,14.07,3.6239299149965068e-06,0.9999952892898204,-0.9999952892898204,-0.8844654463783775,1.0,3.687079209588173e-06,-0.9999952072085223,-0.8844669758585416,1.0000013601877011,0.9999986398141489,6.314929459166624e-08,-1.9999904964983428,8.208129809172959e-08,-1.5294801640752809e-06,1.3601877011382157e-06
1.0,14.08,3.5918495303561002e-06,0.9999953309910437,-0.9999953309910437,-0.8844655185357212,1.0,3.6546151689675574e-06,-0.999995249408417,-0.8844670416314734,1.0000013515538844,0.9999986484479423,6.276563861145713e-08,-1.9999905803994606,8.158262665425298e-08,-1.5230957521872313e-06,1.351553884365586e-06
1.0,14.09,3.5600516391792004e-06,0.99999537232505,-0.99999537232505,-0.8844655900542737,1.0,3.6224306653561426e-06,-0.999995291244938,-0.8844671068197001,1.000001342973662,0.9999986570281415,6.237902617694219e-08,-1.999990663569988,8.108011195773202e-08,-1.5167654263681385e-06,1.342973662055158e-06
1.0,14.1,3.5285337608854254e-06,0.9999954132950636,-0.9999954132950636,-0.8844656609396444,1.0,3.5905358416619246e-06,-0.9999953327049005,-0.8844671714021253,1.000001334449114,0.9999986655526667,6.200208077649916e-08,-1.999990745999964,8.059016309847067e-08,-1.510462480869279e-06,1.3344491140987458e-06
1.0,14.11,3.4972934149923563e-06,0.9999954539043092,-0.9999954539043092,-0.8844657311974424,1.0,3.558915647627143e-06,-0.9999953738078684,-0.8844672354103357,1.0000013259774745,0.9999986740242838,6.162223263478654e-08,-1.9999908277121776,8.009644081319323e-08,-1.5042128932440946e-06,1.3259774744867059e-06
1.0,14.120000000000001,3.466328144894499e-06,0.9999954941559803,-0.9999954941559803,-0.8844658008332228,1.0,3.5275800603934434e-06,-0.9999954145408727,-0.8844672988235901,1.0000013175608011,0.9999986824409348,6.125191549894424e-08,-1.999990908696853,7.961510761766988e-08,-1.4979903673051354e-06,1.3175608011284368e-06
1.0,14.13,3.4356355487616567e-06,0.9999955340531989,-0.9999955340531989,-0.8844658698524169,1.0,3.496514284850819e-06,-0.9999954549231456,-0.8844673616729372,1.0000013091963724,0.9999986908053415,6.087873608916215e-08,-1.9999909889763443,7.91300532876349e-08,-1.4918205202274493e-06,1.3091963724232158e-06
1.0,14.14,3.405213232405129e-06,0.9999955735990775,-0.9999955735990775,-0.8844659382604384,1.0,3.4657281238908514e-06,-0.9999954949419442,-0.8844674239380085,1.0000013008862214,0.9999986991154709,6.051489148572258e-08,-1.9999910685410218,7.865713336219216e-08,-1.4856775700788916e-06,1.3008862214114458e-06
1.0,14.15,3.375058801719232e-06,0.9999956127967282,-0.9999956127967282,-0.8844660060627011,1.0,3.4352070495821533e-06,-0.9999955346161538,-0.8844674856492749,1.0000012926276567,0.9999987073740142,6.014824786292145e-08,-1.999991147412882,7.81805744587416e-08,-1.479586573815972e-06,1.2926276566904704e-06
1.0,14.16,3.3451698852196573e-06,0.9999956516492341,-0.9999956516492341,-0.8844660732645679,1.0,3.40496068162208e-06,-0.9999955739332694,-0.8844675467867558,1.0000012844226813,0.9999987155789685,5.979079640242272e-08,-1.9999912255825034,7.771596466366049e-08,-1.4735221878225957e-06,1.2844226813246706e-06
1.0,14.17,3.315544164504071e-06,0.9999956901596087,-0.9999956901596087,-0.884466139871281,1.0,3.374974754113233e-06,-0.9999956129118359,-0.884467607380356,1.000001276268634,0.9999987237329947,5.943058960916208e-08,-1.9999913030714445,7.724777273399042e-08,-1.4675090750371211e-06,1.2762686341094565e-06
1.0,14.18,3.286179328766822e-06,0.9999957283308558,-0.9999957283308558,-0.884466205888066,1.0,3.345258719525362e-06,-0.9999956515395659,-0.884467667410449,1.0000012681674908,0.9999987318341175,5.907939075854001e-08,-1.9999913798704219,7.679128988247186e-08,-1.4615223830061197e-06,1.2681674907977225e-06
1.0,14.19,3.2570730672721825e-06,0.9999957661659795,-0.9999957661659795,-0.884466271320148,1.0,3.3157985531962116e-06,-0.99999568983469,-0.8844677269064303,1.0000012601166306,0.9999987398849572,5.8725485924029067e-08,-1.9999914560006695,7.633128951134438e-08,-1.4555862822840382e-06,1.2601166305969969e-06
1.0,14.200000000000001,3.2282230907110774e-06,0.9999958036679557,-0.9999958036679557,-0.884466336172704,1.0,3.2866035530717137e-06,-0.999995727785122,-0.8844677858490064,1.000001252118012,0.9999987478835558,5.838046236063635e-08,-1.9999915314530776,7.588283368331616e-08,-1.4496763024451909e-06,1.252118011940695e-06
1.0,14.21,3.1996271612070974e-06,0.9999958408396934,-0.9999958408396934,-0.8844664004507942,1.0,3.257659932600978e-06,-0.9999957654087833,-0.884467844267063,1.0000012441690456,0.9999987558325024,5.803277139388058e-08,-1.9999916062484768,7.543091007367053e-08,-1.4438162688756861e-06,1.2441690455666787e-06
1.0,14.22,3.171283048433756e-06,0.9999958776840919,-0.9999958776840919,-0.8844664641594621,1.0,3.228976826908676e-06,-0.9999958026937988,-0.8844679021416496,1.0000012362716613,0.9999987637298671,5.7693778474919914e-08,-1.9999916803778908,7.499029308632998e-08,-1.4379821875465382e-06,1.2362716612646096e-06
1.0,14.23,3.1431885221230873e-06,0.9999959142040504,-0.9999959142040504,-0.8844665273037511,1.0,3.2005406986885274e-06,-0.9999958396577664,-0.8844679595011131,1.0000012284232982,0.9999987715782108,5.7352176565440046e-08,-1.9999917538618168,7.45462840345823e-08,-1.4321973620390338e-06,1.228423298194059e-06
1.0,14.24,3.115341372297224e-06,0.999995950402442,-0.999995950402442,-0.8844665898886584,1.0,3.172360512339232e-06,-0.9999958762890325,-0.8844680163268646,1.000001220625858,0.999998779375632,5.701914004200777e-08,-1.9999918266914745,7.411340952057088e-08,-1.426438206109104e-06,1.2206258579450235e-06
1.0,14.25,3.087739438804743e-06,0.9999959862820744,-0.9999959862820744,-0.8844666519190687,1.0,3.144422974478852e-06,-0.9999959126048782,-0.884468072646728,1.0000012128768128,0.9999987871246583,5.668353567410896e-08,-1.9999918988869525,7.367719623285751e-08,-1.4207276592959062e-06,1.2128768127617207e-06
1.0,14.26,3.060380568995579e-06,0.9999960218457461,-0.9999960218457461,-0.8844667133998498,1.0,3.116736894039534e-06,-0.999995948593852,-0.8844681284424522,1.0000012051780487,0.9999987948234038,5.635632504395494e-08,-1.999991970439598,7.325189410600785e-08,-1.4150426023151752e-06,1.2051780486910246e-06
