z,F_chapman,G_chapman,H_chapman,T_chapman,F_sutherland,G_sutherland,H_sutherland,T_sutherland,dF_suth_minus_chap,dG_suth_minus_chap,dH_suth_minus_chap,dT_suth_minus_chap
5.68,0.014133844965813016,-0.9811641475223531,-0.8873229552146639,1.0413231597687518,0.013285182024276322,-0.982223370580141,-0.8414986757021089,1.0402206483843912,-0.0008486629415366941,-0.001059223057787828,0.045824279512554966,-0.0011025113843605716
5.69,0.014017250580856939,-0.9813234692414934,-0.8873929859886494,1.0410749810312383,0.013188730585345471,-0.9823551478907925,-0.8415278491075296,1.0400033483293898,-0.0008285199955114682,-0.0010316786492990948,0.045865136881119706,-0.0010716327018485128
5.7,0.013901582260393598,-0.9814814570387365,-0.8874617987392942,1.0408282284630312,0.013092279146414629,-0.982486925201444,-0.8415570225129504,1.0397860482743884,-0.0008093031139789694,-0.0010054681627075235,0.04590477622634381,-0.0010421801886428828
5.71,0.013786791635015427,-0.9816381817101095,-0.8875294622100767,1.0405828303523101,0.012995827707483787,-0.9826187025120956,-0.841586195918371,1.0395687482193872,-0.0007909639275316405,-0.0009805208019860734,0.04594326629170564,-0.0010140821329229777
5.72,0.013672925372859853,-0.9817935772963551,-0.8875959207475344,1.040338861691017,0.012899376268552944,-0.9827504798227471,-0.8416153693237918,1.0393514481643857,-0.0007735491043069087,-0.0009569025263920228,0.04598055142374258,-0.0009874135266312312
5.73,0.013559934082642203,-0.9819477159265232,-0.8876612438302899,1.0400962488607806,0.012802924829622093,-0.9828822571333986,-0.8416445427292125,1.0391341481093843,-0.0007570092530201095,-0.0009345412068754166,0.04601670110107736,-0.0009621007513962443
5.74,0.013447824767525,-0.9821005886338345,-0.8877254274926938,1.0398550055666205,0.012706473390691251,-0.9830140344440501,-0.8416737161346333,1.038916848054383,-0.0007413513768337494,-0.000913445810215574,0.04605171135806052,-0.0009381575122375807
5.75,0.013336607601029874,-0.9822521819438861,-0.8877884639531164,1.0396151506592886,0.012610021951760409,-0.9831458117547016,-0.841702889540054,1.0386995479993815,-0.0007265856492694647,-0.0008936298108155327,0.04608557441306238,-0.0009156026599070888
5.76,0.013226237708155073,-0.9824025612369819,-0.88785041584453,1.0393766170903567,0.012513570512829565,-0.9832775890653532,-0.8417320629454748,1.03848224794438,-0.0007126671953255077,-0.0008750278283713442,0.04611835289905519,-0.0008943691459766256
5.7700000000000005,0.013116763399823652,-0.9825516583952779,-0.8879112266061693,1.0391394831999927,0.012417119073898714,-0.9834093663760047,-0.8417612363508954,1.0382649478893786,-0.0006996443259249373,-0.0008577079807268184,0.04614999025527389,-0.0008745353106140996
5.78,0.01300813059715162,-0.9826995518721827,-0.8879709700846979,1.0389036672751037,0.012320667634967874,-0.9835411436866562,-0.8417904097563161,1.0380476478343774,-0.0006874629621837457,-0.000841591814473519,0.0461805603283818,-0.00085601944072633
5.79,0.012900353160141596,-0.9828462228441517,-0.888029633524855,1.0386691937408805,0.01222421619603703,-0.9836729209973077,-0.8418195831617369,1.037830347779376,-0.0006761369641045661,-0.000826698153156058,0.046210050363118094,-0.0008388459615045196
5.8,0.012793432898038911,-0.9829916697552779,-0.888087219586415,1.038436068246544,0.012127764757106188,-0.9838046983079594,-0.8418487565671576,1.0376130477243746,-0.0006656681409327233,-0.0008130285526815051,0.04623846301925738,-0.0008230205221695375
5.8100000000000005,0.012687330281736645,-0.9831359500039752,-0.8881437826482933,1.0382042313550244,0.012031313318175339,-0.9839364756186109,-0.8418779299725784,1.0373957476693731,-0.000656016963561306,-0.0008005256146356166,0.046265852675714925,-0.000808483685651229
5.82,0.012582097039220043,-0.9832789907957176,-0.8881992631110668,1.0379737676051495,0.011934861879244495,-0.9840682529292624,-0.8419071033779991,1.0371784476143717,-0.0006472351599755479,-0.0007892621335447991,0.04629215973306766,-0.0007953199907777542
5.83,0.012477670903740232,-0.9834208818533633,-0.888253743285903,1.0377445814771404,0.011838410440313652,-0.9842000302399139,-0.8419362767834199,1.0369611475593703,-0.0006392604634265792,-0.0007791483865505766,0.04631746650248314,-0.0007834339177701377
5.84,0.01237407594223967,-0.9835615898250156,-0.8883071980594782,1.037516713842971,0.01174195900138281,-0.9843318075505654,-0.8419654501888405,1.036743847504369,-0.0006321169408568597,-0.0007702177255497489,0.04634174787063772,-0.000772866338601963
5.8500000000000005,0.012271302382951882,-0.9837011295493817,-0.888359644191002,1.0372901519688054,0.01164550756245196,-0.984463584861217,-0.8419946235942612,1.0365265474493677,-0.0006257948204999222,-0.000762455311835275,0.04636502059674075,-0.0007636045194376884
5.86,0.012169323029743934,-0.9838395405949731,-0.8884111195530782,1.03706485526573,0.011549056123521117,-0.9845953621718685,-0.842023796999682,1.0363092473943663,-0.0006202669062228168,-0.0007558215768953547,0.04638732255339617,-0.0007556078713637504
5.87,0.012068178382933179,-0.9839767663302956,-0.8884615793553139,1.0368408910198093,0.011452604684590275,-0.98472713948252,-0.8420529704051027,1.0360919473393648,-0.0006155736983429038,-0.0007503731522243706,0.04640860895021115,-0.0007489436804444249
5.88,0.011967811146611742,-0.9841128889779458,-0.888511097804994,1.0366181704902468,0.011356153245659433,-0.9848589167931715,-0.8420821438105235,1.0358746472843634,-0.0006116579009523091,-0.0007460278152257027,0.046428953994470556,-0.0007435232058834451
5.89,0.01186825307305819,-0.9842478643643526,-0.8885596411255035,1.0363967473472637,0.01125970180672859,-0.984990694103823,-0.8421113172159442,1.035657347229362,-0.0006085512663295996,-0.0007428297394703742,0.04644832390955922,-0.0007394001179017451
5.9,0.011769480062170734,-0.9843817275009727,-0.8886072428578636,1.0361765856953926,0.01116325036779774,-0.9851224714144746,-0.842140490621365,1.0354400471743606,-0.0006062296943729947,-0.0007407439135018734,0.046466752236498654,-0.0007365385210320596
5.91,0.01167148110369652,-0.9845144948099643,-0.8886539205859436,1.035957670528395,0.011066798928866898,-0.9852542487251261,-0.8421696640267856,1.0352227471193594,-0.0006046821748296217,-0.0007397539151617893,0.046484256559158,-0.0007349234090356926
5.92,0.011574279310228893,-0.9846461344203717,-0.8886996512476378,1.0357400418353708,0.010970347489936055,-0.9853860260357776,-0.8421988374322064,1.035005447064358,-0.0006039318202928374,-0.0007398916154058854,0.046500813815431474,-0.0007345947710128975
5.93,0.01147782724192881,-0.9847767142190322,-0.8887444953605591,1.0355236255855262,0.010873896051005213,-0.9855178033464291,-0.8422280108376271,1.0347881470093565,-0.0006039311909235966,-0.0007410891273968989,0.046516484522932,-0.0007354785761697347
5.94,0.011382164291748376,-0.9849061793474417,-0.8887884107683597,1.0353084882039345,0.010777444612074362,-0.9856495806570807,-0.8422571842430479,1.034570846954355,-0.0006047196796740133,-0.0007434013096390135,0.04653122652531183,-0.0007376412495794238
5.95,0.011287249719729739,-0.985034588124304,-0.8888314496954506,1.035094566351431,0.01068099317314352,-0.9857813579677323,-0.8422863576484686,1.0343535468993537,-0.0006062565465862185,-0.0007467698434282521,0.046545092046981984,-0.000741019452077385
5.96,0.011193090880579275,-0.9851619309258957,-0.8888736077958044,1.0348818746796584,0.010584541734212678,-0.9859131352783838,-0.8423155310538893,1.0341362468443522,-0.0006085491463665976,-0.0007512043524880996,0.04655807674191503,-0.000745627835306184
5.97,0.011099691456255093,-0.9852882033351551,-0.8889148851329137,1.0346704219557645,0.010488090295281836,-0.9860449125890353,-0.84234470445931,1.033918946789351,-0.0006116011609732571,-0.0007567092538801612,0.046570180673603745,-0.0007514751664134955
5.98,0.011007015436942597,-0.9854134568164196,-0.8889553274725531,1.0344601519607177,0.010391638856350985,-0.9861766898996869,-0.8423738778647307,1.0337016467343496,-0.0006153765805916121,-0.0007632330832673118,0.0465814496078224,-0.0007585052263681114
5.99,0.01091510907325967,-0.9855376269932099,-0.888994885758527,1.0342511430514132,0.010295187417420143,-0.9863084672103384,-0.8424030512701515,1.0334843466793482,-0.0006199216558395275,-0.0007708402171284767,0.04659183448837556,-0.000766796372065004
6.0,0.01082391485519212,-0.9856607955222778,-0.8890336300414107,1.034043303528198,0.0101987359784893,-0.9864402445209899,-0.8424322246755722,1.0332670466243468,-0.0006251788767028203,-0.0007794489987120734,0.046601405365838455,-0.0007762569038511913
6.01,0.010733459670602177,-0.9857829252872167,-0.8890715335866596,1.0338366800710006,0.010128039275518502,-0.9865355755256938,-0.8424384641460533,1.033093310307254,-0.0006054203950836747,-0.0007526502384771483,0.0466330694406063,-0.0007433697637466707
6.0200000000000005,0.010643726137625618,-0.9859040414190896,-0.8891086202717067,1.033631246755525,0.010057342572547699,-0.9866309065303978,-0.8424447036165345,1.0329195739901613,-0.0005863835650779196,-0.0007268651113081503,0.04666391665517222,-0.0007116727653637689
6.03,0.010554700848623278,-0.9860241634214963,-0.8891449092613418,1.0334269840924133,0.0099866458695769,-0.9867262375351016,-0.8424509430870155,1.0327458376730685,-0.0005680549790463771,-0.0007020741136052333,0.04669396617432631,-0.0006811464193448025
6.04,0.010466406538684475,-0.9861432600685661,-0.8891803790477099,1.033223932340087,0.009915949166606102,-0.9868215685398055,-0.8424571825574966,1.0325721013559759,-0.0005504573720783723,-0.0006783084712393972,0.04672319649021328,-0.0006518309841110348
6.05,0.010378798579536986,-0.9862613946069134,-0.8892150834817335,1.0330220200900468,0.009845252463635304,-0.9869168995445095,-0.8424634220279776,1.032398365038883,-0.0005335461159016817,-0.0006555049375960298,0.046751661453755866,-0.0006236550511637962
6.0600000000000005,0.010291914390492587,-0.9863785152524099,-0.8892489848270453,1.032821312074815,0.0097745557606645,-0.9870122305492134,-0.8424696614984588,1.0322246287217904,-0.000517358629828088,-0.0006337152968034498,0.046779323328586475,-0.0005966833530246518
6.07,0.010205714234696996,-0.9864946782974863,-0.889282130917606,1.0326217446168746,0.009703859057693701,-0.9871075615539172,-0.8424759009689399,1.0320508924046976,-0.0005018551770032947,-0.0006128832564309405,0.04680622994866612,-0.0005708522121770088
6.08,0.01012020851346958,-0.986609869812831,-0.889314514060197,1.0324233375601606,0.009633162354722903,-0.9872028925586211,-0.8424821404394209,1.0318771560876048,-0.0004870461587466769,-0.000593022745790095,0.04683237362077608,-0.0005461814725558067
6.09,0.010035395325124031,-0.9867240930791501,-0.8893461402209956,1.0322260903324503,0.009562465651752105,-0.9872982235633251,-0.842488379909902,1.0317034197705122,-0.00047292967337192633,-0.0005741304841749839,0.046857760311093566,-0.00052267056193811
6.1000000000000005,0.009951248195233119,-0.9868373856986578,-0.8893770420415906,1.0320299611034418,0.009491768948781301,-0.987393554568029,-0.8424946193803832,1.0315296834534193,-0.00045947924645181777,-0.0005561688693712652,0.04688242266120746,-0.0005002776500224737
6.11,0.009867801403009392,-0.9869497004030655,-0.8894071861920275,1.031835010092311,0.009421072245810503,-0.987488885572733,-0.8425008588508642,1.0313559471363267,-0.0004467291571988892,-0.0005391851696674443,0.04690632734116329,-0.0004790629559843218
6.12,0.009785006036825845,-0.9870611060563989,-0.8894366291696718,1.0316411574240694,0.009350375542839705,-0.9875842165774368,-0.8425070983213453,1.031182210819234,-0.0004346304939861403,-0.0005231105210379283,0.04692953084832652,-0.0004589466048354751
6.13,0.009702892487620867,-0.9871715608390375,-0.8894653419793561,1.0314484568510682,0.009279678839868907,-0.9876795475821407,-0.8425133377918265,1.0310084745021413,-0.0004232136477519601,-0.0005079867431032614,0.04695200418752965,-0.0004399823489269483
6.140000000000001,0.00962143340640158,-0.9872811034587968,-0.8894933574759611,1.0312568645670088,0.009208982136898101,-0.9877748785868447,-0.8425195772623075,1.0308347381850484,-0.000412451269503478,-0.0004937751280478242,0.046973780213653615,-0.0004221263819603749
6.15,0.009540629062286487,-0.9873897340876944,-0.8895206788789254,1.0310663834008813,0.009138285433927303,-0.9878702095915486,-0.8425258167327886,1.0306610018679556,-0.0004023436283591836,-0.00048047550385421633,0.046994862146136795,-0.000405381532925686
6.16,0.009460486326509008,-0.9874974437180886,-0.8895473026279438,1.030877027609705,0.009067588730956507,-0.9879655405962524,-0.8425320562032697,1.030487265550863,-0.0003928975955525011,-0.0004680968781638484,0.04701524642467414,-0.00038976205884200255
6.17,0.009380972093770446,-0.9876042789535742,-0.88957326709882,1.030688743301032,0.008996892027985709,-0.9880608716009563,-0.8425382956737508,1.0303135292337702,-0.0003840800657847372,-0.0004565926473821813,0.04703497142506918,-0.00037521406726193085
6.18,0.009302126002112695,-0.9877101852013281,-0.8895985344127654,1.0305016006235805,0.00892619532501491,-0.9881562026056603,-0.8425445351442319,1.0301397929166776,-0.0003759306770977841,-0.0004460174043321441,0.047053999268533486,-0.00036180770690297237
6.19,0.009223897879300917,-0.987815232736487,-0.8896231603528449,1.0303155162464925,0.008855498622044105,-0.9882515336103642,-0.842550774614713,1.0299660565995847,-0.0003683992572568115,-0.0004363008738772489,0.047072385738131994,-0.0003494596469078015
6.2,0.009146314110162099,-0.9879193854099527,-0.8896471209768215,1.030130537740708,0.008784801919073307,-0.9883468646150682,-0.8425570140851941,1.029792320282492,-0.00036151219108879196,-0.000427479205115433,0.047090106891627403,-0.0003382174582160502
6.21,0.009069353813138087,-0.9880226727231499,-0.8896704411956082,1.0299466315909402,0.008714105216102509,-0.988442195619772,-0.8425632535556752,1.0296185839653993,-0.00035524859703557794,-0.0004195228966220599,0.047107187639933046,-0.00032804762554095035
6.22,0.008993012806859248,-0.9881251009740732,-0.8896931286575608,1.0297637929641987,0.00864340851313171,-0.9885375266244759,-0.8425694930261562,1.0294448476483065,-0.00034960429372753697,-0.0004124256504026702,0.04712363563140454,-0.0003189453158922717
6.23,0.008917301233238329,-0.9882266565869194,-0.8897151764813259,1.0295820418282904,0.008572711810160907,-0.9886328576291799,-0.8425757324966373,1.0292711113312139,-0.00034458942307742137,-0.0004062010422604123,0.04713944398468861,-0.00031093049707653364
6.24,0.00884218472348071,-0.9883273876727182,-0.8897366228652855,1.0294013211539783,0.00850201510719011,-0.9887281886338838,-0.8425819719671185,1.029097375014121,-0.0003401696162906014,-0.0004008009611655705,0.04715465089816706,-0.0003039461398572918
6.25,0.00876770299977466,-0.9884272396898245,-0.8897574311831404,1.0292217022549386,0.008431318404219311,-0.9888235196385876,-0.8425882114375995,1.0289236386970284,-0.00033638459555534843,-0.000396279948763123,0.04716921974554089,-0.0002980635579101776
6.26,0.008693807299356678,-0.9885262806149693,-0.8897776536351365,1.0290431027672229,0.008360621701248513,-0.9889188506432915,-0.8425944509080806,1.0287499023799356,-0.00033318559810816516,-0.00039257002832226995,0.047183202727055895,-0.0002932003872873068
6.2700000000000005,0.008620522430235289,-0.9886244765760157,-0.889797268694239,1.02886556819095,0.008289924998277708,-0.9890141816479955,-0.8426006903785617,1.0285761660628427,-0.000330597431957581,-0.00038970507197977344,0.04719657831567736,-0.0002894021281072412
6.28,0.008547829039174571,-0.9887218547901403,-0.8898162987607143,1.0286890670368667,0.00821922829530691,-0.9891095126526994,-0.8426069298490428,1.0284024297457501,-0.000328600743867662,-0.00038765786255912094,0.04720936891167149,-0.0002866372911165538
6.29,0.008475723288373056,-0.9888184209960024,-0.8898347507716228,1.0285135948654374,0.008148531592336113,-0.9892048436574032,-0.8426131693195239,1.0282286934286573,-0.0003271916960369426,-0.0003864226614008759,0.04722158145209887,-0.00028490143678006064
6.3,0.008404213958428348,-0.988914163506566,-0.8898526194232478,1.0283391695136317,0.008077834889365315,-0.9893001746621072,-0.842619408790005,1.0280549571115647,-0.000326379069063033,-0.00038601115554115495,0.04723321063324282,-0.0002842124020669967
6.3100000000000005,0.008333269795051735,-0.9890091258936085,-0.8898699383548866,1.0281657383813856,0.00800713818639451,-0.9893955056668111,-0.8426256482604861,1.0278812207944719,-0.00032613160865722565,-0.0003863797732026608,0.047244290094400454,-0.000284517586913724
6.32,0.008262926514658831,-0.9891032592943875,-0.8898866761206133,1.0279933667217052,0.007936441483423711,-0.989490836671515,-0.8426318877309672,1.0277074844773793,-0.00032648503123512,-0.0003875773771275792,0.04725478838964614,-0.0002858822443259079
6.33,0.008193138667771785,-0.9891966268171898,-0.8899028797187535,1.0278219766380576,0.007865744780452913,-0.989586167676219,-0.8426381272014483,1.0275337481602864,-0.00032739388731887163,-0.00038954085902920266,0.04726475251730522,-0.00028822847777121297
6.34,0.008123931611432192,-0.9892891939037377,-0.8899185278187913,1.0276516151751818,0.007795048077482116,-0.9896814986809228,-0.8426443666719293,1.0273600118431936,-0.0003288835339500763,-0.00039230477718510404,0.047274161146862004,-0.00029160333198818833
6.3500000000000005,0.008055283483843418,-0.9893809910802753,-0.8899336443078893,1.0274822457987163,0.007724351374511312,-0.9897768296856267,-0.8426506061424105,1.027186275526101,-0.00033093210933210666,-0.00039583860535141735,0.04728303816547885,-0.00029597027261529796
6.36,0.007987194612651375,-0.9894720182859889,-0.8899482318936572,1.0273138713405199,0.0076536546715405135,-0.9898721606903307,-0.8426568456128916,1.0270125392090081,-0.00033353994111086187,-0.00040014240434183,0.04729138628076568,-0.00030133213151173344
6.37,0.007919668762080995,-0.9895622707248302,-0.8899622901042944,1.0271465008229765,0.007582957968569715,-0.9899674916950346,-0.8426630850833726,1.0268388028919155,-0.00033671079351127974,-0.00040522097020445624,0.047299205020921775,-0.00030769793106100174
6.38,0.007852681324161458,-0.9896517826295647,-0.8899758450257179,1.0269800925987451,0.007512261265598917,-0.9900628226997384,-0.8426693245538537,1.0266650665748227,-0.00034042005856254123,-0.00041104007017378486,0.04730652047186423,-0.00031502602392241563
6.390000000000001,0.00778626053558289,-0.989740515549811,-0.8899888733488547,1.0268146994602299,0.007441564562628113,-0.9901581537044424,-0.8426755640243349,1.02649133025773,-0.0003446959729547774,-0.0004176381546313612,0.047313309324519826,-0.000323369202499757
6.4,0.007720366028343727,-0.9898285253333386,-0.8900014154084858,1.0266502512116773,0.007370867859657315,-0.9902534847091463,-0.8426818034948159,1.0263175939406373,-0.00034949816868641223,-0.0004249593758076653,0.047319611913669846,-0.00033265727104003773
6.41,0.007655025281571902,-0.989915774594592,-0.8900134487736667,1.0264867994205624,0.007319376157545334,-0.9903222643689601,-0.8426747764253504,1.026179251938808,-0.000335649124026568,-0.00040648977436807954,0.047338672348316346,-0.00030754748175443325
6.42,0.007590210704453351,-0.9900023015725522,-0.8900250015602623,1.0263242965166735,0.007267884455433353,-0.9903910440287738,-0.842667749355885,1.0260409099369787,-0.0003223262490199977,-0.000388742456221558,0.047357252204377365,-0.00028338657969473324
6.43,0.007525929903348931,-0.9900880961730696,-0.8900360696961573,1.0261627584158743,0.007216392753321373,-0.9904598236885875,-0.8426607222864194,1.0259025679351494,-0.00030953715002755844,-0.00037172751551795,0.04737534740973792,-0.0002601904807248978
6.44,0.007462178614828545,-0.9901731645926801,-0.8900466599887632,1.0260021796891472,0.007164901051209387,-0.9905286033484013,-0.8426536952169539,1.0257642259333202,-0.0002972775636191577,-0.00035543875572119354,0.04739296477180932,-0.00023795375582702505
6.45,0.00739894173189728,-0.9902575278750219,-0.8900567888417498,1.0258425351008154,0.007113409349097407,-0.990597383008215,-0.8426466681474885,1.025625883931491,-0.0002855323827998732,-0.0003398551331931232,0.047410120694261315,-0.0002166511693244555
6.46,0.007336237321628526,-0.9903411615956333,-0.8900664429426537,1.0256838596966995,0.007061917646985426,-0.9906661626680288,-0.8426396410780229,1.0254875419296616,-0.0002743196746430995,-0.0003250010723954144,0.047426801864630774,-0.00019631776703787907
6.47,0.00727403136026888,-0.9904241126866472,-0.890075655293071,1.0255260936055504,0.007010425944873445,-0.9907349423278425,-0.8426326140085574,1.0253491999278324,-0.00026360541539543515,-0.0003108296411953315,0.0474430412845136,-0.00017689367771800413
6.48,0.007212354806312841,-0.9905063390790421,-0.8900844012447333,1.025369295443509,0.00695893424276146,-0.9908037219876563,-0.842625586939092,1.025210857926003,-0.00025342056355138077,-0.0002973829086142521,0.04745881430564136,-0.00015843751750588275
6.49,0.0071511717489373995,-0.9905878902407623,-0.8900927150680693,1.0252134015884242,0.006907442540649479,-0.99087250164747,-0.8426185598696264,1.0250725159241738,-0.00024372920828792059,-0.0002846114067076577,0.04747415519844289,-0.00014088566425041193
6.5,0.0070904994821145385,-0.9906687428198993,-0.8901005843750632,1.0250584458921062,0.0068559508385374985,-0.9909412813072838,-0.842611532800161,1.0249341739223445,-0.00023454864357703997,-0.0002725384873845105,0.04748905157490224,-0.00012427196976161348
6.51,0.007030323458973513,-0.9907489170117688,-0.8901080245402889,1.0249044037808144,0.006804459136425518,-0.9910100609670975,-0.8426045057306955,1.0247958319205153,-0.0002258643225479945,-0.00026114395532872425,0.04750351880959347,-0.00010857186029911148
6.5200000000000005,0.006970640188108566,-0.9908284178881587,-0.8901150412758552,1.024751270960641,0.0067529674343135325,-0.9910788406269112,-0.8425974786612299,1.024657489918686,-0.0002176727537950337,-0.0002504227387525315,0.04751756261462525,-9.378104195501002e-05
6.53,0.006911455535293941,-0.9909072377293997,-0.8901216322113393,1.024599060357932,0.006701475732201552,-0.991147620286725,-0.8425904515917645,1.0245191479168567,-0.0002099798030923885,-0.00024038255732528047,0.04753118061957484,-7.991244107530271e-05
6.54,0.006852746171660157,-0.9909854086786104,-0.8901278197871471,1.024447730808598,0.006649984030089571,-0.9912163999465388,-0.842583424522299,1.0243808059150274,-0.0002027621415705864,-0.0002309912679283599,0.047544395264848105,-6.692489357051912e-05
6.55,0.006794537448696147,-0.9910628964217199,-0.8901335851589796,1.0242973314127857,0.0065984923279775905,-0.9912851796063524,-0.8425763974528334,1.0242424639131982,-0.0001960451207185564,-0.0002222831846325768,0.04755718770614614,-5.486749958749648e-05
6.5600000000000005,0.006736793264717394,-0.9911397504929935,-0.8901389612065446,1.02414779701078,0.006547000625865605,-0.9913539592661662,-0.842569370383368,1.024104121911369,-0.00018979263885178944,-0.00021420877317268605,0.04756959082317658,-4.367509941105574e-05
6.57,0.006679539075040762,-0.9912159364519836,-0.8901439292778643,1.0239991771607986,0.0064955089237536245,-0.99142273892598,-0.8425623433139025,1.0239657799095396,-0.0001840301512871373,-0.0002068024739964036,0.04758158596396189,-3.339725125894866e-05
6.58,0.006622748289321362,-0.9912914908207399,-0.8901485140673719,1.0238514242984773,0.006444017221641644,-0.9914915185857938,-0.8425553162444369,1.0238274379077104,-0.00017873106767971828,-0.00020002776505390063,0.04759319782293503,-2.3986390766950194e-05
6.59,0.006566430689913445,-0.9913664005302266,-0.8901527100223514,1.0237045587681677,0.006392525519529664,-0.9915602982456074,-0.8425482891749715,1.023689095905881,-0.0001739051703837811,-0.00019389771538080858,0.047604420847379925,-1.54628622865971e-05
6.6000000000000005,0.006510578394274465,-0.9914406765823255,-0.8901565261394891,1.023558567822858,0.006341033817417678,-0.9916290779054212,-0.842541262105506,1.0235507539040518,-0.00016954457685678694,-0.00018840132309572155,0.047615264033983196,-7.813918806220954e-06
6.61,0.006455182979211851,-0.9915143306996248,-0.8901599717096278,1.0234134375707464,0.006289542115305698,-0.991697857565235,-0.8425342350360404,1.0234124119022225,-0.0001656408639061531,-0.00018352686561018405,0.04762573667358738,-1.0256685238907437e-06
6.62,0.0064002544684746135,-0.9915873494927208,-0.8901630410508571,1.0232691888578263,0.006238050413193716,-0.9917666372250487,-0.842527207966575,1.0232740699003933,-0.00016220405528089704,-0.00017928773232789297,0.0476358330842821,4.881042567017602e-06
6.63,0.006345767035406295,-0.9916597683456683,-0.8901657573152998,1.0231257748180476,0.006186558711081736,-0.9918354168848624,-0.8425201808971094,1.023135727898564,-0.00015920832432455862,-0.000175648539194162,0.04764557641819034,9.953080516433843e-06
6.640000000000001,0.006291747798932196,-0.9917315506239106,-0.8901681013570434,1.0229832488708346,0.00613506700896975,-0.9919041965446762,-0.8425131538276439,1.0229973858967347,-0.00015668078996244547,-0.0001726459207656017,0.04765494752939947,1.4137025900140543e-05
6.65,0.00623816124891882,-0.9918027448407644,-0.8901701037898908,1.0228415456222708,0.00608357530685777,-0.99197297620449,-0.8425061267581785,1.0228590438949055,-0.00015458594206105031,-0.00017023136372562586,0.047663977031712323,1.7498272634641765e-05
6.66,0.006185030077470064,-0.9918733203974216,-0.8901717491708626,1.0227007102563335,0.00603208360474579,-0.9920417558643037,-0.842499099688713,1.0227207018930762,-0.00015294647272427481,-0.00016843546688205535,0.047672649482149665,1.9991636742711094e-05
6.67,0.006132331653427202,-0.9919433082649973,-0.890173057550865,1.0225607015307645,0.005980591902633808,-0.9921105355241174,-0.8424920726192474,1.022582359891247,-0.0001517397507933933,-0.00016722725912010628,0.04768098493161754,2.1658360482401662e-05
6.68,0.006080073382256487,-0.992012698616209,-0.8901740255041242,1.0224215355152633,0.005929100200521828,-0.9921793151839312,-0.842485045549782,1.0224440178894176,-0.000150973181734659,-0.0001666165677222109,0.04768897995434218,2.2482374154364493e-05
6.69,0.006028249079493122,-0.9920815000704887,-0.8901746600952242,1.0222832022384907,0.005877608498409842,-0.9922480948437449,-0.8424780184803164,1.0223056758875884,-0.0001506405810832792,-0.0001665947732562012,0.04769664161490772,2.2473649097687343e-05
6.7,0.005976850170666843,-0.9921497244783346,-0.8901749701555324,1.0221456870968888,0.005826116796297862,-0.9923168745035587,-0.8424709914108509,1.022167333885759,-0.00015073337436898124,-0.00016715002522404987,0.04770397874468146,2.1646788870288702e-05
6.71,0.00592588619277851,-0.9922173591251786,-0.890174950823132,1.0220090104608652,0.0057746250941858816,-0.9923856541633724,-0.8424639643413855,1.0220289918839298,-0.0001512610985926286,-0.00016829503819382197,0.04771098648174654,1.9981423064585613e-05
6.72,0.005875333287502373,-0.992284436566734,-0.8901746223976748,1.021873128203123,0.005723133392073901,-0.9924544338231861,-0.84245693727192,1.0218906498821005,-0.00015219989542847225,-0.0001699972564520591,0.047717685125754805,1.7521678977505672e-05
6.73,0.00582521603203615,-0.9923509237055491,-0.8901739687638819,1.021738089797647,0.0056716416899619156,-0.9925232134829999,-0.8424499102024545,1.0217523078802713,-0.00015357434207423446,-0.00017228977745076257,0.04772405856142736,1.4218082624362083e-05
6.74,0.005775501583602888,-0.99241686524442,-0.8901730166249251,1.0216038334621886,0.005620149987849935,-0.9925919931428137,-0.842442883132989,1.021613965878442,-0.0001553515957529528,-0.00017512789839368992,0.04773013349193611,1.0132416253361143e-05
6.75,0.005726212011835238,-0.9924822314947358,-0.890171751852296,1.0214704039014884,0.005568658285737954,-0.9926607728026274,-0.8424358560635234,1.0214756238766127,-0.00015755372609728424,-0.00017854130789163314,0.047735895788772575,5.21997512437089e-06
6.76,0.005677324451275602,-0.9925470536118922,-0.8901701933915991,1.0213377583925074,0.0055171665836259735,-0.9927295524624411,-0.842428828994058,1.0213372818747835,-0.00016015786764962854,-0.00018249885054888448,0.047741364397541064,-4.7651772394630143e-07
6.7700000000000005,0.005628847929854977,-0.9926113195737393,-0.890168336861889,1.0212059164144305,0.005465674881513988,-0.9927983321222549,-0.8424218019245925,1.0211989398729542,-0.00016317304834098916,-0.00018701254851560822,0.047746534937296525,-6.976541476300113e-06
6.78,0.00558077412528447,-0.9926750408298521,-0.8901661905006162,1.0210748635744422,0.0054141831794020075,-0.9928671117820687,-0.842414774855127,1.021060597871125,-0.00016659094588246208,-0.0001920709522165165,0.04775141564548924,-1.4265703317306588e-05
6.79,0.00553309795065504,-0.9927382244488345,-0.8901637601574661,1.0209445917763904,0.005362691477290026,-0.9929358914418823,-0.8424077477856615,1.0209222558692956,-0.00017040647336501354,-0.0001976669930477959,0.0477560123718046,-2.2335907094772622e-05
6.8,0.0054858249583812834,-0.9928008631109781,-0.8901610440502954,1.0208151137878299,0.005311199775178046,-0.9930046711016961,-0.842400720716196,1.0207839138674664,-0.0001746251832032376,-0.00020380799071795241,0.04776032333409941,-3.11999203634894e-05
6.8100000000000005,0.005438936597223673,-0.9928629820666461,-0.8901580573701309,1.0206863948198732,0.0052738772669632915,-0.9930541854737606,-0.8423867057375642,1.0206741050218309,-0.00016505933026038193,-0.0001912034071144264,0.04777135163256663,-1.2289798042353084e-05
