r,z,U,V,W,T,rho,mu,kappa,Mr
8.5999999999999996e+00,3.2500000000000000e+00,7.9201257396643188e-02,-8.7801331580036257e-01,-7.6522406086891626e-01,1.1488749799790332e+00,8.7041672716926066e-01,1.1143943134145897e+00,1.5477698797424857e+00,1.2900000000000000e-01
8.5999999999999996e+00,3.5000000000000000e+00,6.7324285852491866e-02,-8.9938081594904984e-01,-7.8707433386529002e-01,1.1311532833209914e+00,8.8405348306470544e-01,1.1011670281039190e+00,1.5293986501443320e+00,1.2900000000000000e-01
8.5999999999999996e+00,3.7500000000000000e+00,5.6806829358130737e-02,-9.1719868408768124e-01,-8.0433899191776392e-01,1.1151543627279781e+00,8.9673684058745151e-01,1.0891387767859468e+00,1.5126927455360373e+00,1.2900000000000000e-01
8.5999999999999996e+00,4.0000000000000000e+00,4.7629179676412545e-02,-9.3200383364571993e-01,-8.1779743283447304e-01,1.1008037251971341e+00,9.0842715836641819e-01,1.0782784414566735e+00,1.4976089464676021e+00,1.2900000000000000e-01
8.5999999999999996e+00,4.2500000000000000e+00,3.9717351373336492e-02,-9.4426656081677851e-01,-8.2814399062834387e-01,1.0880059424610278e+00,9.1911262703036190e-01,1.0685355375293781e+00,1.4840771354574698e+00,1.2900000000000000e-01
8.5999999999999996e+00,4.5000000000000000e+00,3.2965493903889080e-02,-9.5439453513865302e-01,-8.3598042442259290e-01,1.0766517301612650e+00,9.2880545489878719e-01,1.0598454136922324e+00,1.4720075190169895e+00,1.2900000000000000e-01
8.5999999999999996e+00,4.7500000000000000e+00,2.7252286712145080e-02,-9.6273804332416280e-01,-8.4181693776609134e-01,1.0666241200574764e+00,9.3753739597236341e-01,1.0521340559638088e+00,1.4612972999497345e+00,1.2900000000000000e-01
8.5999999999999996e+00,5.0000000000000000e+00,2.2452403025328953e-02,-9.6959580478816221e-01,-8.4607840133929890e-01,1.0578035555882308e+00,9.4535511316551868e-01,1.0453222666171178e+00,1.4518364814126636e+00,1.2900000000000000e-01
8.5999999999999996e+00,5.2500000000000000e+00,1.8444091346067427e-02,-9.7522090107918191e-01,-8.4911333661668875e-01,1.0500718808284260e+00,9.5231575881365083e-01,1.0393291080366580e+00,1.4435126500509139e+00,1.2900000000000000e-01
8.5999999999999996e+00,5.5000000000000000e+00,1.5113817148074474e-02,-9.7982652294041772e-01,-8.5120397235310763e-01,1.0433152901385583e+00,9.5848302948497399e-01,1.0340745950335013e+00,1.4362147153243074e+00,1.2900000000000000e-01
8.5999999999999996e+00,5.7500000000000000e+00,1.2358764719412149e-02,-9.8359135361524308e-01,-8.5257628372703376e-01,1.0374263639536667e+00,9.6392383570142404e-01,1.0294816837992831e+00,1.4298356719434488e+00,1.2900000000000000e-01
8.5999999999999996e+00,6.0000000000000000e+00,1.0087846499254458e-02,-9.8666448769482729e-01,-8.5340936945736212e-01,1.0323053427234248e+00,9.6870563254259934e-01,1.0254776439410047e+00,1.4242745054736177e+00,1.2900000000000000e-01
8.5999999999999996e+00,6.2500000000000000e+00,8.2217222169603636e-03,-9.8916984063353797e-01,-8.5384383554612209e-01,1.0278607947945499e+00,9.7289438906936931e-01,1.0219949171158407e+00,1.4194373848831121e+00,1.2900000000000000e-01
8.5999999999999996e+00,6.5000000000000000e+00,6.6922027351094381e-03,-9.9121004186974160e-01,-8.5398906216306347e-01,1.0240098232459909e+00,9.7655313191246296e-01,1.0189715677058273e+00,1.4152382884803159e+00,1.2900000000000000e-01
8.5999999999999996e+00,6.7500000000000000e+00,5.4413079624553839e-03,-9.9286982923690204e-01,-8.5392935913992796e-01,1.0206779380269897e+00,9.7974097679924288e-01,1.0163514233015400e+00,1.4115991990299168e+00,1.2900000000000000e-01
8.5999999999999996e+00,7.0000000000000000e+00,4.4201648193164800e-03,-9.9421897763874789e-01,-8.5372908865262320e-01,1.0177986980689029e+00,9.8251255567267592e-01,1.0140839899759861e+00,1.4084499860777586e+00,1.2900000000000000e-01
8.5999999999999996e+00,7.2500000000000000e+00,3.5878679637253541e-03,-9.9531480345576895e-01,-8.5343686929061013e-01,1.0153132065230315e+00,9.8491775106967039e-01,1.0121242126488095e+00,1.4057280731233466e+00,1.2900000000000000e-01
8.5999999999999996e+00,7.5000000000000000e+00,2.9103796931373668e-03,-9.9620428984195708e-01,-8.5308898752363849e-01,1.0131695227484054e+00,9.8700165919649785e-01,1.0104321363547586e+00,1.4033779671593869e+00,1.2900000000000000e-01
8.5999999999999996e+00,7.7500000000000000e+00,2.3595127357116320e-03,-9.9692587846376979e-01,-8.5271214024336139e-01,1.0113220379901207e+00,9.8880471544689974e-01,1.0089725111277903e+00,1.4013507098997089e+00,1.2900000000000000e-01
8.5999999999999996e+00,8.0000000000000000e+00,1.9120173714933415e-03,-9.9751097145877177e-01,-8.5232562209350593e-01,1.0097308480650198e+00,9.9036292881051691e-01,1.0077143720381989e+00,1.3996032944974985e+00,1.2900000000000000e-01
8.5999999999999996e+00,8.2500000000000000e+00,1.5487797650001426e-03,-9.9798518429014516e-01,-8.5194305789038294e-01,1.0083611456445507e+00,9.9170818344135403e-01,1.0066306168015637e+00,1.3980980788910609e+00,1.2900000000000000e-01
8.5999999999999996e+00,8.5000000000000000e+00,1.2541293569712690e-03,-9.9836938635728345e-01,-8.5157376612293645e-01,1.0071826465412050e+00,9.9286857595703104e-01,1.0056975961972834e+00,1.3968022169406715e+00,1.2900000000000000e-01
8.5999999999999996e+00,8.7500000000000000e+00,1.0152479636736779e-03,-9.9868056212430600e-01,-8.5122382575528333e-01,1.0061690583428777e+00,9.9386876559985060e-01,1.0048947270512587e+00,1.3956871209045261e+00,1.2900000000000000e-01
8.5999999999999996e+00,9.0000000000000000e+00,8.2167060800680900e-04,-9.9893252144064082e-01,-8.5089690607173551e-01,1.0052975953799708e+00,9.9473032124585115e-01,1.0042041334690932e+00,1.3947279631515184e+00,1.2900000000000000e-01
