r,z,U,V,W,T,rho,mu,kappa,Mr
3.3750000000000000e+00,1.2250000000000000e+01,5.6148085525879292e-05,-9.9992818817557882e-01,-8.4180410966171815e-01,1.0007656084877565e+00,9.9923497722017707e-01,1.0006082236164793e+00,1.3897336439117769e+00,5.0624999999999996e-02
3.3750000000000000e+00,1.2500000000000000e+01,4.5453769552565057e-05,-9.9994186706635946e-01,-8.4173266641780364e-01,1.0006569101580616e+00,9.9934352108960323e-01,1.0005218834623757e+00,1.3896137270310773e+00,5.0624999999999996e-02
3.3750000000000000e+00,1.2750000000000000e+01,3.6792670224328798e-05,-9.9995294490783138e-01,-8.4167022396421509e-01,1.0005634965858012e+00,9.9943682076377560e-01,1.0004476806417528e+00,1.3895106675579900e+00,5.0624999999999996e-02
3.3750000000000000e+00,1.3000000000000000e+01,2.9778465022265685e-05,-9.9996191605238927e-01,-8.4161571864140294e-01,1.0004832205734520e+00,9.9951701281589211e-01,1.0003839110216077e+00,1.3894220986411219e+00,5.0624999999999996e-02
3.3750000000000000e+00,1.3250000000000000e+01,2.4098161602076988e-05,-9.9996918096872123e-01,-8.4156819712928110e-01,1.0004142360035693e+00,9.9958593551684749e-01,1.0003291091829662e+00,1.3893459849763421e+00,5.0624999999999996e-02
3.3750000000000000e+00,1.3500000000000000e+01,1.9498201439554146e-05,-9.9997506404959335e-01,-8.4152680856031759e-01,1.0003549557705822e+00,9.9964517017831056e-01,1.0002820151294638e+00,1.3892805765686997e+00,5.0624999999999996e-02
3.3750000000000000e+00,1.3750000000000000e+01,1.5773189721674446e-05,-9.9997982804849961e-01,-8.4149079625481782e-01,1.0003040155504273e+00,9.9969607684693740e-01,1.0002415455993363e+00,1.3892243688879671e+00,5.0624999999999996e-02
3.3750000000000000e+00,1.4000000000000000e+01,1.2756757407506425e-05,-9.9998368578134822e-01,-8.4145948942224513e-01,1.0002602426087424e+00,9.9973982509985237e-01,1.0002067693548977e+00,1.3891760685484691e+00,5.0624999999999996e-02
3.3750000000000000e+00,1.4250000000000000e+01,1.0314153622028958e-05,-9.9998680960991271e-01,-8.4143229506697992e-01,1.0002226289548124e+00,9.9977742059780728e-01,1.0001768859057973e+00,1.3891345637580519e+00,5.0624999999999996e-02
3.3750000000000000e+00,1.4500000000000000e+01,8.3362417909328121e-06,-9.9998933912656940e-01,-8.4140869025756360e-01,1.0001903082415753e+00,9.9980972796876044e-01,1.0001512071945775e+00,1.3890988988813577e+00,5.0624999999999996e-02
3.3750000000000000e+00,1.4750000000000000e+01,6.7346342339314879e-06,-9.9999138738079929e-01,-8.4138821485939164e-01,1.0001625358931836e+00,9.9983749052043980e-01,1.0001291418362535e+00,1.3890682525503522e+00,5.0624999999999996e-02
3.3750000000000000e+00,1.5000000000000000e+01,5.4377498396370913e-06,-9.9999304592369043e-01,-8.4137046478714317e-01,1.0001386720122469e+00,9.9986134721501374e-01,1.0001101815587874e+00,1.3890419188316492e+00,5.0624999999999996e-02
3.3750000000000000e+00,1.5250000000000000e+01,4.3876200342844377e-06,-9.9999438889448977e-01,-8.4135508580164253e-01,1.0001181666801944e+00,9.9988184728152008e-01,1.0000938895393363e+00,1.3890192910268560e+00,5.0624999999999996e-02
3.3750000000000000e+00,1.5500000000000000e+01,3.5373012457838313e-06,-9.9999547633089036e-01,-8.4134176785320358e-01,1.0001005473173517e+00,9.9989946279139497e-01,1.0000798903728585e+00,1.3889998477400813e+00,5.0624999999999996e-02
3.3750000000000000e+00,1.5750000000000000e+01,2.8487788611823992e-06,-9.9999635685034671e-01,-8.4133023995800094e-01,1.0000854078153272e+00,9.9991459947854477e-01,1.0000678614458178e+00,1.3889831408969693e+00,5.0624999999999996e-02
3.3750000000000000e+00,1.6000000000000000e+01,2.2912694313986067e-06,-9.9999706982181480e-01,-8.4132026558344564e-01,1.0000723991940890e+00,9.9992760604717490e-01,1.0000575255190591e+00,1.3889687854431378e+00,5.0624999999999996e-02
3.3750000000000000e+00,1.6250000000000000e+01,1.8398455330198363e-06,-9.9999764712468087e-01,-8.4131163851209312e-01,1.0000612215704667e+00,9.9993878217738452e-01,1.0000486443509984e+00,1.3889564504874978e+00,5.0624999999999996e-02
3.3750000000000000e+00,1.6500000000000000e+01,1.4743220206442648e-06,-9.9999811457329379e-01,-8.4130417914980582e-01,1.0000516172544742e+00,9.9994838540972919e-01,1.0000410132156894e+00,1.3889458516884576e+00,5.0624999999999996e-02
3.3750000000000000e+00,1.6750000000000000e+01,1.1783540201872314e-06,-9.9999849307063449e-01,-8.4129773124239315e-01,1.0000433648154268e+00,9.9995663706499893e-01,1.0000344561905361e+00,1.3889367447090779e+00,5.0624999999999996e-02
3.3750000000000000e+00,1.7000000000000000e+01,9.3870643291310876e-07,-9.9999879954260062e-01,-8.4129215896473064e-01,1.0000362739818729e+00,9.9996372733388117e-01,1.0000288221058424e+00,1.3889289195914478e+00,5.0624999999999996e-02
3.3750000000000000e+00,1.7250000000000000e+01,7.4466235581430345e-07,-9.9999904769460468e-01,-8.4128734434728347e-01,1.0000301812583647e+00,9.9996981965251608e-01,1.0000239810634379e+00,1.3889221959214417e+00,5.0624999999999996e-02
3.3750000000000000e+00,1.7500000000000000e+01,5.8754401292571392e-07,-9.9999924862426726e-01,-8.4128318500651400e-01,1.0000249461584472e+00,9.9997505446384816e-01,1.0000198214445608e+00,1.3889164186730012e+00,5.0624999999999996e-02
3.3750000000000000e+00,1.7750000000000000e+01,4.6032480764611086e-07,-9.9999941131756653e-01,-8.4127959214770032e-01,1.0000204479673340e+00,9.9997955245077674e-01,1.0000162473383387e+00,1.3889114546365815e+00,5.0624999999999996e-02
3.3750000000000000e+00,1.8000000000000000e+01,3.5731517012046458e-07,-9.9999954305060623e-01,-8.4127648881090644e-01,1.0000165829598666e+00,9.9998341731512341e-01,1.0000131763318250e+00,1.3889071893497569e+00,5.0624999999999996e-02
3.3750000000000000e+00,1.8250000000000000e+01,2.7390816637336202e-07,-9.9999964971495248e-01,-8.4127380833321030e-01,1.0000132620097788e+00,9.9998673816609973e-01,1.0000105376108008e+00,1.3889035244594456e+00,5.0624999999999996e-02
3.3750000000000000e+00,1.8500000000000000e+01,2.0637350332942331e-07,-9.9999973608107484e-01,-8.4127149300265724e-01,1.0000104085352692e+00,9.9998959157306722e-01,1.0000082703276936e+00,1.3889003754551301e+00,5.0624999999999996e-02
3.3750000000000000e+00,1.8750000000000000e+01,1.5169072465094912e-07,-9.9999980601166771e-01,-8.4126949288176278e-01,1.0000079567336020e+00,9.9999204332970715e-01,1.0000063221990632e+00,1.3888976697209212e+00,5.0624999999999996e-02
3.3750000000000000e+00,1.9000000000000000e+01,1.0741414258208138e-07,-9.9999986263438290e-01,-8.4126776478050391e-01,1.0000058500640940e+00,9.9999414997012903e-01,1.0000046483003926e+00,1.3888953448616563e+00,5.0624999999999996e-02
3.3750000000000000e+00,1.9250000000000000e+01,7.1563468630939113e-08,-9.9999990848169795e-01,-8.4126627136088117e-01,1.0000040399445593e+00,9.9999596007176172e-01,1.0000032100304399e+00,1.3888933472645000e+00,5.0624999999999996e-02
3.3750000000000000e+00,1.9500000000000000e+01,4.2535254101176741e-08,-9.9999994560417083e-01,-8.4126498035705843e-01,1.0000024846311837e+00,9.9999751537498971e-01,1.0000019742213069e+00,1.3888916308629262e+00,5.0624999999999996e-02
3.3750000000000000e+00,1.9750000000000000e+01,1.9031181382775071e-08,-9.9999997566214394e-01,-8.4126386389679397e-01,1.0000011482560311e+00,9.9999885174528735e-01,1.0000009123737337e+00,1.3888901560746301e+00,5.0624999999999996e-02
3.3750000000000000e+00,2.0000000000000000e+01,-1.2410603426654974e-21,-1.0000000000000000e+00,-8.4126289791157771e-01,1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,1.3888888888888888e+00,5.0624999999999996e-02
3.8500000000000001e+00,0.0000000000000000e+00,-2.0284290642902876e-19,7.8721063422359373e-23,-8.1864744106229167e-23,1.5000000000000000e+00,6.6666666666666663e-01,1.3580981811706159e+00,1.8862474738480777e+00,5.7749999999999996e-02
3.8500000000000001e+00,2.5000000000000000e-01,7.4993062195782431e-02,-1.1064822875494398e-01,-3.7439406860530697e-02,1.4702307513802988e+00,6.8016534075427859e-01,1.3386515956585858e+00,1.8592383273035915e+00,5.7749999999999996e-02
3.8500000000000001e+00,5.0000000000000000e-01,1.2566930251514360e-01,-2.1814370842818909e-01,-9.9399377834494915e-02,1.4401082351939609e+00,6.9439225161108464e-01,1.3187656390825018e+00,1.8316189431701415e+00,5.7749999999999996e-02
3.8500000000000001e+00,7.5000000000000000e-01,1.5683235021540015e-01,-3.1939292170815936e-01,-1.7556455606911536e-01,1.4097964656316200e+00,7.0932224925956100e-01,1.2985370400923295e+00,1.8035236667949022e+00,5.7749999999999996e-02
3.8500000000000001e+00,1.0000000000000000e+00,1.7282111736099187e-01,-4.1254385710901714e-01,-2.5798933921037975e-01,1.3795191920509058e+00,7.2489024129727286e-01,1.2781072696025273e+00,1.7751489855590659e+00,5.7749999999999996e-02
3.8500000000000001e+00,1.2500000000000000e+00,1.7741936447934745e-01,-4.9667162216854288e-01,-3.4081405195894748e-01,1.3495387272290262e+00,7.4099392616414550e-01,1.2576506576001021e+00,1.7467370244445863e+00,5.7749999999999996e-02
3.8500000000000001e+00,1.5000000000000000e+00,1.7382482118692985e-01,-5.7151967071500909e-01,-4.1995513532289014e-01,1.3201347226927946e+00,7.5749844528004862e-01,1.2373615438338745e+00,1.7185576997692702e+00,5.7749999999999996e-02
3.8500000000000001e+00,1.7500000000000000e+00,1.6466046646628016e-01,-6.3729253127251462e-01,-4.9278956586264150e-01,1.2915841726523278e+00,7.7424299644865868e-01,1.2174411997478378e+00,1.6908905552053304e+00,5.7749999999999996e-02
3.8500000000000001e+00,2.0000000000000000e+00,1.5201399778825736e-01,-6.9449433025147378e-01,-5.5785028162823824e-01,1.2641439719582583e+00,7.9104913853358128e-01,1.1980854278772401e+00,1.6640075387183892e+00,5.7749999999999996e-02
3.8500000000000001e+00,2.2500000000000000e+00,1.3749452042599214e-01,-7.4380662339879577e-01,-6.1454587612246503e-01,1.2380371010007494e+00,8.0773023618731976e-01,1.1794737224385248e+00,1.6381579478312844e+00,5.7749999999999996e-02
3.8500000000000001e+00,2.5000000000000000e+00,1.2229801590491966e-01,-7.8599890445017617e-01,-6.6291399829701980e-01,1.2134430787469499e+00,8.2410128461290511e-01,1.1617607004941803e+00,1.6135565284641393e+00,5.7749999999999996e-02
3.8500000000000001e+00,2.7500000000000000e+00,1.0727524965493343e-01,-8.2186546360897050e-01,-7.0341390485003119e-01,1.1904928304117195e+00,8.3998825902560070e-01,1.1450702388014040e+00,1.5903753316686167e+00,5.7749999999999996e-02
3.8500000000000001e+00,3.0000000000000000e+00,9.2997527550196274e-02,-8.5218286266347221e-01,-7.3675980775985539e-01,1.1692676579774417e+00,8.5523617554749187e-01,1.1294924362182994e+00,1.5687394947476381e+00,5.7749999999999996e-02
3.8500000000000001e+00,3.2500000000000000e+00,7.9817174701325572e-02,-8.7768305290829107e-01,-7.6379342971102537e-01,1.1498016505013158e+00,8.6971522398145629e-01,1.1150832227022320e+00,1.5487266981975445e+00,5.7749999999999996e-02
3.8500000000000001e+00,3.5000000000000000e+00,6.7920830058708678e-02,-8.9903798716781969e-01,-7.8539179655672808e-01,1.1320866629372515e+00,8.8332460114445088e-01,1.1018661996897881e+00,1.5303697217913723e+00,5.7749999999999996e-02
3.8500000000000001e+00,3.7500000000000000e+00,5.7374647351322285e-02,-9.1685239075959368e-01,-8.0240486062658289e-01,1.1160789298980238e+00,8.9599397785546409e-01,1.0898361505942036e+00,1.5136613202697273e+00,5.7749999999999996e-02
3.8500000000000001e+00,4.0000000000000000e+00,4.8161273903518334e-02,-9.3166210238861180e-01,-8.1561699767413476e-01,1.1017064412948070e+00,9.0768281142545193e-01,1.0789636105202813e+00,1.4985605701670575e+00,5.7749999999999996e-02
3.8500000000000001e+00,4.2500000000000000e+00,4.0209049706329422e-02,-9.4393604067346526e-01,-8.2572657436057639e-01,1.0888763519002818e+00,9.1837792073895552e-01,1.0691999185624137e+00,1.4849998868922414e+00,5.7749999999999996e-02
3.8500000000000001e+00,4.5000000000000000e+00,3.3414242788247582e-02,-9.5408038125573380e-01,-8.3333841212931115e-01,1.0774818845121830e+00,9.2808984946669248e-01,1.0604822696223424e+00,1.4728920411421422e+00,5.7749999999999996e-02
3.8500000000000001e+00,4.7500000000000000e+00,2.7657337276372495e-02,-9.6244394517138654e-01,-8.3896485220391070e-01,1.0674083796028326e+00,9.3684855684952151e-01,1.0527384069514656e+00,1.4621366763214800e+00,5.7749999999999996e-02
3.8500000000000001e+00,5.0000000000000000e+00,2.2814450727510243e-02,-9.6932411375695793e-01,-8.4303207227686827e-01,1.0585383165517550e+00,9.4469891581964960e-01,1.0458907258566261e+00,1.4526260081342031e+00,5.7749999999999996e-02
3.8500000000000001e+00,5.2500000000000000e+00,1.8764915166639261e-02,-9.7497281623483745e-01,-8.4588919237308013e-01,1.0507552679638603e+00,9.5169639447802801e-01,1.0398596745229398e+00,1.4442495479485276e+00,5.7749999999999996e-02
3.8500000000000001e+00,5.5000000000000000e+00,1.5395948865439213e-02,-9.7960230145093230e-01,-8.4781846490950230e-01,1.0439468446542628e+00,9.5790317784923495e-01,1.0345664292797196e+00,1.4368978184440551e+00,5.7749999999999996e-02
3.8500000000000001e+00,5.7500000000000000e+00,1.2605205203190426e-02,-9.8339052134178428e-01,-8.4904544579856456e-01,1.0380067474256722e+00,9.6338487440478437e-01,1.0299348856996946e+00,1.4304651190273536e+00,5.7749999999999996e-02
3.8500000000000001e+00,6.0000000000000000e+00,1.0301835470175706e-02,-9.8648603388646694e-01,-8.4974849293452281e-01,1.0328360696499506e+00,9.6820785929651021e-01,1.0258930456268338e+00,1.4248514522594915e+00,5.7749999999999996e-02
3.8500000000000001e+00,6.2500000000000000e+00,8.4065607325599732e-03,-9.8901238770843436e-01,-8.5006725541825845e-01,1.0283440001593018e+00,9.7243723874996013e-01,1.0223738983251436e+00,1.4199637476738105e+00,5.7749999999999996e-02
3.8500000000000001e+00,6.5000000000000000e+00,6.8511233447850891e-03,-9.9107198657457540e-01,-8.5011002776360911e-01,1.0244480668996168e+00,9.7613537700002084e-01,1.0193158970896223e+00,1.4157165237355867e+00,5.7749999999999996e-02
3.8500000000000001e+00,6.7500000000000000e+00,5.5773853683064823e-03,-9.9274945512564461e-01,-8.4995997450762018e-01,1.0210740446589279e+00,9.7936090456009250e-01,1.0166631261811925e+00,1.4120321196961008e+00,5.7749999999999996e-02
3.8500000000000001e+00,7.0000000000000000e+00,4.5362592985354654e-03,-9.9411454106567687e-01,-8.4968030520893001e-01,1.0181556297231238e+00,9.8216811930012993e-01,1.0143652411808317e+00,1.4088406127511552e+00,5.7749999999999996e-02
3.8500000000000001e+00,7.2500000000000000e+00,3.6865941728392703e-03,-9.9522459646581918e-01,-8.4931851623589649e-01,1.0156339636966192e+00,9.8460669467992579e-01,1.0123772519778580e+00,1.4060795166359139e+00,5.7749999999999996e-02
3.8500000000000001e+00,7.5000000000000000e+00,2.9940943439754892e-03,-9.9612668378059466e-01,-8.4890982786025460e-01,1.0134570698220775e+00,9.8672161828774851e-01,1.0106592037041537e+00,1.4036933384779913e+00,5.7749999999999996e-02
3.8500000000000001e+00,7.7500000000000000e+00,2.4303157048142748e-03,-9.9685935208422938e-01,-8.4847994281075079e-01,1.0115792488492974e+00,9.8855329539186465e-01,1.0091757982183223e+00,1.4016330530810033e+00,5.7749999999999996e-02
3.8500000000000001e+00,8.0000000000000000e+00,1.9717618893147744e-03,-9.9745412697992086e-01,-8.4804724225168726e-01,1.0099604681102774e+00,9.9013776437317957e-01,1.0078959878161284e+00,1.3998555386335119e+00,5.7749999999999996e-02
3.8500000000000001e+00,8.2500000000000000e+00,1.5990883232238134e-03,-9.9793675439763330e-01,-8.4762452141870637e-01,1.0085657668427981e+00,9.9150698236604617e-01,1.0067925638621376e+00,1.3983230053640801e+00,5.7749999999999996e-02
3.8500000000000001e+00,8.5000000000000000e+00,1.2964128231984472e-03,-9.9832823463916964e-01,-8.4722035248468697e-01,1.0073646926556872e+00,9.9268914951121445e-01,1.0058417559181887e+00,1.3970024387752622e+00,5.7749999999999996e-02
3.8500000000000001e+00,8.7500000000000000e+00,1.0507260900722512e-03,-9.9864567894787892e-01,-8.4684014813138742e-01,1.0063307779532746e+00,9.9370904866275633e-01,1.0050228514739705e+00,1.3958650714916259e+00,5.7749999999999996e-02
3.8500000000000001e+00,9.0000000000000000e+00,8.5139267192002870e-04,-9.9890301684096894e-01,-8.4648698652651955e-01,1.0054410607369684e+00,9.9458838419332085e-01,1.0043178423003705e+00,1.3948858920838478e+00,5.7749999999999996e-02
3.8500000000000001e+00,9.2500000000000000e+00,6.8973188614455548e-04,-9.9911157861498268e-01,-8.4616224725850431e-01,1.0046756511151016e+00,9.9534610885621444e-01,1.0037111004820276e+00,1.3940431951139274e+00,5.7749999999999996e-02
3.8500000000000001e+00,9.5000000000000000e+00,5.5866815226327156e-04,-9.9928057391851144e-01,-8.4586609830463366e-01,1.0040173427666854e+00,9.9599873169957887e-01,1.0031890850997425e+00,1.3933181737496423e+00,5.7749999999999996e-02
3.8500000000000001e+00,9.7500000000000000e+00,4.5244076243647899e-04,-9.9941748412887665e-01,-8.4559786620162880e-01,1.0034512672647593e+00,9.9656060301347082e-01,1.0027400791186800e+00,1.3926945543315001e+00,5.7749999999999996e-02
3.8500000000000001e+00,1.0000000000000000e+01,3.6636401406877516e-04,-9.9952838348472828e-01,-8.4535631508172293e-01,1.0029645883675107e+00,9.9704417443856519e-01,1.0023539551243612e+00,1.3921582710060574e+00,5.7749999999999996e-02
3.8500000000000001e+00,1.0250000000000000e+01,2.9662966010943426e-04,-9.9961820150482406e-01,-8.4513985494048505e-01,1.0025462329731252e+00,9.9746023386315652e-01,1.0020219679998683e+00,1.3916971777775948e+00,5.7749999999999996e-02
3.8500000000000001e+00,1.0500000000000000e+01,2.4014468156488284e-04,-9.9969093714131196e-01,-8.4494669522544774e-01,1.0021866552884222e+00,9.9781811574033297e-01,1.0017365723494824e+00,1.3913007949298368e+00,5.7749999999999996e-02
3.8500000000000001e+00,1.0750000000000000e+01,1.9439838525335700e-04,-9.9974983334270229e-01,-8.4477495640330857e-01,1.0018776307934170e+00,9.9812588809680280e-01,1.0014912623664820e+00,1.3909600866201139e+00,5.7749999999999996e-02
3.8500000000000001e+00,1.1000000000000000e+01,1.5735374199904128e-04,-9.9979751920328186e-01,-8.4462274942552595e-01,1.0016120767297154e+00,9.9839051787895883e-01,1.0012804318567556e+00,1.3906672664677162e+00,5.7749999999999996e-02
3.8500000000000001e+00,1.1250000000000000e+01,1.2735869078917526e-04,-9.9983612561762192e-01,-8.4448823083697533e-01,1.0013838960540322e+00,9.9861801646752513e-01,1.0010992522218807e+00,1.3904156280859454e+00,5.7749999999999996e-02
3.8500000000000001e+00,1.1500000000000000e+01,1.0307384003470657e-04,-9.9986737930826941e-01,-8.4436963955089084e-01,1.0011878420469571e+00,9.9881356724775194e-01,1.0009435663442694e+00,1.3901993977003742e+00,5.7749999999999996e-02
3.8500000000000001e+00,1.1750000000000000e+01,8.3413602470865035e-05,-9.9989267922145919e-01,-8.4426531995562026e-01,1.0010194010293016e+00,9.9898163709089605e-01,1.0008097964810339e+00,1.3900136062236581e+00,5.7749999999999996e-02
3.8500000000000001e+00,1.2000000000000000e+01,6.7498313806029024e-05,-9.9991315856265661e-01,-8.4417373495112802e-01,1.0008746908993496e+00,9.9912607351619254e-01,1.0006948644472862e+00,1.3898539783990087e+00,5.7749999999999996e-02
3.8500000000000001e+00,1.2250000000000000e+01,5.4615317090427806e-05,-9.9992973514705386e-01,-8.4409347167638615e-01,1.0007503734548449e+00,9.9925018918328812e-01,1.0005961225436952e+00,1.3897168368662434e+00,5.7749999999999996e-02
3.8500000000000001e+00,1.2500000000000000e+01,4.4187355418744398e-05,-9.9994315224910946e-01,-8.4402324203468104e-01,1.0006435786980445e+00,9.9935683522910135e-01,1.0005112938507816e+00,1.3895990192371968e+00,5.7749999999999996e-02
3.8500000000000001e+00,1.2750000000000000e+01,3.5746915082339425e-05,-9.9995401173210507e-01,-8.4396187961428382e-01,1.0005518395377584e+00,9.9944846482115979e-01,1.0004384206698291e+00,1.3894978064858738e+00,5.7749999999999996e-02
3.8500000000000001e+00,1.3000000000000000e+01,2.8915408902838733e-05,-9.9996280090842526e-01,-8.4390833420618994e-01,1.0004730354978695e+00,9.9952718815891517e-01,1.0003758200353294e+00,1.3894108611601799e+00,5.7749999999999996e-02
3.8500000000000001e+00,1.3250000000000000e+01,2.3386293454868359e-05,-9.9996991431115945e-01,-8.4386166481443237e-01,1.0004053442173924e+00,9.9959482001996958e-01,1.0003220453556543e+00,1.3893361741050754e+00,5.7749999999999996e-02
3.8500000000000001e+00,1.3500000000000000e+01,1.8911381413983410e-05,-9.9997567133704657e-01,-8.4382103181849832e-01,1.0003471996834929e+00,9.9965292082228774e-01,1.0002758533571914e+00,1.3892720185516547e+00,5.7749999999999996e-02
3.8500000000000001e+00,1.3750000000000000e+01,1.5289747523097311e-05,-9.9998033054089153e-01,-8.4378568876641347e-01,1.0002972562772499e+00,9.9970283205778632e-01,1.0002361756128511e+00,1.3892169105734042e+00,5.7749999999999996e-02
3.8500000000000001e+00,1.4000000000000000e+01,1.2358738899960524e-05,-9.9998410121502423e-01,-8.4375497413897371e-01,1.0002543578337439e+00,9.9974570684771136e-01,1.0002020940294978e+00,1.3891695750409692e+00,5.7749999999999996e-02
3.8500000000000001e+00,1.4250000000000000e+01,9.9866920198355891e-06,-9.9998715276808869e-01,-8.4372830332098303e-01,1.0002175110248459e+00,9.9978253627591163e-01,1.0001728197513742e+00,1.3891289163213532e+00,5.7749999999999996e-02
3.8500000000000001e+00,1.4500000000000000e+01,8.0670333852644482e-06,-9.9998962232044786e-01,-8.4370516093657943e-01,1.0001858624663773e+00,9.9981417207205969e-01,1.0001476750089950e+00,1.3890939930680488e+00,5.7749999999999996e-02
3.8500000000000001e+00,1.4750000000000000e+01,6.5135016983709153e-06,-9.9999162085464910e-01,-8.4368509364713540e-01,1.0001586790326131e+00,9.9984134614242748e-01,1.0001260775063063e+00,1.3890639965365366e+00,5.7749999999999996e-02
3.8500000000000001e+00,1.5000000000000000e+01,5.2562788102613689e-06,-9.9999323819537422e-01,-8.4366770346698317e-01,1.0001353309317562e+00,9.9986468738022671e-01,1.0001075269941071e+00,1.3890382319362600e+00,5.7749999999999996e-02
3.8500000000000001e+00,1.5250000000000000e+01,4.2388569207988052e-06,-9.9999454704131308e-01,-8.4365264162085585e-01,1.0001152771573314e+00,9.9988473612995987e-01,1.0000915937257557e+00,1.3890161023968830e+00,5.7749999999999996e-02
3.8500000000000001e+00,1.5500000000000000e+01,3.4155021520087222e-06,-9.9999560622923322e-01,-8.4363960294468676e-01,1.0000980529835566e+00,9.9990195662988834e-01,1.0000779085328606e+00,1.3889970951845287e+00,5.7749999999999996e-02
3.8500000000000001e+00,1.5750000000000000e+01,2.7492011220507126e-06,-9.9999646337630177e-01,-8.4362832081588834e-01,1.0000832592186921e+00,9.9991674771282824e-01,1.0000661542947877e+00,1.3889807698538719e+00,5.7749999999999996e-02
3.8500000000000001e+00,1.6000000000000000e+01,2.2099986507719295e-06,-9.9999715701898539e-01,-8.4361856258901913e-01,1.0000705529700746e+00,9.9992945200729577e-01,1.0000560586070768e+00,1.3889667480653844e+00,5.7749999999999996e-02
3.8500000000000001e+00,1.6250000000000000e+01,1.7736521684130672e-06,-9.9999771834436346e-01,-8.4361012550625447e-01,1.0000596397088188e+00,9.9994036384786389e-01,1.0000473874808917e+00,1.3889547048345718e+00,5.7749999999999996e-02
3.8500000000000001e+00,1.6500000000000000e+01,1.4205425391132030e-06,-9.9999817259147306e-01,-8.4360283304848327e-01,1.0000502664517359e+00,9.9994973607485327e-01,1.0000399399289666e+00,1.3889443610124537e+00,5.7749999999999996e-02
3.8500000000000001e+00,1.6750000000000000e+01,1.1347924717493646e-06,-9.9999854018553580e-01,-8.4359653169130777e-01,1.0000422159035129e+00,9.9995778587859430e-01,1.0000335433136511e+00,1.3889354768245155e+00,5.7749999999999996e-02
3.8500000000000001e+00,1.7000000000000000e+01,9.0355297773169852e-07,-9.9999883765595876e-01,-8.4359108803010552e-01,1.0000353014241512e+00,9.9996469982199532e-01,1.0000280493500238e+00,1.3889278463194774e+00,5.7749999999999996e-02
3.8500000000000001e+00,1.7250000000000000e+01,7.1642585941869593e-07,-9.9999907837931146e-01,-8.4358638623926419e-01,1.0000293627055827e+00,9.9997063815656040e-01,1.0000233306720132e+00,1.3889212926000185e+00,5.7749999999999996e-02
3.8500000000000001e+00,1.7500000000000000e+01,5.6499630745146225e-07,-9.9999927318063742e-01,-8.4358232583226600e-01,1.0000242620576580e+00,9.9997573853097510e-01,1.0000192778823491e+00,1.3889156637254849e+00,5.7749999999999996e-02
3.8500000000000001e+00,1.7750000000000000e+01,4.4245462136189427e-07,-9.9999943082010245e-01,-8.4357881969132920e-01,1.0000198812177150e+00,9.9998011917753993e-01,1.0000157970182693e+00,1.3889108291920407e+00,5.7749999999999996e-02
3.8500000000000001e+00,1.8000000000000000e+01,3.4329006503135168e-07,-9.9999955838683874e-01,-8.4357579233757596e-01,1.0000161186099856e+00,9.9998388164981977e-01,1.0000128073744652e+00,1.3889066769089795e+00,5.7749999999999996e-02
3.8500000000000001e+00,1.8250000000000000e+01,2.6304310518668764e-07,-9.9999966161767939e-01,-8.4357317841502832e-01,1.0000128869914700e+00,9.9998711317460243e-01,1.0000102396329560e+00,1.3889031106013279e+00,5.7749999999999996e-02
3.8500000000000001e+00,1.8500000000000000e+01,1.9810490161666558e-07,-9.9999974515510304e-01,-8.4357092136412026e-01,1.0000101114298146e+00,9.9998988867242544e-01,1.0000080342566608e+00,1.3889000475786957e+00,5.7749999999999996e-02
3.8500000000000001e+00,1.8750000000000000e+01,1.4555503929394978e-07,-9.9999981275598171e-01,-8.4356897226269700e-01,1.0000077275664021e+00,9.9999227249331268e-01,1.0000061401095131e+00,1.3888974168187682e+00,5.7749999999999996e-02
3.8500000000000001e+00,1.9000000000000000e+01,1.0303021000279903e-07,-9.9999986746051350e-01,-8.4356728881467113e-01,1.0000056801244461e+00,9.9999431990781751e-01,1.0000045132711908e+00,1.3888951573210984e+00,5.7749999999999996e-02
3.8500000000000001e+00,1.9250000000000000e+01,6.8617941290963967e-08,-9.9999991172893266e-01,-8.4356583446857014e-01,1.0000039216275438e+00,9.9999607838783533e-01,1.0000031160190326e+00,1.3888932166931010e+00,5.7749999999999996e-02
3.8500000000000001e+00,1.9500000000000000e+01,4.0770595869715399e-08,-9.9999994755214261e-01,-8.4356457765012949e-01,1.0000024112990098e+00,9.9999758870680455e-01,1.0000019159535609e+00,1.3888915499355012e+00,5.7749999999999996e-02
3.8500000000000001e+00,1.9750000000000000e+01,1.8235775422462692e-08,-9.9999997654124673e-01,-8.4356349109482753e-01,1.0000011141164968e+00,9.9999888588474439e-01,1.0000008852473736e+00,1.3888901183991300e+00,5.7749999999999996e-02
3.8500000000000001e+00,2.0000000000000000e+01,5.5658306705194628e-22,-1.0000000000000000e+00,-8.4356255126786883e-01,1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,1.3888888888888888e+00,5.7749999999999996e-02
4.3250000000000002e+00,0.0000000000000000e+00,1.1082654067223344e-20,1.4485749134095468e-22,-2.4009693025427448e-24,1.5000000000000000e+00,6.6666666666666663e-01,1.3580981811706159e+00,1.8862474738480777e+00,6.4875000000000002e-02
