Tw , z                   , F_i                    , G_i                 , minus_G_i            , H_i                    , T_i               , dF_i                   , dG_i                  , dH_i                   , dT_i                   , Hinf_i             , Fp0_i             , Gp0_i             , Tp0_i
1.0,  0.19               , 0.08025937542132856    , 0.11599169012292214 , -0.11599169012292214 , -0.01626359338907697   , 1.0               , 0.34155338643508415    , 0.6002558059780594    , -0.16051875084265713   , 1.5856380109814231e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.2                , 0.083636058343523      , 0.12198656634658173 , -0.12198656634658173 , -0.017902677825553763  , 1.0               , 0.3338010971273687     , 0.5987094144887364    , -0.167272116687046     , 1.585443056841102e-22  , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.21               , 0.08693575241110958    , 0.12796568400524277 , -0.12796568400524277 , -0.019608522484064764  , 1.0               , 0.32615532110811263    , 0.5971046887445957    , -0.17387150482221916   , 1.585229034605452e-22  , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.22               , 0.09015951685806403    , 0.1339284715564866  , -0.1339284715564866  , -0.02137960172350204   , 1.0               , 0.3186151726573445     , 0.5954433937269842    , -0.18031903371612806   , 1.5849952019689432e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.23               , 0.09330840500032997    , 0.1398743691598357  , -0.1398743691598357  , -0.02321440400344186   , 1.0               , 0.3111797643458059     , 0.5937272710924707    , -0.18661681000065994   , 1.5847408289413599e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.24               , 0.09638345831108368    , 0.14580283987178766 , -0.14580283987178766 , -0.025111445690221394  , 1.0               , 0.30384820570711846    , 0.591958016719479     , -0.19276691662216736   , 1.5844652099887203e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.25               , 0.09938571230900568    , 0.15171335800356206 , -0.15171335800356206 , -0.027069257027664894  , 1.0               , 0.296619604935143      , 0.5901373038898875    , -0.19877142461801137   , 1.5841676516904372e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.26               , 0.10231619062284879    , 0.15760541985065613 , -0.15760541985065613 , -0.02908639567688529   , 1.0               , 0.2894930679110656     , 0.5882667616087894    , -0.20463238124569758   , 1.583847484659959e-22  , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.27               , 0.10517591089707608    , 0.16347853253091993 , -0.16347853253091993 , -0.031161432952931903  , 1.0               , 0.28246769952888995    , 0.5863479969897424    , -0.21035182179415216   , 1.5835040514290905e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.28               , 0.10796587885374401    , 0.16933222426288194 , -0.16933222426288194 , -0.033292967096136446  , 1.0               , 0.27554260305917094    , 0.5843825743265815    , -0.21593175770748801   , 1.5831367181376561e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.29               , 0.11068709420717018    , 0.17516603366937936 , -0.17516603366937936 , -0.03547960977706951   , 1.0               , 0.2687168811214995     , 0.5823720367044449    , -0.22137418841434037   , 1.5827448626529285e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.3                , 0.11334054473076537    , 0.1809795196186264  , -0.1809795196186264  , -0.03771999909767004   , 1.0               , 0.2619896353670789     , 0.5803178858031548    , -0.22668108946153073   , 1.5823278860423084e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.31               , 0.11592721217278518    , 0.18677225097892636 , -0.18677225097892636 , -0.040012786366466296  , 1.0               , 0.25535996711657966    , 0.5782216027554853    , -0.23185442434557035   , 1.5818852009148464e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.32               , 0.1184480663353738     , 0.1925438160361835  , -0.1925438160361835  , -0.04235664882813081   , 1.0               , 0.2488269773442232     , 0.5760846286621755    , -0.2368961326707476    , 1.5814162426640983e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.33               , 0.12090407098383762    , 0.19829381268551807 , -0.19829381268551807 , -0.044750276710507006  , 1.0               , 0.24238976699889567    , 0.5739083847182904    , -0.24180814196767525   , 1.5809204580419593e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.34               , 0.12329617794479927    , 0.2040218574386538  , -0.2040218574386538  , -0.047192385681618966  , 1.0               , 0.23604743727287958    , 0.5716942534204457    , -0.24659235588959855   , 1.5803973161834446e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.35000000000000003, 0.12562533300180695    , 0.2097275760385483  , -0.2097275760385483  , -0.049681704169646325  , 1.0               , 0.2297990896236228     , 0.5694435979815322    , -0.2512506660036139    , 1.5798462974024164e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.36               , 0.12789247001914056    , 0.21541061206981998 , -0.21541061206981998 , -0.05221698554678948   , 1.0               , 0.2236438263107357     , 0.5671577442112216    , -0.2557849400382811    , 1.5792669039837824e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.37               , 0.13009851681693993    , 0.2210706179827942  , -0.2210706179827942  , -0.05479699572295418   , 1.0               , 0.21758075013531844    , 0.5648379992387826    , -0.26019703363387986   , 1.5786586492131323e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.38               , 0.1322443893268546     , 0.22670726331986887 , -0.22670726331986887 , -0.057420525056227495  , 1.0               , 0.2116089652293176     , 0.562485634048392     , -0.2644887786537092    , 1.5780210679457721e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.39               , 0.13433099744023444    , 0.23232022613566009 , -0.23232022613566009 , -0.06008637622066875   , 1.0               , 0.20572757652882165    , 0.5601019015292631    , -0.2686619948804689    , 1.5773537058624537e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.4                , 0.13635923920147344    , 0.23790920085194217 , -0.23790920085194217 , -0.0627933758434911    , 1.0               , 0.1999356908003485     , 0.5576880196477179    , -0.2727184784029469    , 1.5766561297995139e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.41000000000000003, 0.13833000923483943    , 0.24347388676077458 , -0.24347388676077458 , -0.06554035755725234   , 1.0               , 0.19423241523713208    , 0.5552451961097837    , -0.27666001846967886   , 1.575927912753526e-22  , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.42               , 0.1402441858396036     , 0.24901400460891812 , -0.24901400460891812 , -0.06832618732149749   , 1.0               , 0.18861686038818704    , 0.5527745922755352    , -0.2804883716792072    , 1.5751686563019653e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.43               , 0.1421026366370925     , 0.25452928882176934 , -0.25452928882176934 , -0.07114975202061787   , 1.0               , 0.18308813924453196    , 0.5502773396222427    , -0.284205273274185     , 1.574377980504257e-22  , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.44               , 0.14390622921778468    , 0.2600194738634115  , -0.2600194738634115  , -0.0740099385989409    , 1.0               , 0.1776453648048185     , 0.5477545695418573    , -0.28781245843556935   , 1.5735555054727223e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.45               , 0.14565582665005267    , 0.2654843002144839  , -0.2654843002144839  , -0.07690564300229569   , 1.0               , 0.1722876509687745     , 0.5452074006525905    , -0.29131165330010533   , 1.572700859281297e-22  , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.46               , 0.14735226866667844    , 0.270923537188596   , -0.270923537188596   , -0.07983580624364195   , 1.0               , 0.16701411785735448    , 0.5426368884311333    , -0.2947045373333569    , 1.5718137099209274e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.47000000000000003, 0.14899638749585684    , 0.27633696266803004 , -0.27633696266803004 , -0.08279938338948953   , 1.0               , 0.16182388809165799    , 0.5400440689303164    , -0.29799277499171367   , 1.5708937378485267e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.48               , 0.15058901536224256    , 0.2817243545350673  , -0.2817243545350673  , -0.08579532951045155   , 1.0               , 0.15671608429683256    , 0.537429978198875     , -0.3011780307244851    , 1.5699406235247576e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.49               , 0.15213098012673182    , 0.2870854960467238  , -0.2870854960467238  , -0.08882260809520734   , 1.0               , 0.1516898302971728     , 0.5347956406562135    , -0.30426196025346364   , 1.568954054839906e-22  , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.5                , 0.15362308664109087    , 0.2924201968059428  , -0.2924201968059428  , -0.09188022576288922   , 1.0               , 0.14674425766447957    , 0.5321420218707625    , -0.30724617328218173   , 1.567933757936956e-22  , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.51               , 0.15506613220205934    , 0.2977282744193101  , -0.2977282744193101  , -0.0949672028868484    , 1.0               , 0.14187850097675386    , 0.529470068888139     , -0.3101322644041187    , 1.5668794712199135e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.52               , 0.15646091410193555    , 0.3030095464937921  , -0.3030095464937921  , -0.09808255984579725   , 1.0               , 0.13709169481685438    , 0.5267807287484239    , -0.3129218282038711    , 1.5657909330979932e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.53               , 0.15780822543518785    , 0.3082638354285337  , -0.3082638354285337  , -0.10122532487920391   , 1.0               , 0.1323829752130277     , 0.5240749379143814    , -0.3156164508703757    , 1.564667888883154e-22  , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.54               , 0.1591088366737498     , 0.31349098764806516 , -0.31349098764806516 , -0.10439456744540901   , 1.0               , 0.12775148727922675    , 0.5213535780487496    , -0.3182176733474996    , 1.5635101204396844e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.55               , 0.16036351070432955    , 0.3186908570364426  , -0.3186908570364426  , -0.1075893704445878    , 1.0               , 0.12319637960504926    , 0.518617513169285     , -0.3207270214086591    , 1.5623174216733656e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.56               , 0.1615730104081637     , 0.32386329747852916 , -0.32386329747852916 , -0.11080881678370638   , 1.0               , 0.11871680078589389    , 0.5158676072866112    , -0.3231460208163274    , 1.5610895864970202e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.5700000000000001 , 0.16273809463998762    , 0.32900816712321945 , -0.32900816712321945 , -0.11405199669934432   , 1.0               , 0.11431190106262472    , 0.5131047148007727    , -0.32547618927997524   , 1.5598264152033451e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.58               , 0.1638595000712363     , 0.33412534598196486 , -0.33412534598196486 , -0.11731803976560581   , 1.0               , 0.10998084092517574    , 0.510329639135492     , -0.3277190001424726    , 1.5585277428974379e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.59               , 0.16493795577716097    , 0.33921472100235656 , -0.33921472100235656 , -0.12060608867442882   , 1.0               , 0.10572278477275385    , 0.5075431669245049    , -0.32987591155432194   , 1.5571934164915427e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.6                , 0.16597419082638043    , 0.34427617913325104 , -0.34427617913325104 , -0.12391528612613568   , 1.0               , 0.10153689701145957    , 0.5047460847926832    , -0.33194838165276086   , 1.555823282907223e-22  , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.61               , 0.16696893043582406    , 0.3493096111093114  , -0.3493096111093114  , -0.12724478164555658   , 1.0               , 0.09742234385195372    , 0.5019391706422677    , -0.3339378608716481    , 1.5544171949268456e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.62               , 0.16792287812400628    , 0.35431492751424787 , -0.35431492751424787 , -0.1305937622484544    , 1.0               , 0.09337830275514028    , 0.49912315500692234   , -0.33584575624801255   , 1.5529750383649126e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.63               , 0.16883672982053524    , 0.35929204536506953 , -0.35929204536506953 , -0.13396142773420947   , 1.0               , 0.08940395548984743    , 0.4962987524626997    , -0.3376734596410705    , 1.551496710594052e-22  , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.64               , 0.16971118144709646    , 0.36424088168052426 , -0.36424088168052426 , -0.1373469779123331    , 1.0               , 0.08549848383305177    , 0.4934666775749536    , -0.3394223628941929    , 1.5499821089990094e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.65               , 0.17054692525030402    , 0.3691613568327177  , -0.3691613568327177  , -0.14074961893749385   , 1.0               , 0.08166107148913092    , 0.4906276370014963    , -0.34109385050060803   , 1.5484311363105829e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.66               , 0.17134463230239175    , 0.3740534091705811  , -0.3740534091705811  , -0.1441685926474063    , 1.0               , 0.07789091426374364    , 0.4877822934337419    , -0.3426892646047835    , 1.5468437264726689e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.67               , 0.17210496611119602    , 0.3789169829938493  , -0.3789169829938493  , -0.14760315332033383   , 1.0               , 0.07418721263502738    , 0.484931294415352     , -0.34420993222239205   , 1.5452198247240043e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.68               , 0.1728285901752124     , 0.3837520226044696  , -0.3837520226044696  , -0.1510525552465571    , 1.0               , 0.07054916709069642    , 0.4820752874773736    , -0.3456571803504248    , 1.5435593763188453e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.6900000000000001 , 0.17351616449483287    , 0.3885584752672399  , -0.3885584752672399  , -0.1545160586075082    , 1.0               , 0.06697598013676015    , 0.47921491299099717   , -0.34703232898966574   , 1.5418623313481783e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.7000000000000001 , 0.17416832845321722    , 0.3933363044851556  , -0.3933363044851556  , -0.15799295750189668   , 1.0               , 0.06346686709288449    , 0.4763507705672794    , -0.34833665690643445   , 1.5401286692618138e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.71               , 0.17478571390986442    , 0.39808547924965093 , -0.39808547924965093 , -0.16148255811838233   , 1.0               , 0.06002104828259105    , 0.47348344545687365   , -0.34957142781972883   , 1.5383583805274535e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.72               , 0.1753689527133914     , 0.40280596855483164 , -0.40280596855483164 , -0.16498416665965215   , 1.0               , 0.05663774404058866    , 0.47061352289585273   , -0.3507379054267828    , 1.536551455632399e-22  , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.73               , 0.1759186733903698     , 0.40749774400554084 , -0.40749774400554084 , -0.16849709479036493   , 1.0               , 0.053316176782746166   , 0.46774158164573487   , -0.3518373467807396    , 1.5347078893983583e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.74               , 0.17643548443481186    , 0.4121607918324076  , -0.4121607918324076  , -0.17202068637171966   , 1.0               , 0.05005558232320485    , 0.4648681627272918    , -0.3528709688696237    , 1.5328277041215293e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.75               , 0.1769199868730339     , 0.41679510331203    , -0.41679510331203    , -0.17555429699801506   , 1.0               , 0.04685520177911625    , 0.46199379356567516   , -0.3538399737460678    , 1.5309109328260802e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.76               , 0.17737278171881235    , 0.42140066972410534 , -0.42140066972410534 , -0.17909728227969263   , 1.0               , 0.043714276280617456   , 0.4591190015694686    , -0.3547455634376247    , 1.5289576085606238e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.77               , 0.1777944668379473     , 0.42597748464207136 , -0.42597748464207136 , -0.18264900288420383   , 1.0               , 0.04063204907739774    , 0.45624430830026474   , -0.3555889336758946    , 1.5269677682147538e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.78               , 0.17818562067071556    , 0.4305255547718767  , -0.4305255547718767  , -0.18620885000228102   , 1.0               , 0.03760777728462254    , 0.45337020041993886   , -0.3563712413414311    , 1.524941474244672e-22  , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.79               , 0.17854681425989813    , 0.4350448914426045  , -0.4350448914426045  , -0.1897762261958859    , 1.0               , 0.034640723588388704   , 0.45049715173686816   , -0.35709362851979626   , 1.5228787995323835e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.8                , 0.17887861863396914    , 0.43953550598682056 , -0.43953550598682056 , -0.19335053404532596   , 1.0               , 0.03173015068976762    , 0.4476256360408803    , -0.3577572372679383    , 1.5207798169900192e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.81               , 0.17918160184458937    , 0.4439974117459179  , -0.4439974117459179  , -0.19693118080648966   , 1.0               , 0.028875323426525466   , 0.44475612184893976   , -0.35836320368917873   , 1.5186446028883037e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.8200000000000001 , 0.17945631314254037    , 0.44843063381286685 , -0.44843063381286685 , -0.20051760263478124   , 1.0               , 0.02607552086150359    , 0.4418890454490547    , -0.35891262628508075   , 1.5164732571407042e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.8300000000000001 , 0.17970329446455985    , 0.4528352015002913  , -0.4528352015002913  , -0.2041092466911278    , 1.0               , 0.023330027866182657   , 0.43902483099507594   , -0.3594065889291197    , 1.514265889772767e-22  , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.84               , 0.1799230877312119     , 0.45721114412462277 , -0.45721114412462277 , -0.20770556015707226   , 1.0               , 0.020638129329197834   , 0.4361639026203559    , -0.3598461754624238    , 1.512022610846747e-22  , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.85               , 0.18011623205373253    , 0.4615584927554857  , -0.4615584927554857  , -0.2113059945310987    , 1.0               , 0.017999112274687066   , 0.43330667971007436   , -0.36023246410746507   , 1.5097435333144213e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.86               , 0.18028324838036464    , 0.46587728893897445 , -0.46587728893897445 , -0.21491002863855155   , 1.0               , 0.015412278213141598   , 0.43045355192866863   , -0.36056649676072927   , 1.507428791838828e-22  , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.87               , 0.180424650441038      , 0.47016757805639614 , -0.47016757805639614 , -0.21851715194188964   , 1.0               , 0.01287693467223599    , 0.42760489750285247   , -0.360849300882076     , 1.505078530870402e-22  , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.88               , 0.18054095194755349    , 0.47442940549312157 , -0.47442940549312157 , -0.22212685392650378   , 1.0               , 0.010392389199167467   , 0.42476109463695394   , -0.36108190389510697   , 1.5026928949038152e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.89               , 0.18063266396555128    , 0.47866281815877026 , -0.47866281815877026 , -0.22573862805808315   , 1.0               , 0.007957951459741016   , 0.42192251726609803   , -0.36126532793110255   , 1.5002720308698515e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.9                , 0.18070028004480845    , 0.4828678722638943  , -0.4828678722638943  , -0.22935199360887998   , 1.0               , 0.0055729457778489295  , 0.4190895119577425    , -0.3614005600896169    , 1.4978161054803937e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
1.0,  0.91               , 0.18074428662384123    , 0.4870446274885245  , -0.4870446274885245  , -0.23296648011823182   , 1.0               , 0.0032367026750227353  , 0.41626241451503465   , -0.36148857324768247   , 1.4953252948995404e-22 , -0.8844734130628201, 0.5102326166121329, 0.615922010879084 , 1.5868519929416212e-22
