Tw,z_physical,F_c,G_c,H_c,T_c,rho_c
1.2,20.582651114319273,1.673825027805848e-08,-0.9999999782422799,-0.8844748720371389,1.0000009041576925,0.999999095843125
1.2,20.586651117926703,1.6679136710011157e-08,-0.9999999783191206,-0.8844748701363158,1.0000009018574636,0.9999990981433498
1.2,20.590651121524957,1.662023191473944e-08,-0.9999999783956897,-0.8844748682401958,1.0000008995630862,0.999999100437723
1.2,20.594651125114055,1.6561535153836374e-08,-0.9999999784719885,-0.8844748663487676,1.000000897274545,0.99999910272626
1.2,20.598651128694023,1.6503045688894838e-08,-0.9999999785480176,-0.8844748644620194,1.0000008949918253,0.9999991050089757
1.2,20.60265113226488,1.6444762782106326e-08,-0.9999999786237785,-0.8844748625799401,1.0000008927149124,0.9999991072858845
1.2,20.606651135826656,1.638668570488539e-08,-0.9999999786992719,-0.8844748607025187,1.0000008904437918,0.9999991095570011
1.2,20.61065113937937,1.6328813735878064e-08,-0.9999999787744984,-0.8844748588297436,1.000000888178449,0.9999991118223398
1.2,20.614651142923048,1.6271146153923794e-08,-0.9999999788494595,-0.8844748569616039,1.0000008859188694,0.9999991140819154
1.2,20.618651146457708,1.621368223786181e-08,-0.9999999789241556,-0.8844748550980879,1.0000008836650383,0.9999991163357426
1.2,20.622651149983376,1.6156421266531504e-08,-0.9999999789985881,-0.8844748532391852,1.0000008814169417,0.9999991185838353
1.2,20.626651153500074,1.6099362518772267e-08,-0.9999999790727576,-0.8844748513848838,1.0000008791745645,0.9999991208262085
1.2,20.630651157007826,1.6042505275558156e-08,-0.9999999791466652,-0.884474849535173,1.0000008769378925,0.9999991230628765
1.2,20.634651160506653,1.5985848828972858e-08,-0.9999999792203117,-0.8844748476900413,1.0000008747069113,0.9999991252938538
1.2,20.63865116399658,1.5929392474697588e-08,-0.9999999792936982,-0.8844748458494772,1.0000008724816059,0.9999991275191553
1.2,20.642651167477627,1.5873135508415138e-08,-0.9999999793668256,-0.8844748440134699,1.000000870261962,0.9999991297387953
1.2,20.64665117094982,1.5817077225808485e-08,-0.9999999794396945,-0.8844748421820077,1.000000868047965,0.9999991319527884
1.2,20.650651174413177,1.576121692256041e-08,-0.9999999795123062,-0.8844748403550802,1.000000865839601,0.9999991341611487
1.2,20.654651177867724,1.5705553894388185e-08,-0.9999999795846615,-0.884474838532675,1.0000008636368545,0.9999991363638914
1.2,20.658651181313484,1.565008744200846e-08,-0.9999999796567612,-0.8844748367147813,1.0000008614397113,0.9999991385610307
1.2,20.662651184750477,1.5594816876317824e-08,-0.9999999797286063,-0.8844748349013883,1.0000008592481573,0.999999140752581
1.2,20.666651188178726,1.5539741509449355e-08,-0.9999999798001978,-0.8844748330924844,1.000000857062178,0.9999991429385566
1.2,20.670651191598253,1.5484860653536136e-08,-0.9999999798715363,-0.8844748312880591,1.0000008548817594,0.9999991451189715
1.2,20.67465119500908,1.543017362071109e-08,-0.9999999799426229,-0.8844748294881015,1.0000008527068875,0.9999991472938395
1.2,20.67865119841123,1.5375679723107344e-08,-0.9999999800134584,-0.8844748276926012,1.0000008505375488,0.9999991494631746
1.2,20.682651201804727,1.532137827330959e-08,-0.9999999800840438,-0.8844748259015469,1.0000008483737293,0.9999991516269905
1.2,20.686651205189587,1.5267268592120327e-08,-0.99999998015438,-0.8844748241149283,1.0000008462154149,0.9999991537853012
1.2,20.69065120856584,1.5213350007500097e-08,-0.9999999802244676,-0.884474822332734,1.0000008440625912,0.9999991559381213
1.2,20.6946512119335,1.5159621847648022e-08,-0.9999999802943078,-0.8844748205549542,1.0000008419152453,0.9999991580854635
1.2,20.698651215292593,1.5106083440763384e-08,-0.9999999803639014,-0.8844748187815771,1.0000008397733624,0.9999991602273428
1.2,20.70265121864314,1.505273411504545e-08,-0.9999999804332491,-0.8844748170125926,1.0000008376369292,0.9999991623637725
1.2,20.706651221985165,1.4999573198693357e-08,-0.9999999805023521,-0.8844748152479894,1.0000008355059313,0.9999991644947668
1.2,20.710651225318685,1.494660002164463e-08,-0.9999999805712108,-0.8844748134877568,1.000000833380355,0.9999991666203396
1.2,20.714651228643724,1.4893813924061759e-08,-0.9999999806398263,-0.8844748117318841,1.0000008312601862,0.9999991687405048
1.2,20.718651231960305,1.484121424982925e-08,-0.9999999807081996,-0.8844748099803609,1.0000008291454114,0.999999170855276
1.2,20.722651235268447,1.4788800342836804e-08,-0.9999999807763313,-0.8844748082331754,1.0000008270360161,0.9999991729646679
1.2,20.726651238568174,1.4736571546973978e-08,-0.9999999808442226,-0.8844748064903176,1.000000824931987,0.9999991750686936
1.2,20.73065124185951,1.4684527206130467e-08,-0.9999999809118739,-0.8844748047517763,1.0000008228333097,0.9999991771673673
1.2,20.73465124514247,1.4632666664214043e-08,-0.9999999809792863,-0.8844748030175412,1.0000008207399709,0.9999991792607027
1.2,20.738651248417078,1.4580989269393412e-08,-0.9999999810464608,-0.8844748012876021,1.0000008186519576,0.9999991813487127
1.2,20.742651251683355,1.4529494379540567e-08,-0.999999981113398,-0.8844747995619483,1.000000816569256,0.9999991834314108
1.2,20.746651254941323,1.4478181353869288e-08,-0.9999999811800989,-0.8844747978405698,1.0000008144918529,0.9999991855088105
1.2,20.750651258191002,1.442704955159349e-08,-0.9999999812465641,-0.8844747961234564,1.000000812419735,0.999999187580925
1.2,20.754651261432414,1.4376098331927091e-08,-0.9999999813127946,-0.8844747944105972,1.000000810352889,0.9999991896477677
1.2,20.75865126466558,1.4325327054083869e-08,-0.9999999813787912,-0.8844747927019821,1.0000008082913014,0.9999991917093519
1.2,20.76265126789052,1.4274735077613492e-08,-0.9999999814445546,-0.8844747909976006,1.000000806234959,0.999999193765691
1.2,20.766651271107254,1.422432176935695e-08,-0.999999981510086,-0.8844747892974427,1.0000008041838484,0.9999991958167983
1.2,20.770651274315806,1.4174086503206552e-08,-0.9999999815753857,-0.8844747876014979,1.0000008021379565,0.9999991978626869
1.2,20.774651277516195,1.4124028653342564e-08,-0.9999999816404549,-0.8844747859097557,1.0000008000972695,0.9999991999033706
1.2,20.77865128070844,1.407414759394507e-08,-0.9999999817052942,-0.8844747842222056,1.0000007980617742,0.9999992019388627
1.2,20.782651283892566,1.4024442699194287e-08,-0.9999999817699047,-0.8844747825388373,1.0000007960314574,0.9999992039691763
1.2,20.78665128706859,1.3974913343270443e-08,-0.999999981834287,-0.8844747808596406,1.0000007940063058,0.9999992059943247
1.2,20.790651290236536,1.3925558901759642e-08,-0.999999981898442,-0.8844747791846048,1.0000007919863059,0.9999992080143214
1.2,20.79465129339642,1.3876378759620008e-08,-0.9999999819623702,-0.8844747775137196,1.0000007899714443,0.9999992100291798
1.2,20.798651296548268,1.3827372305637342e-08,-0.9999999820260727,-0.884474775846975,1.0000007879617079,0.999999212038913
1.2,20.802651299692098,1.3778538928608484e-08,-0.9999999820895502,-0.8844747741843606,1.0000007859570839,0.9999992140435339
1.2,20.806651302827927,1.3729878017330447e-08,-0.9999999821528035,-0.8844747725258667,1.0000007839575595,0.9999992160430551
1.2,20.81065130595578,1.368138896060007e-08,-0.9999999822158335,-0.8844747708714836,1.000000781963122,0.9999992180374895
1.2,20.814651309075675,1.3633071147222624e-08,-0.999999982278641,-0.8844747692212009,1.0000007799737587,0.9999992200268497
1.2,20.818651312187633,1.3584923969613457e-08,-0.9999999823412264,-0.8844747675750091,1.0000007779894564,0.9999992220111489
1.2,20.822651315291672,1.3536946829398904e-08,-0.999999982403591,-0.8844747659328979,1.0000007760102025,0.9999992239903996
1.2,20.826651318387817,1.3489139129651304e-08,-0.9999999824657353,-0.8844747642948572,1.0000007740359842,0.9999992259646149
1.2,20.830651321476086,1.3441500273442971e-08,-0.99999998252766,-0.8844747626608775,1.000000772066789,0.9999992279338071
1.2,20.834651324556496,1.3394029663846114e-08,-0.9999999825893663,-0.8844747610309486,1.0000007701026037,0.9999992298979894
1.2,20.83865132762907,1.3346726703933096e-08,-0.9999999826508544,-0.8844747594050607,1.0000007681434158,0.9999992318571743
1.2,20.842651330693826,1.3299590797021056e-08,-0.9999999827121254,-0.8844747577832038,1.0000007661892125,0.9999992338113746
1.2,20.846651333750785,1.3252621352868274e-08,-0.9999999827731801,-0.8844747561653676,1.0000007642399806,0.9999992357606035
1.2,20.850651336799967,1.3205817788149064e-08,-0.999999982834019,-0.8844747545515422,1.0000007622957077,0.9999992377048734
1.2,20.854651339841393,1.3159179519877567e-08,-0.9999999828946432,-0.8844747529417181,1.000000760356381,0.9999992396441971
1.2,20.85865134287508,1.3112705965068049e-08,-0.9999999829550533,-0.8844747513358848,1.0000007584219877,0.9999992415785875
1.2,20.86265134590105,1.306639654073478e-08,-0.9999999830152501,-0.8844747497340325,1.0000007564925149,0.9999992435080575
1.2,20.866651348919323,1.3020250663891901e-08,-0.9999999830752341,-0.8844747481361516,1.0000007545679501,0.9999992454326192
1.2,20.870651351929915,1.2974267752683109e-08,-0.9999999831350065,-0.8844747465422319,1.000000752648281,0.9999992473522854
1.2,20.874651354932848,1.2928447233806602e-08,-0.9999999831945675,-0.8844747449522649,1.0000007507334958,0.9999992492670677
1.2,20.878651357928142,1.2882788537873251e-08,-0.9999999832539184,-0.8844747433662403,1.0000007488235818,0.999999251176979
1.2,20.882651360915816,1.2837291095513895e-08,-0.9999999833130597,-0.8844747417841488,1.0000007469185266,0.9999992530820313
1.2,20.88665136389589,1.2791954337359257e-08,-0.999999983371992,-0.8844747402059806,1.0000007450183184,0.9999992549822366
1.2,20.890651366868383,1.2746777694040177e-08,-0.9999999834307162,-0.8844747386317265,1.0000007431229445,0.9999992568776077
1.2,20.894651369833312,1.2701760596190552e-08,-0.9999999834892331,-0.8844747370613768,1.000000741232393,0.9999992587681564
1.2,20.8986513727907,1.2656902477484234e-08,-0.9999999835475432,-0.8844747354949222,1.0000007393466517,0.999999260653895
1.2,20.90265137574056,1.261220278030305e-08,-0.9999999836056475,-0.8844747339323523,1.0000007374657078,0.9999992625348361
1.2,20.90665137868292,1.2567660948575745e-08,-0.9999999836635465,-0.8844747323736584,1.0000007355895495,0.9999992644109916
1.2,20.910651381617793,1.2523276426231169e-08,-0.9999999837212411,-0.8844747308188309,1.0000007337181647,0.9999992662823737
1.2,20.9146513845452,1.247904865719818e-08,-0.9999999837787318,-0.8844747292678593,1.0000007318515405,0.9999992681489951
1.2,20.918651387465157,1.243497708540552e-08,-0.9999999838360196,-0.8844747277207348,1.000000729989665,0.999999270010868
1.2,20.922651390377688,1.2391061154956915e-08,-0.9999999838931051,-0.8844747261774478,1.0000007281325263,0.9999992718680039
1.2,20.926651393282807,1.2347300315620179e-08,-0.9999999839499889,-0.8844747246379886,1.0000007262801116,0.9999992737204159
1.2,20.930651396180536,1.2303694023917217e-08,-0.9999999840066719,-0.8844747231023474,1.000000724432409,0.9999992755681159
1.2,20.934651399070894,1.2260241736764576e-08,-0.9999999840631546,-0.884474721570515,1.0000007225894063,0.9999992774111158
1.2,20.938651401953898,1.2216942911078681e-08,-0.9999999841194379,-0.8844747200424826,1.0000007207510924,0.9999992792494271
1.2,20.94265140482957,1.2173797003776081e-08,-0.9999999841755226,-0.8844747185182406,1.0000007189174547,0.9999992810830621
1.2,20.94665140769792,1.2130803471773313e-08,-0.9999999842314089,-0.88447471699778,1.000000717088482,0.9999992829120323
1.2,20.950651410558976,1.2087961772887296e-08,-0.9999999842870979,-0.8844747154810918,1.0000007152641626,0.999999284736349
1.2,20.954651413412755,1.2045271372712526e-08,-0.9999999843425903,-0.8844747139681667,1.0000007134444846,0.9999992865560244
1.2,20.958651416259272,1.200273174081806e-08,-0.9999999843978868,-0.8844747124589951,1.0000007116294358,0.9999992883710705
1.2,20.96265141909855,1.1960342346804788e-08,-0.9999999844529879,-0.8844747109535686,1.0000007098190054,0.9999992901814985
1.2,20.966651421930603,1.19181026602736e-08,-0.9999999845078945,-0.8844747094518772,1.0000007080131808,0.9999992919873205
1.2,20.970651424755452,1.1876012150825276e-08,-0.9999999845626071,-0.8844747079539123,1.0000007062119507,0.999999293788548
1.2,20.974651427573114,1.1834070288061424e-08,-0.9999999846171266,-0.884474706459665,1.0000007044153036,0.9999992955851925
1.2,20.978651430383607,1.1792276544127491e-08,-0.9999999846714535,-0.8844747049691252,1.0000007026232272,0.9999992973772666
1.2,20.98265143318695,1.1750630399366544e-08,-0.9999999847255885,-0.8844747034822837,1.0000007008357097,0.9999992991647815
1.2,20.98665143598316,1.1709131335767592e-08,-0.9999999847795322,-0.884474701999132,1.0000006990527397,0.999999300947749
1.2,20.990651438772257,1.1667778835319512e-08,-0.9999999848332856,-0.8844747005196608,1.0000006972743056,0.9999993027261805
1.2,20.994651441554257,1.1626572380011273e-08,-0.999999984886849,-0.8844746990438603,1.0000006955003953,0.9999993045000884
1.2,20.99865144432918,1.1585511451831859e-08,-0.9999999849402234,-0.884474697571722,1.0000006937309973,0.999999306269484
1.2,21.002651447097044,1.1544595532891739e-08,-0.999999984993409,-0.8844746961032367,1.0000006919661002,0.9999993080343786
1.2,21.006651449857866,1.15038241102593e-08,-0.9999999850464071,-0.8844746946383958,1.000000690205693,0.9999993097947834
1.2,21.010651452611665,1.1463196677571e-08,-0.9999999850992178,-0.8844746931771904,1.0000006884497643,0.9999993115507096
1.2,21.014651455358457,1.1422712728914467e-08,-0.9999999851518422,-0.8844746917196118,1.0000006866983029,0.9999993133021686
1.2,21.01865145809826,1.138237175837746e-08,-0.9999999852042806,-0.8844746902656508,1.0000006849512972,0.9999993150491719
1.2,21.022651460831096,1.1342173260047596e-08,-0.9999999852565338,-0.8844746888152991,1.0000006832087365,0.9999993167917303
1.2,21.026651463556977,1.130211672801261e-08,-0.9999999853086025,-0.8844746873685477,1.0000006814706093,0.9999993185298551
1.2,21.030651466275923,1.1262201657072e-08,-0.9999999853604872,-0.8844746859253876,1.0000006797369039,0.9999993202635582
1.2,21.034651468987953,1.122242754906775e-08,-0.9999999854121889,-0.88447468448581,1.0000006780076096,0.9999993219928501
1.2,21.038651471693083,1.118279390985729e-08,-0.9999999854637078,-0.8844746830498065,1.0000006762827152,0.9999993237177423
1.2,21.04265147439133,1.114330024534452e-08,-0.9999999855150448,-0.8844746816173679,1.0000006745622092,0.9999993254382459
1.2,21.046651477082715,1.1103946061433229e-08,-0.9999999855662005,-0.8844746801884852,1.0000006728460802,0.9999993271543726
1.2,21.050651479767254,1.1064730864027352e-08,-0.9999999856171755,-0.8844746787631502,1.0000006711343175,0.999999328866133
1.2,21.05465148244496,1.1025654159030727e-08,-0.9999999856679707,-0.8844746773413531,1.000000669426909,0.9999993305735391
1.2,21.058651485115856,1.0986715454463318e-08,-0.9999999857185863,-0.8844746759230857,1.000000667723844,0.9999993322766019
1.2,21.062651487779956,1.0947914266028484e-08,-0.9999999857690232,-0.8844746745083392,1.0000006660251113,0.9999993339753322
1.2,21.066651490437277,1.0909250111170203e-08,-0.9999999858192821,-0.8844746730971046,1.0000006643306996,0.9999993356697418
1.2,21.07065149308784,1.0870722507332563e-08,-0.9999999858693632,-0.8844746716893737,1.0000006626405984,0.9999993373598407
1.2,21.07465149573166,1.0832330971959653e-08,-0.9999999859192676,-0.8844746702851378,1.0000006609547964,0.9999993390456404
1.2,21.078651498368753,1.0794075022495456e-08,-0.9999999859689958,-0.8844746688843885,1.0000006592732833,0.9999993407271514
1.2,21.082651500999138,1.0755954176466036e-08,-0.9999999860185483,-0.8844746674871178,1.0000006575960483,0.9999993424043842
1.2,21.08665150362283,1.0717967955715649e-08,-0.9999999860679258,-0.8844746660933166,1.0000006559230803,0.9999993440773499
1.2,21.090651506239848,1.0680115888449745e-08,-0.999999986117129,-0.8844746647029766,1.0000006542543687,0.9999993457460594
1.2,21.09465150885021,1.0642397503383066e-08,-0.9999999861661584,-0.8844746633160896,1.0000006525899026,0.9999993474105233
1.2,21.098651511453927,1.060481232923025e-08,-0.9999999862150146,-0.8844746619326468,1.0000006509296713,0.9999993490707524
1.2,21.102651514051022,1.0567359894706044e-08,-0.9999999862636982,-0.88447466055264,1.0000006492736642,0.9999993507267574
1.2,21.10665151664151,1.0530039728525185e-08,-0.9999999863122101,-0.8844746591760604,1.0000006476218701,0.9999993523785493
1.2,21.110651519225407,1.0492851359959594e-08,-0.9999999863605504,-0.8844746578028997,1.0000006459742783,0.999999354026139
1.2,21.11465152180273,1.0455794324633111e-08,-0.9999999864087201,-0.8844746564331497,1.0000006443308784,0.9999993556695367
1.2,21.118651524373497,1.0418868162203658e-08,-0.9999999864567197,-0.8844746550668015,1.0000006426916592,0.9999993573087538
1.2,21.122651526937723,1.0382072412393397e-08,-0.9999999865045498,-0.8844746537038468,1.0000006410566102,0.9999993589438008
1.2,21.126651529495426,1.0345406614924482e-08,-0.999999986552211,-0.8844746523442766,1.0000006394257202,0.9999993605746887
1.2,21.13065153204662,1.0308870309518976e-08,-0.9999999865997038,-0.8844746509880833,1.000000637798979,0.9999993622014278
1.2,21.134651534591328,1.0272463035899031e-08,-0.9999999866470288,-0.8844746496352579,1.0000006361763756,0.9999993638240291
1.2,21.138651537129558,1.0236184335537324e-08,-0.9999999866941869,-0.8844746482857927,1.0000006345579,0.9999993654425027
1.2,21.142651539661333,1.0200033757074522e-08,-0.9999999867411783,-0.8844746469396796,1.0000006329435418,0.9999993670568588
1.2,21.146651542186667,1.016401085098315e-08,-0.9999999867880037,-0.8844746455969102,1.0000006313332905,0.999999368667108
1.2,21.150651544705575,1.0128115167735599e-08,-0.9999999868346637,-0.8844746442574766,1.0000006297271358,0.9999993702732608
1.2,21.154651547218077,1.0092346257804346e-08,-0.9999999868811591,-0.8844746429213707,1.0000006281250677,0.9999993718753268
1.2,21.158651549724183,1.0056703671661876e-08,-0.9999999869274903,-0.8844746415885839,1.0000006265270753,0.9999993734733172
1.2,21.162651552223917,1.002118695983369e-08,-0.9999999869736577,-0.8844746402591085,1.0000006249331486,0.999999375067242
1.2,21.16665155471729,9.985795676588066e-09,-0.9999999870196621,-0.8844746389329365,1.0000006233432774,0.9999993766571111
1.2,21.17065155720432,9.95052938232893e-09,-0.999999987065504,-0.8844746376100595,1.000000621757451,0.9999993782429355
1.2,21.17465155968502,9.915387638028172e-09,-0.9999999871111841,-0.8844746362904694,1.0000006201756593,0.9999993798247253
1.2,21.178651562159413,9.880370004657803e-09,-0.9999999871567029,-0.8844746349741578,1.0000006185978918,0.9999993814024909
1.2,21.18265156462751,9.845476043189706e-09,-0.9999999872020608,-0.8844746336611169,1.0000006170241382,0.9999993829762425
1.2,21.186651567089328,9.81070531459587e-09,-0.9999999872472586,-0.8844746323513386,1.0000006154543883,0.9999993845459905
1.2,21.190651569544883,9.776057380279813e-09,-0.9999999872922968,-0.8844746310448145,1.000000613888632,0.9999993861117449
1.2,21.19465157199419,9.741531807350307e-09,-0.999999987337176,-0.8844746297415367,1.0000006123268583,0.9999993876735166
1.2,21.198651574437264,9.70712816694848e-09,-0.9999999873818964,-0.8844746284414966,1.0000006107690573,0.9999993892313157
1.2,21.202651576874125,9.67284603030006e-09,-0.9999999874264592,-0.8844746271446867,1.000000609215219,0.9999993907851522
1.2,21.206651579304786,9.638684968630689e-09,-0.9999999874708644,-0.8844746258510994,1.0000006076653336,0.9999993923350357
1.2,21.210651581729262,9.604644553166127e-09,-0.9999999875151129,-0.8844746245607263,1.000000606119391,0.9999993938809765
1.2,21.21465158414757,9.570724355132011e-09,-0.9999999875592052,-0.8844746232735604,1.0000006045773815,0.999999395422984
1.2,21.21865158655973,9.536923947195015e-09,-0.9999999876031417,-0.8844746219895931,1.0000006030392947,0.999999396961069
1.2,21.22265158896575,9.50324290867757e-09,-0.9999999876469229,-0.8844746207088173,1.0000006015051215,0.9999993984952403
1.2,21.22665159136565,9.4696808208197e-09,-0.9999999876905495,-0.8844746194312247,1.0000005999748514,0.9999994000255086
1.2,21.230651593759443,9.436237264861661e-09,-0.9999999877340221,-0.8844746181568077,1.0000005984484748,0.9999994015518834
1.2,21.23465159614715,9.402911822043706e-09,-0.9999999877773412,-0.8844746168855585,1.0000005969259815,0.9999994030743747
1.2,21.23865159852878,9.369704073605999e-09,-0.9999999878205074,-0.8844746156174691,1.0000005954073619,0.9999994045929926
1.2,21.24265160090435,9.336613600821523e-09,-0.999999987863521,-0.8844746143525319,1.0000005938926058,0.999999406107747
1.2,21.246651603273875,9.303639988188835e-09,-0.9999999879063828,-0.8844746130907387,1.0000005923817032,0.9999994076186477
1.2,21.250651605637373,9.27078282610138e-09,-0.9999999879490931,-0.8844746118320822,1.0000005908746448,0.9999994091257044
1.2,21.25465160799486,9.238041705580028e-09,-0.9999999879916527,-0.8844746105765542,1.0000005893714201,0.9999994106289273
1.2,21.258651610346348,9.205416217645563e-09,-0.9999999880340619,-0.884474609324147,1.0000005878720195,0.9999994121283261
1.2,21.262651612691855,9.172905953318865e-09,-0.9999999880763214,-0.8844746080748526,1.000000586376433,0.9999994136239109
1.2,21.266651615031392,9.140510503620801e-09,-0.9999999881184315,-0.8844746068286636,1.0000005848846507,0.9999994151156913
1.2,21.27065161736498,9.108229459902516e-09,-0.999999988160393,-0.8844746055855721,1.0000005833966632,0.9999994166036772
1.2,21.27465161969263,9.076062418619981e-09,-0.9999999882022063,-0.8844746043455709,1.000000581912461,0.9999994180878775
1.2,21.27865162201436,9.044008980238636e-09,-0.999999988243872,-0.8844746031086527,1.0000005804320349,0.9999994195683021
1.2,21.282651624330178,9.01206874533154e-09,-0.9999999882853905,-0.8844746018748096,1.0000005789553752,0.99999942104496
1.2,21.286651626640108,8.98024131447175e-09,-0.9999999883267623,-0.8844746006440342,1.000000577482472,0.9999994225178614
1.2,21.29065162894416,8.948526288232238e-09,-0.999999988367988,-0.8844745994163191,1.0000005760133164,0.9999994239870155
1.2,21.294651631242353,8.916923267186063e-09,-0.9999999884090681,-0.8844745981916566,1.0000005745478984,0.9999994254524317
1.2,21.298651633534696,8.885431853086093e-09,-0.9999999884500033,-0.8844745969700396,1.000000573086209,0.9999994269141195
1.2,21.30265163582121,8.854051653837263e-09,-0.9999999884907936,-0.8844745957514604,1.0000005716282385,0.9999994283720882
1.2,21.306651638101904,8.822782279340768e-09,-0.9999999885314402,-0.8844745945359112,1.0000005701739771,0.9999994298263479
1.2,21.310651640376797,8.791623339498664e-09,-0.999999988571943,-0.8844745933233847,1.0000005687234157,0.9999994312769077
1.2,21.314651642645902,8.760574444213086e-09,-0.9999999886123029,-0.8844745921138736,1.0000005672765446,0.9999994327237772
1.2,21.318651644909234,8.729635203386175e-09,-0.9999999886525202,-0.8844745909073701,1.0000005658333544,0.9999994341669658
1.2,21.32265164716681,8.698805226938832e-09,-0.9999999886925954,-0.8844745897038668,1.0000005643938357,0.9999994356064829
1.2,21.326651649418643,8.668084127557081e-09,-0.9999999887325292,-0.8844745885033561,1.000000562957979,0.9999994370423381
1.2,21.330651651664745,8.637471523567689e-09,-0.9999999887723219,-0.8844745873058304,1.000000561525774,0.9999994384745412
1.2,21.334651653905134,8.6069670339839e-09,-0.9999999888119742,-0.8844745861112826,1.0000005600972128,0.9999994399031009
1.2,21.338651656139824,8.57657027781907e-09,-0.9999999888514863,-0.8844745849197057,1.0000005586722858,0.9999994413280263
1.2,21.342651658368826,8.546280874086448e-09,-0.9999999888908588,-0.8844745837310919,1.0000005572509834,0.9999994427493272
1.2,21.34665166059216,8.516098441799355e-09,-0.9999999889300923,-0.8844745825454342,1.0000005558332967,0.9999994441670123
1.2,21.350651662809835,8.486022600220471e-09,-0.9999999889691874,-0.8844745813627259,1.0000005544192172,0.9999994455810902
1.2,21.35465166502187,8.456052973160476e-09,-0.9999999890081444,-0.8844745801829594,1.000000553008735,0.9999994469915708
1.2,21.358651667228276,8.426189188398297e-09,-0.9999999890469637,-0.8844745790061274,1.0000005516018415,0.9999994483984628
1.2,21.36265166942907,8.396430873845645e-09,-0.9999999890856459,-0.8844745778322229,1.0000005501985276,0.9999994498017751
1.2,21.366651671624265,8.36677765741416e-09,-0.9999999891241915,-0.8844745766612389,1.000000548798784,0.9999994512015172
1.2,21.370651673813875,8.337229167015582e-09,-0.9999999891626011,-0.8844745754931677,1.0000005474026015,0.9999994525976982
1.2,21.374651675997914,8.307785030561544e-09,-0.9999999892008747,-0.8844745743280021,1.0000005460099712,0.9999994539903269
1.2,21.378651678176396,8.278444876924183e-09,-0.9999999892390136,-0.8844745731657354,1.000000544620884,0.9999994553794127
1.2,21.382651680349337,8.249208340637681e-09,-0.9999999892770176,-0.88447457200636,1.0000005432353307,0.9999994567649644
1.2,21.38665168251675,8.220075058301307e-09,-0.9999999893148874,-0.8844745708498689,1.0000005418533024,0.9999994581469912
1.2,21.390651684678648,8.191044666517332e-09,-0.9999999893526235,-0.8844745696962548,1.0000005404747898,0.9999994595255023
1.2,21.394651686835047,8.162116801888023e-09,-0.9999999893902262,-0.8844745685455101,1.0000005390997837,0.999999460900507
1.2,21.39865168898596,8.133291101015574e-09,-0.9999999894276962,-0.884474567397628,1.0000005377282752,0.9999994622720139
1.2,21.402651691131403,8.104567200512185e-09,-0.9999999894650338,-0.8844745662526016,1.0000005363602558,0.9999994636400319
1.2,21.406651693271385,8.075944739346414e-09,-0.9999999895022396,-0.8844745651104239,1.0000005349957164,0.9999994650045698
1.2,21.410651695405924,8.047423361862982e-09,-0.9999999895393138,-0.8844745639710875,1.000000533634648,0.9999994663656367
1.2,21.41465169753503,8.019002713151743e-09,-0.9999999895762574,-0.8844745628345866,1.0000005322770427,0.9999994677232407
1.2,21.418651699658724,7.990682438302461e-09,-0.9999999896130702,-0.8844745617009133,1.0000005309228912,0.9999994690773907
1.2,21.422651701777013,7.962462182405009e-09,-0.9999999896497532,-0.8844745605700612,1.000000529572185,0.9999994704280954
1.2,21.426651703889913,7.934341590549162e-09,-0.9999999896863067,-0.8844745594420231,1.0000005282249151,0.9999994717753639
1.2,21.430651705997438,7.906320308009996e-09,-0.999999989722731,-0.8844745583167922,1.000000526881073,0.9999994731192046
1.2,21.4346517080996,7.878397984097594e-09,-0.9999999897590266,-0.8844745571943615,1.0000005255406499,0.9999994744596263
1.2,21.438651710196414,7.850574272031015e-09,-0.9999999897951941,-0.8844745560747244,1.0000005242036374,0.9999994757966374
1.2,21.442651712287894,7.822848825189446e-09,-0.9999999898312338,-0.8844745549578735,1.0000005228700262,0.9999994771302473
1.2,21.446651714374052,7.795221296952077e-09,-0.9999999898671463,-0.8844745538438022,1.000000521539808,0.999999478460464
1.2,21.450651716454903,7.767691340698014e-09,-0.999999989902932,-0.8844745527325033,1.0000005202129738,0.9999994797872969
1.2,21.45465171853046,7.740258609806471e-09,-0.9999999899385912,-0.8844745516239703,1.0000005188895151,0.9999994811107541
1.2,21.458651720600738,7.712922758433436e-09,-0.9999999899741245,-0.8844745505181958,1.000000517569423,0.9999994824308448
1.2,21.462651722665747,7.685683445924163e-09,-0.9999999900095324,-0.8844745494151732,1.0000005162526893,0.9999994837475773
1.2,21.466651724725505,7.658540333747301e-09,-0.9999999900448152,-0.8844745483148952,1.0000005149393045,0.9999994850609606
1.2,21.470651726780023,7.631493083377704e-09,-0.9999999900799734,-0.8844745472173556,1.000000513629261,0.9999994863710029
1.2,21.474651728829315,7.60454135629029e-09,-0.9999999901150074,-0.8844745461225478,1.00000051232255,0.9999994876777125
1.2,21.47865173087339,7.577684813959974e-09,-0.9999999901499177,-0.8844745450304649,1.0000005110191632,0.9999994889810979
1.2,21.482651732912267,7.550923117866143e-09,-0.9999999901847046,-0.8844745439411004,1.0000005097190925,0.9999994902811673
1.2,21.486651734945955,7.524255931484515e-09,-0.9999999902193689,-0.8844745428544477,1.0000005084223293,0.9999994915779291
1.2,21.49065173697447,7.497682923393874e-09,-0.9999999902539106,-0.8844745417705001,1.0000005071288653,0.9999994928713918
