eta,F_mode_abs,G_mode_abs,H_mode_abs,T_mode_abs
0.0,0.0,0.0,0.0,0.0
0.010280250733282204,4.8907575039777674e-05,0.00014253469119085413,5.028061429903214e-07,1.545578782452213e-05
0.041113957362785,0.00019531580192607694,0.0005701452175374811,8.036354972811947e-06,6.181245003815608e-05
0.09247998800616108,0.00043665099315196086,0.0012834829876389434,4.0535876110098556e-05,0.0001390357826467607
0.1643431389518013,0.0007635027741207678,0.0022857508533299705,0.0001269744222595725,0.00024705410798647065
0.25665415878568854,0.0011530107929259134,0.0035857673752463888,0.00030452054528289443,0.00038571268977658873
0.3693497821458669,0.0015616370317984973,0.005201583655125554,0.0006120400954668853,0.0005546735041041894
0.5023527730813615,0.0019190987741377103,0.007163207571037785,0.0010783222638984522,0.0007532456725351772
0.6555719779858293,0.0021253723194087533,0.009512114014947452,0.0017040893157431083,0.000980150977239433
0.8289023880697033,0.002052541938036741,0.012294897557040005,0.002438137918749664,0.0012332536700902603
1.0222252113279506,0.0015527999475329478,0.015549320757090677,0.003149726456809811,0.0015093051493152575
1.2354079539542084,0.0004730116020220884,0.019283466607052113,0.003601277690693929,0.001803761566003841
1.468304511145394,0.0013251140286750604,0.023452251011683307,0.003427130730767119,0.002110720306038482
1.7207552672346471,0.003941910284380256,0.02793871474598571,0.00212481135356907,0.0024229946927909257
1.9925872050839477,0.00741789445883608,0.032548311631809414,0.0009355207063257391,0.0027323202675781227
2.283614024661398,0.011717990576840876,0.03702157524199045,0.006480400723916369,0.0030296745625518267
2.593636270721974,0.016725836955434472,0.04106470267718654,0.015282124600182016,0.0033056952133394034
2.9224414695041814,0.022250004352389184,0.04439126932658361,0.02809285668970005,0.003551183843254164
3.269804274348963,0.02804118361853477,0.046764481177311155,0.04557246907890475,0.0037576709762465192
3.6354866201410383,0.033817049290654606,0.048029689138771585,0.06822025451919332,0.003917991488374301
4.019237886466839,0.03929026996070536,0.04813072496993044,0.09631990891108017,0.004026797266124035
4.420795069377235,0.04419516477987349,0.04710884460029811,0.12990465778984134,0.0040809310432180475
4.8398829616372785,0.04830949086002561,0.04508747577921143,0.16874593035516766,0.004079607359724162
5.276214341339529,0.051469292610909656,0.04224833679893454,0.21236543940890246,0.004024383695443388
5.7294901687515765,0.05357619717362735,0.038804763381963134,0.260067578075505,0.003918941976051242
6.199399791262945,0.0545977035264649,0.03497692426605035,0.3109870608021178,0.0037687264391127735
6.685621156290873,0.05456176351997129,0.030971862626770704,0.3641457947905651,0.003580494483628743
7.187821031999072,0.053547301170972804,0.02696961444996301,0.41851294207713113,0.0033618350844483464
7.705655235678172,0.05167234826004443,0.023115365189951897,0.4730627895997247,0.003120699752579458
8.238768869631372,0.04908129854164875,0.0195168010419816,0.5268261291119638,0.002864978783125875
8.786796564403573,0.04593249968100893,0.01624543072434651,0.5789321327709518,0.002602143771800023
9.34936272918738,0.04238708261005031,0.013340583616227268,0.6286390160120936,0.002338967623024336
9.926081809234253,0.03859961885070726,0.01081491178170761,0.6753529801011958,0.002081325651859806
10.51655855009449,0.03471092054525496,0.008660442890247411,0.7186359418448,0.0018340756026117924
11.120388268504875,0.030843065220397186,0.006854482519390457,0.7582033392457198,0.0016010101037286953
11.73715712973838,0.027096542877156495,0.005364904163484503,0.7939138310376753,0.00138487184417659
12.366442431225806,0.02354928560086333,0.004154572235409443,0.8257529880035597,0.001187419619400545
13.007812892255014,0.020257250225542447,0.003184805480495545,0.8538131276891013,0.0010095322189155322
13.660828949549185,0.01725617868964638,0.0024179052587829514,0.878271309530881,0.0008513369924597517
14.325043058521533,0.014564154834902027,0.0018188478639637278,0.8993672332404767,0.0007123507008048371
14.999999999999996,0.012184602482511318,0.0013562803291438461,0.9173824225113887,0.0005916218428892845
15.685237192211742,0.010109419743281015,0.001002971947987134,0.9326216803217968,0.000487865733778956
16.380285007813598,0.008322008229123027,0.0007358682888561176,0.9453974156143063,0.000399586000610326
17.084667095751144,0.006800024727804287,0.0005358768743719139,0.9560170976505915,0.0003251785137299479
17.79790070772599,0.005517748547695362,0.0003874908663330224,0.964773815007556,0.0002630159322755164
18.519497029047304,0.0044480152726090365,0.00027833246827657215,0.9719397103215268,0.00021151280367146362
19.24896151364099,0.003563713169857162,0.00019867509412952198,0.9777619286238789,0.00016917249588894914
19.985794222986875,0.002838871562657692,0.0001409835128262904,0.982460648399915,0.00013461810241451348
20.729490168751575,0.0022493911301210523,9.949562548906868e-05,0.9862287480168158,0.00010660993936992581
21.479539658882317,0.0017734766090861387,6.985752271276578e-05,0.9892326819964231,8.405237354141093e-05
22.235428646924376,0.0013918345478907855,4.881533847119307e-05,0.9916141883171978,6.599262103164355e-05
22.996639084322833,0.0010876954653495534,3.3961857266575776e-05,0.9934925079202132,5.1613869677400816e-05
23.762649275467226,0.0008467127323070724,2.3532855183826305e-05,0.9949668617208214,4.02247308945827e-05
24.532934235235576,0.0006567819405338996,1.624650150164014e-05,0.9961189921950289,3.1246625720049944e-05
25.306966048793072,0.000507815380833545,1.1178909874600158e-05,0.9970156318938516,2.4200344158967877e-05
26.084214233398455,0.00039149781147585974,7.669089506650925e-06,0.9977108079204031,1.8692667332439108e-05
26.864146101970398,0.0003010421102926463,5.247374209426583e-06,0.9982479288281452,1.4403665348372203e-05
27.64622712816465,0.0002309572721321814,3.5821296751141853e-06,0.9986616289458489,1.1075041558849278e-05
28.429921312711688,0.00017683621454303567,2.4405516322478277e-06,0.9989793657703764,8.499725729623723e-06
29.214691550763806,0.0001351672497168526,1.6600693581453663e-06,0.999222780077161,6.512779373011019e-06
29.99999999999999,0.00010317035645030892,1.1277168757113234e-06,0.9994088371173954,4.983593981777659e-06
30.785308449236194,7.865769153095715e-05,7.653330180768654e-07,0.9995507719647221,3.8092980144406556e-06
31.570078687288305,5.9916595240614353e-05,5.190625539435907e-07,0.9996588638595999,2.9092620006326727e-06
32.353772871835346,4.56128238339342e-05,3.519210761381217e-07,0.9997410641862636,2.220568775231243e-06
33.1358538980296,3.471141705955076e-05,2.3859902853928454e-07,0.9998035012437254,1.6943204853879859e-06
33.91578576660154,2.6412680381998046e-05,1.618164033655464e-07,0.9998508827646718,1.2926521161788384e-06
34.69303395120692,2.010083231633935e-05,1.0981183218109587e-07,0.9998868146155236,9.863383236092917e-07
35.46706576476442,1.530316786420752e-05,7.458879632496182e-08,0.9999140515135809,7.528874436808449e-07
36.23735072453278,1.165778711099989e-05,5.072735652920989e-08,0.9999346931315682,5.750352044116619e-07
37.003360915677156,8.888279170328482e-06,3.455171227448339e-08,0.999950336686436,4.395593327948784e-07
37.764571353075624,6.78394925960349e-06,2.3578388124671533e-08,0.9999621951210174,3.3635381782071144e-07
38.520460341117676,5.184474934262433e-06,1.6123837427556464e-08,0.9999711882499208,2.5770683249834505e-07
39.270509831248425,3.968030892137589e-06,1.1053903520975555e-08,0.9999780127974974,1.9774233141658812e-07
40.014205777013125,3.0421544939994953e-06,7.598081319626176e-09,0.9999831960321831,1.5198768405653814e-07
40.75103848635901,2.3367247889539206e-06,5.239131186064775e-09,0.9999871367238027,1.17042010056077e-07
41.480502970952685,1.79860028016077e-06,3.6237025142018083e-09,0.9999901363342183,9.032034029358167e-08
42.202099292274006,1.3875180511856764e-06,2.5160202191377274e-09,0.9999924227220512,6.985927146001062e-08
42.91533290424884,1.0729800101958053e-06,1.752940542628093e-09,0.9999941681187943,5.416722118824477e-08
43.6197149921864,8.318785387797346e-07,1.2269489275807848e-09,0.9999955027426833,4.2111532220380956e-08
44.31476280778825,6.467034689684171e-07,8.619503611956408e-10,0.9999965250910963,3.283133818499783e-08
44.99999999999999,5.041756669850442e-07,6.088971442096265e-10,0.9999973097173449,2.5672528942005077e-08
45.67495694147846,3.9422059692178883e-07,4.316905608864122e-10,0.9999979130979693,2.0137335319602258e-08
46.3391710504508,3.0918426823722687e-07,3.081888786361789e-10,0.999998378060408,1.584700972149593e-08
46.99218710774499,2.4324883956702676e-07,2.207905021953105e-10,0.9999987371196322,1.2512744918928654e-08
47.63355756877419,1.9198292675878903e-07,1.5957662772379726e-10,0.9999990149960292,9.914326972429045e-09
48.26284287026162,1.520093852065377e-07,1.1555688252875428e-10,0.9999992305113968,7.883374656979965e-09
48.87961173149512,1.207474526325527e-07,8.46190305747419e-11,0.9999993980214578,6.291152612541758e-09
49.483441449905506,9.622399374968936e-08,6.184906501439998e-11,0.9999995284942689,5.03886311678874e-09
50.07391819076573,7.692529996659859e-08,4.5817018362605867e-11,0.9999996303269891,4.0507028594150414e-09
50.650637270812624,6.168965388734162e-08,3.374135258841945e-11,0.9999997099608054,3.2681740548135823e-09
51.21320343559643,4.96215488184091e-08,2.5370212097302165e-11,0.999999772347999,2.646290809946937e-09
51.76123113036863,4.0031250671433875e-08,1.8921283842549992e-11,0.9999998213040572,2.1502304534254327e-09
52.29434476432182,3.238401303399921e-08,1.4517201441840904e-11,0.9999998597763505,1.753093288081094e-09
52.81217896800093,2.6266166530917047e-08,1.0907662291901618e-11,0.99999989004631,1.4339353022049652e-09
53.31437884370913,2.1355149559419442e-08,8.556498691197387e-12,0.9999999138851513,1.1764543928613182e-09
53.80060020873706,1.7400197581645898e-08,6.474930143583221e-12,0.9999999326706326,9.679422676597973e-10
54.270509831248425,1.4204501469974987e-08,5.17064489952213e-12,0.9999999474778742,7.984058228481938e-10
54.72378565866046,1.1614454454443946e-08,3.92843949901567e-12,0.9999999591474273,6.600322104513283e-10
55.16011703836272,9.508442039618593e-09,3.225561659918006e-12,0.9999999683386269,5.466165696168234e-10
55.579204930622765,7.791110441906042e-09,2.4702483423377874e-12,0.9999999755693384,4.53330145269115e-10
55.98076211353317,6.386545378490229e-09,2.080336723774676e-12,0.9999999812478717,3.762942841226998e-10
56.364513379858955,5.2349128520823144e-09,1.5988960941243937e-12,0.9999999856965142,3.1245376494302567e-10
56.730195725651036,4.288065796179907e-09,1.3615731381990317e-12,0.9999999891705662,2.5937819507620527e-10
57.07755853049581,3.5079480371452393e-09,9.89894551438179e-13,0.9999999918722862,2.1502521270565267e-10
57.40636372927803,2.8637127433455763e-09,8.20285697251093e-13,0.9999999939626324,1.7791424361993533e-10
57.7163859753386,2.3308627704855783e-09,5.762952838657549e-13,0.9999999955695188,1.4673409079174212e-10
58.00741279491605,1.889354561645807e-09,4.795633638674988e-13,0.9999999967951211,1.2052354000191145e-10
58.27924473276535,1.5232551922686357e-09,3.1160362087648716e-13,0.9999999977208672,9.837324370526295e-11
58.53169548885461,1.219419219623485e-09,2.505833426906415e-13,0.9999999984118741,7.970232102713118e-11
58.76459204604579,9.673688178046292e-10,1.4774573877564712e-13,0.9999999989201562,6.397929622844037e-11
58.97777478867204,7.584483570622337e-10,1.2479950428616402e-13,0.9999999992873724,5.063967619140336e-11
59.1710976119303,5.85694280456679e-10,7.167358572919189e-14,0.9999999995467294,3.9582102625665805e-11
59.34442802201417,4.4334653647412125e-10,6.213960669752776e-14,0.9999999997247675,3.029510005524448e-11
59.49764722691864,3.268160617246676e-10,3.627833702623939e-14,0.9999999998425527,2.2462482080846375e-11
59.63065021785413,2.3232949503416348e-10,2.902309147847079e-14,0.9999999999167867,1.611428143951701e-11
59.743345841214314,1.5689680902290415e-10,1.756403614970515e-14,0.9999999999605772,1.101245590832886e-11
59.83565686104821,9.814151457951279e-11,1.1909739735793422e-14,0.9999999999840727,6.9671618875534136e-12
59.90752001199384,5.4225618040143476e-11,1.1036670527639371e-14,0.9999999999950089,3.879724364065465e-12
59.95888604263721,2.379236106662731e-11,2.6475072303636657e-15,0.9999999999990155,1.7108118732477396e-12
59.98971974926671,5.900231590276531e-12,5.618877963047411e-15,0.9999999999999344,4.2645285024933704e-13
60.0,0.0,0.0,1.0,0.0
