TITLE = "folds_Re1000_traditional_centrifugal"
VARIABLES = "pressure_gradient" "Tw" "thermal_rossby" "rotor_heat_flux_Tz" "G_mid" "H_min" "F_min" "F_max"
DATASETAUXDATA Source_File = "boussinesq_singularity_results/folds_Re1000_traditional_centrifugal.json"
DATASETAUXDATA Converter = "convert_all_to_tecplot.py"
ZONE T="kind=minimum", I=1, DATAPACKING=POINT
AUXDATA kind = "minimum"
0.002192364789129834 1.155517547378877 0.1555175473788772 -1.309285431913014 0.06603353812128827 -0.5838357621175846 -0.0224222966790228 0.1484110275101553
ZONE T="kind=maximum", I=1, DATAPACKING=POINT
AUXDATA kind = "maximum"
0.009135420160491526 1.167676484056888 0.1676764840568876 -1.40796720966383 0.1003016674537027 -0.576918200417141 -0.04622502590063728 0.1454268716514407
