degree,mapping_scale,fold_index,kind,Hinf,Tw,d2Tw_dHinf2
70,8.0,1,maximum,-0.5327616099490322,1.0480217312176139,-0.5079311807462336
70,8.0,2,minimum,-0.11330092628288249,1.0301442442829918,0.8432889460361802
70,8.0,3,maximum,-0.027607675851528648,1.031960263004413,-3.6513633448009477
