degree,mapping_scale,fold_index,kind,Hinf,Tw,d2Tw_dHinf2
110,8.0,1,maximum,-0.5327615657026378,1.0480217311974696,-0.5080714300679441
110,8.0,2,minimum,-0.11329793898878779,1.030144666290945,0.8401058740373932
110,8.0,3,maximum,-0.027880559299789623,1.0319557792705907,-1.6355718422376848
