sample,Hinf,Tw,temporal_degree,rank_by_real_part,eigen_real,eigen_imag,positive_real_count,closest_to_zero_real,closest_to_zero_imag
middle_near_second,-0.15,1.030669123521854,70,1,0.042834299922837264,0.0,1,-6.918432213589717e-06,0.0
middle_near_second,-0.15,1.030669123521854,70,2,-6.918432213589717e-06,0.0,1,-6.918432213589717e-06,0.0
middle_near_second,-0.15,1.030669123521854,70,3,-4.431667925534814e-05,1.9452737858035013e-05,1,-6.918432213589717e-06,0.0
middle_near_second,-0.15,1.030669123521854,70,4,-4.4316679255348156e-05,-1.9452737858035016e-05,1,-6.918432213589717e-06,0.0
middle_near_second,-0.15,1.030669123521854,70,5,-5.426724791302677e-05,0.0,1,-6.918432213589717e-06,0.0
middle_near_second,-0.15,1.030669123521854,70,6,-0.00016755194662852234,-4.479069899997518e-05,1,-6.918432213589717e-06,0.0
middle_near_second,-0.15,1.030669123521854,70,7,-0.00016755194662852234,4.479069899997519e-05,1,-6.918432213589717e-06,0.0
middle_near_second,-0.15,1.030669123521854,70,8,-0.00017028775136445173,0.0031149131758002285,1,-6.918432213589717e-06,0.0
middle_near_second,-0.15,1.030669123521854,70,9,-0.00017028775136445173,-0.003114913175800229,1,-6.918432213589717e-06,0.0
middle_near_second,-0.15,1.030669123521854,70,10,-0.00018151729451382207,0.0,1,-6.918432213589717e-06,0.0
middle_near_second,-0.15,1.030669123521854,70,11,-0.00040677972528472693,7.729755696186526e-05,1,-6.918432213589717e-06,0.0
middle_near_second,-0.15,1.030669123521854,70,12,-0.00040677972528472704,-7.729755696186527e-05,1,-6.918432213589717e-06,0.0
middle_near_second,-0.15,1.030669123521854,90,1,0.04283429957715902,0.0,1,-4.186043540330324e-06,0.0
middle_near_second,-0.15,1.030669123521854,90,2,-4.186043540330324e-06,0.0,1,-4.186043540330324e-06,0.0
middle_near_second,-0.15,1.030669123521854,90,3,-2.6652371944205126e-05,1.3466172959787303e-05,1,-4.186043540330324e-06,0.0
middle_near_second,-0.15,1.030669123521854,90,4,-2.6652371944205126e-05,-1.3466172959787305e-05,1,-4.186043540330324e-06,0.0
middle_near_second,-0.15,1.030669123521854,90,5,-3.286289262639395e-05,0.0,1,-4.186043540330324e-06,0.0
middle_near_second,-0.15,1.030669123521854,90,6,-0.0001018584519076339,9.923277639826031e-06,1,-4.186043540330324e-06,0.0
middle_near_second,-0.15,1.030669123521854,90,7,-0.0001018584519076339,-9.923277639826031e-06,1,-4.186043540330324e-06,0.0
middle_near_second,-0.15,1.030669123521854,90,8,-0.0001101953468961491,0.0,1,-4.186043540330324e-06,0.0
middle_near_second,-0.15,1.030669123521854,90,9,-0.00012154377332322929,0.002535461919064577,1,-4.186043540330324e-06,0.0
middle_near_second,-0.15,1.030669123521854,90,10,-0.00012154377332322929,-0.002535461919064577,1,-4.186043540330324e-06,0.0
middle_near_second,-0.15,1.030669123521854,90,11,-0.00022830837969445953,0.00010336970027338166,1,-4.186043540330324e-06,0.0
middle_near_second,-0.15,1.030669123521854,90,12,-0.00022830837969445953,-0.00010336970027338166,1,-4.186043540330324e-06,0.0
upper_after_second,-0.1,1.0302198335855797,50,1,0.0394490546772802,0.0,2,-9.03354112818239e-06,0.0
upper_after_second,-0.1,1.0302198335855797,50,2,0.000812832313592512,0.0,2,-9.03354112818239e-06,0.0
upper_after_second,-0.1,1.0302198335855797,50,3,-9.03354112818239e-06,0.0,2,-9.03354112818239e-06,0.0
upper_after_second,-0.1,1.0302198335855797,50,4,-5.7791190839370724e-05,2.5196022473492005e-05,2,-9.03354112818239e-06,0.0
