 8.33285110815346e-003   -2.31468086338005e-005
 4.11781725594584e-002   -2.34477171459984e-002
 5.76355534980615e-002   -3.34934320930502e-002
 1.07285458017476e-001   -5.02980151611596e-002
 1.40200219894682e-001   -7.03894450552629e-002
 1.73323303049592e-001   -8.04814536195821e-002
 2.39361148081708e-001   -1.10664892078005e-001
 3.05329552687923e-001   -1.44181470979689e-001
 3.54910016781436e-001   -1.64319194491060e-001
 3.87963659510445e-001   -1.77744343498640e-001
 4.20947861813552e-001   -1.94502632949482e-001
 4.87124587697471e-001   -2.18019790521382e-001
 5.11637058040623e-001   -2.41421214050113e-001
 5.77536022220936e-001   -2.78270933395058e-001
 6.35449337422603e-001   -2.98431803715063e-001
 7.17944563393322e-001   -3.38660957120537e-001
 7.67663908338638e-001   -3.52132399745385e-001
 8.25646663966206e-001   -3.68960129622128e-001
 8.75574330189225e-001   -3.72432150917192e-001
 9.25432555986343e-001   -3.79237312655518e-001
 9.83762513743418e-001   -3.79399340315954e-001
 1.06743822695446e+000   -3.62965106185985e-001
 1.10958856547653e+000   -3.39748857126324e-001
 1.16000231468086e+000   -3.19888895318558e-001
 1.20243041490654e+000   -2.83340084485851e-001
 1.27055147271570e+000   -2.13529309646432e-001
 1.31304901336728e+000   -1.73647358370465e-001
 1.36387940512702e+000   -1.33788553903131e-001
 1.39804409467045e+000   -9.38834558185291e-002
 1.40665470748221e+000   -8.05740408541173e-002
 1.44054163532203e+000   -5.40015045425613e-002
 1.45776286094555e+000   -2.73826746137376e-002
 1.48366413980672e+000    1.58787107227591e-002
 1.52623112088421e+000    5.90938024419885e-002
 1.55213239974539e+000    1.02355187778485e-001
 1.58629708928881e+000    1.42260285863087e-001
 1.59504658295238e+000    1.62235981714021e-001
 1.63733580232625e+000    1.92118511660205e-001
 1.66316764076153e+000    2.32046756553440e-001
 1.68052774723685e+000    2.65331867368786e-001
 1.73163590070019e+000    3.18523233609166e-001
 1.74857936462010e+000    3.31809501764944e-001
 1.79954863723164e+000    3.78334587118801e-001
 1.86704473120768e+000    4.18147097968868e-001
 1.91801400381922e+000    4.64672183322724e-001
 2.00217580001157e+000    5.04438400555524e-001
 2.06078351947225e+000    5.17608934668133e-001
 2.15258376251374e+000    5.24020600659684e-001
 2.24396736299983e+000    5.10433423991667e-001
 2.34354493374226e+000    4.90156819628494e-001
 2.38451478502401e+000    4.56709681152711e-001
 2.48381459406284e+000    4.23100515016492e-001
 2.50784098142469e+000    3.76367108384931e-001
 2.54075574330189e+000    3.56275678490828e-001
 2.63179214165847e+000    3.26022799606504e-001
 2.66442914183207e+000    2.92598807939355e-001
 2.70560731439153e+000    2.69151090793357e-001
 2.74685492737689e+000    2.49036514090620e-001
 2.79650483189630e+000    2.32231931022510e-001
 2.83775244488166e+000    2.12117354319773e-001
 2.85407094496846e+000    1.95405358486199e-001
 2.90379028991378e+000    1.81933915861351e-001
 2.94510734332504e+000    1.65152479601875e-001
 2.97823042647995e+000    1.55060471037556e-001
 3.02788033099936e+000    1.38255887969446e-001
 3.04426827151207e+000    1.24877032579133e-001
 3.06891962270702e+000    1.08141889936925e-001
 3.14370696140270e+000    9.79341473294368e-002
 3.20182859788207e+000    8.77726983392166e-002
 3.24335397257103e+000    8.09906834095251e-002
 3.30140616862450e+000    6.74960939760432e-002
 3.34279266246166e+000    5.40477981598286e-002
 3.39278976911058e+000    5.39089173080263e-002
 3.47577107806261e+000    3.70117470053817e-002
 3.56736299982640e+000    3.34239916671490e-002
 3.66721833227244e+000    2.64799490770211e-002
 3.77547595625253e+000    2.28459001215209e-002
 3.85873502690817e+000    1.92812915919216e-002
 3.92539783577339e+000    1.90961171228519e-002
 4.06698686418610e+000    1.53694809328164e-002
 4.13358023262543e+000    1.18511660204847e-002
 4.23364388634917e+000    1.49065447601411e-002
 4.32530524853886e+000    1.46519298651699e-002
 4.40030090851224e+000    1.44436085874660e-002
 4.52508535385684e+000    4.09698512817558e-003
 4.56674960939760e+000    3.98125108500680e-003
 4.61674671604653e+000    3.84237023320422e-003
 4.67514611422950e+000    7.01348301602933e-003
 4.70847751866211e+000    6.92089578149413e-003
 4.78347317863550e+000    6.71257450379037e-003
 4.90020253457554e+000    9.72165962617910e-003
 5.00859903940744e+000    1.27538915572016e-002
 5.12518951449569e+000    9.09669579306760e-003
 5.20018517446907e+000    8.88837451536362e-003
 5.29184653665876e+000    8.63375962039248e-003
 5.34191308373358e+000    1.18280192118512e-002
 5.39191019038250e+000    1.16891383600488e-002
 5.45850355882183e+000    8.17082344771713e-003
 5.54183206990336e+000    7.93935536137935e-003
 5.55849777211967e+000    7.89306174411220e-003
 5.60849487876859e+000    7.75418089230961e-003
 5.69182338985012e+000    7.52271280597183e-003
 5.75848619871535e+000    7.33753833690165e-003
